Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : GENARO HERRERA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,JENARO HERRERA
,Latitud :,4°54'7.1'',Longitud :,73°40'17.35'',Altitud :,97 msnm.
,Tipo :,HLM - Hidrológica,Código :,251104
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-07-01,9.18,9.15,9.11,9.10
2024-07-02,8.98,8.95,8.92,8.88
2024-07-03,8.77,8.75,8.73,8.65
2024-07-04,8.54,8.53,8.51,8.44
2024-07-05,8.35,8.32,8.30,8.28
2024-07-06,8.22,8.20,8.19,8.21
2024-07-07,8.20,8.20,8.20,8.20
2024-07-08,8.27,8.28,8.30,8.31
2024-07-09,8.36,8.37,8.37,8.40
2024-07-10,8.40,8.40,8.39,8.39
2024-07-11,8.36,8.35,8.35,8.33
2024-07-12,8.27,8.23,8.18,8.12
2024-07-13,8.04,7.96,7.92,7.85
2024-07-14,7.70,7.68,7.65,7.62
2024-07-15,7.52,7.48,7.45,7.42
2024-07-16,7.33,7.32,7.28,7.26
2024-07-17,7.24,7.25,7.25,7.24
2024-07-18,7.28,7.28,7.30,7.30
2024-07-19,7.38,7.38,7.39,7.42
2024-07-20,7.48,7.47,7.47,7.48
2024-07-21,7.50,7.50,7.50,7.50
2024-07-22,7.48,7.46,7.45,7.45
2024-07-23,7.39,7.38,7.35,7.30
2024-07-24,7.25,7.22,7.17,7.12
2024-07-25,6.98,6.94,6.92,6.85
2024-07-26,6.76,6.73,6.69,6.62
2024-07-27,6.55,6.52,6.48,6.41
2024-07-28,6.35,6.30,6.25,6.23
2024-07-29,6.17,6.13,6.08,6.04
2024-07-30,5.96,5.90,5.88,5.86
2024-07-31,5.77,5.75,5.73,5.70
