Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : GENARO HERRERA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,JENARO HERRERA
,Latitud :,4°54'7.1'',Longitud :,73°40'17.35'',Altitud :,97 msnm.
,Tipo :,HLM - Hidrológica,Código :,251104
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-08-01,7.42,7.42,7.44,7.47
2019-08-02,7.47,7.47,7.47,7.48
2019-08-03,7.50,7.50,7.47,7.45
2019-08-04,7.43,7.43,7.40,7.40
2019-08-05,7.38,7.37,7.34,7.30
2019-08-06,7.20,7.19,7.15,7.10
2019-08-07,7.01,7.00,6.97,6.90
2019-08-08,6.78,6.75,6.70,6.68
2019-08-09,6.63,6.63,6.60,6.58
2019-08-10,6.55,6.55,6.53,6.46
2019-08-11,6.40,6.39,6.35,6.25
2019-08-12,6.18,6.18,6.14,6.08
2019-08-13,5.97,5.97,5.92,5.87
2019-08-14,5.76,5.74,5.70,5.64
2019-08-15,5.55,5.54,5.50,5.44
2019-08-16,5.36,5.35,5.30,5.25
2019-08-17,5.20,5.20,5.18,5.15
2019-08-18,5.10,5.09,5.06,4.95
2019-08-19,4.85,4.85,4.84,4.83
2019-08-20,4.80,4.80,4.78,4.76
2019-08-21,4.80,4.80,4.80,4.79
2019-08-22,4.76,4.76,4.73,4.71
2019-08-23,4.66,4.66,4.63,4.62
2019-08-24,4.59,4.59,4.57,4.55
2019-08-25,4.52,4.52,4.50,4.48
2019-08-26,4.45,4.45,4.45,4.48
2019-08-27,4.52,4.52,4.53,4.54
2019-08-28,4.54,4.54,4.54,4.55
2019-08-29,4.59,4.59,4.59,4.59
2019-08-30,4.58,4.58,4.58,4.58
2019-08-31,4.57,4.57,4.57,4.57
