Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : GENARO HERRERA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,JENARO HERRERA
,Latitud :,4°54'7.1'',Longitud :,73°40'17.35'',Altitud :,97 msnm.
,Tipo :,HLM - Hidrológica,Código :,251104
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-12-01,8.05,8.03,8.02,8.01
2017-12-02,7.96,7.96,7.96,7.96
2017-12-03,7.98,8.01,8.04,8.07
2017-12-04,8.13,8.15,8.18,8.21
2017-12-05,8.30,8.35,8.40,8.46
2017-12-06,8.54,8.56,8.58,8.60
2017-12-07,8.67,8.69,8.71,8.73
2017-12-08,8.78,8.80,8.82,8.85
2017-12-09,8.92,8.94,8.96,8.98
2017-12-10,9.06,9.08,9.11,9.14
2017-12-11,9.23,9.25,9.27,9.30
2017-12-12,9.42,9.44,9.46,9.48
2017-12-13,9.50,9.50,9.50,9.51
2017-12-14,9.48,9.47,9.46,9.45
2017-12-15,9.41,9.41,9.40,9.39
2017-12-16,9.35,9.34,9.33,9.31
2017-12-17,9.30,9.30,9.29,9.28
2017-12-18,9.26,9.25,9.24,9.23
2017-12-19,9.19,9.17,9.15,9.14
2017-12-20,9.10,9.09,9.08,9.05
2017-12-21,8.98,8.96,8.94,8.92
2017-12-22,8.83,8.81,8.78,8.75
2017-12-23,8.67,8.65,8.63,8.62
2017-12-24,8.55,8.55,8.55,8.54
2017-12-25,8.54,8.54,8.54,8.55
2017-12-26,8.58,8.59,8.60,8.61
2017-12-27,8.63,8.63,8.64,8.65
2017-12-28,8.67,8.67,8.67,8.68
2017-12-29,8.66,8.66,8.65,8.64
2017-12-30,8.59,8.58,8.56,8.54
2017-12-31,8.52,8.52,8.52,8.53
