Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : GENARO HERRERA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,JENARO HERRERA
,Latitud :,4°54'7.1'',Longitud :,73°40'17.35'',Altitud :,97 msnm.
,Tipo :,HLM - Hidrológica,Código :,251104
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-09-01,3.85,3.83,3.81,3.80
2017-09-02,3.74,3.72,3.71,3.70
2017-09-03,3.65,3.63,3.60,3.57
2017-09-04,3.50,3.48,3.46,3.45
2017-09-05,3.38,3.35,3.33,3.30
2017-09-06,3.22,3.19,3.16,3.14
2017-09-07,3.06,3.04,3.02,2.99
2017-09-08,2.92,2.91,2.90,2.89
2017-09-09,2.86,2.85,2.84,2.82
2017-09-10,2.77,2.75,2.74,2.73
2017-09-11,2.68,2.67,2.66,2.65
2017-09-12,2.63,2.63,2.62,2.61
2017-09-13,2.58,2.57,2.56,2.55
2017-09-14,2.50,2.49,2.48,2.47
2017-09-15,2.44,2.43,2.42,2.40
2017-09-16,2.37,2.38,2.39,2.40
2017-09-17,2.40,2.41,2.42,2.43
2017-09-18,2.49,2.50,2.51,2.53
2017-09-19,2.61,2.63,2.65,2.67
2017-09-20,2.72,2.74,2.76,2.79
2017-09-21,2.90,2.94,2.98,3.03
2017-09-22,3.20,3.24,3.28,3.33
2017-09-23,3.49,3.53,3.56,3.59
2017-09-24,3.68,3.70,3.72,3.74
2017-09-25,3.77,3.77,3.77,3.77
2017-09-26,3.77,3.77,3.77,3.76
2017-09-27,3.73,3.73,3.72,3.71
2017-09-28,3.66,3.65,3.64,3.62
2017-09-29,3.56,3.55,3.54,3.53
2017-09-30,3.48,3.48,3.47,3.46
