Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : GENARO HERRERA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,JENARO HERRERA
,Latitud :,4°54'7.1'',Longitud :,73°40'17.35'',Altitud :,97 msnm.
,Tipo :,HLM - Hidrológica,Código :,251104
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-12-01,13.30,13.32,13.33,13.35
2021-12-02,13.37,13.37,13.38,13.40
2021-12-03,13.40,13.41,13.43,13.45
2021-12-04,13.50,13.52,13.54,13.55
2021-12-05,13.60,13.62,13.65,13.70
2021-12-06,13.80,13.82,13.85,13.90
2021-12-07,13.95,13.95,13.95,13.96
2021-12-08,13.97,13.97,13.98,13.98
2021-12-09,14.00,14.02,14.05,14.08
2021-12-10,14.10,14.11,14.12,14.12
2021-12-11,14.13,14.13,14.14,14.15
2021-12-12,14.16,14.16,14.17,14.17
2021-12-13,14.18,14.19,14.20,14.22
2021-12-14,14.25,14.25,14.26,14.26
2021-12-15,14.30,14.32,14.33,14.35
2021-12-16,1.40,14.42,14.44,14.45
2021-12-17,14.50,14.51,14.53,14.53
2021-12-18,14.55,14.55,14.55,14.55
2021-12-19,14.56,14.57,14.58,14.58
2021-12-20,14.60,14.60,14.60,14.60
2021-12-21,14.60,14.61,14.61,14.62
2021-12-22,14.64,14.64,14.64,14.64
2021-12-23,14.66,14.67,14.68,14.70
2021-12-24,14.75,14.76,14.77,14.77
2021-12-25,14.75,14.75,14.76,14.77
2021-12-26,14.77,14.77,14.76,14.76
2021-12-27,14.75,14.75,14.75,14.75
2021-12-28,14.75,14.75,14.76,14.76
2021-12-29,14.77,14.77,14.78,14.78
2021-12-30,14.79,14.79,14.80,14.80
2021-12-31,14.80,14.80,14.80,14.80
