AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/05/01,09:00,S/D,0.0
2022/05/01,11:00,S/D,0.0
2022/05/01,12:00,S/D,0.0
2022/05/01,13:00,S/D,0.0
2022/05/01,15:00,S/D,0.0
2022/05/01,16:00,S/D,0.0
2022/05/01,17:00,S/D,0.0
2022/05/01,18:00,S/D,0.0
2022/05/01,19:00,S/D,0.0
2022/05/01,20:00,S/D,0.0
2022/05/02,11:00,S/D,0.0
2022/05/02,12:00,S/D,0.0
2022/05/02,13:00,S/D,0.0
2022/05/02,15:00,S/D,0.0
2022/05/02,16:00,S/D,0.0
2022/05/02,17:00,S/D,0.0
2022/05/02,18:00,S/D,S/D
2022/05/03,09:00,S/D,0.0
2022/05/03,10:00,S/D,0.0
2022/05/03,11:00,S/D,0.0
2022/05/03,12:00,S/D,0.0
2022/05/03,15:00,S/D,0.0
2022/05/03,16:00,S/D,0.0
2022/05/03,17:00,S/D,0.0
2022/05/04,08:00,S/D,0.0
2022/05/04,11:00,S/D,0.0
2022/05/04,13:00,S/D,0.0
2022/05/04,14:00,S/D,0.0
2022/05/04,15:00,S/D,0.9
2022/05/04,16:00,S/D,0.9
2022/05/04,17:00,S/D,0.0
2022/05/05,09:00,S/D,0.0
2022/05/05,10:00,S/D,0.0
2022/05/05,11:00,S/D,0.0
2022/05/05,12:00,S/D,0.0
2022/05/05,13:00,S/D,0.0
2022/05/05,14:00,S/D,0.0
2022/05/05,15:00,S/D,0.0
2022/05/05,16:00,S/D,0.0
2022/05/05,17:00,S/D,0.0
2022/05/05,18:00,S/D,0.0
2022/05/05,19:00,S/D,0.0
2022/05/06,09:00,S/D,0.0
2022/05/06,10:00,S/D,0.0
2022/05/06,11:00,S/D,0.0
2022/05/06,12:00,S/D,0.0
2022/05/06,13:00,S/D,0.0
2022/05/06,14:00,S/D,0.0
2022/05/06,15:00,S/D,0.0
2022/05/06,16:00,S/D,0.0
2022/05/06,17:00,S/D,0.0
2022/05/06,18:00,S/D,0.0
2022/05/06,19:00,S/D,0.0
2022/05/06,20:00,S/D,0.0
2022/05/07,08:00,S/D,0.0
2022/05/07,09:00,S/D,0.0
2022/05/07,10:00,S/D,0.0
2022/05/07,14:00,S/D,0.0
2022/05/07,15:00,S/D,0.0
2022/05/07,16:00,S/D,0.0
2022/05/08,09:00,S/D,0.0
2022/05/08,10:00,S/D,0.0
2022/05/08,12:00,S/D,0.0
2022/05/09,08:00,S/D,0.0
2022/05/09,15:00,S/D,0.0
2022/05/09,16:00,S/D,S/D
2022/05/10,10:00,S/D,0.0
2022/05/10,11:00,S/D,0.0
2022/05/10,12:00,S/D,0.3
2022/05/10,13:00,S/D,0.9
2022/05/10,14:00,S/D,0.0
2022/05/10,15:00,S/D,0.0
2022/05/10,16:00,S/D,0.0
2022/05/10,17:00,S/D,0.0
2022/05/10,18:00,S/D,0.0
2022/05/10,19:00,S/D,0.0
2022/05/10,20:00,S/D,S/D
2022/05/11,09:00,S/D,0.0
2022/05/11,15:00,S/D,S/D
2022/05/12,10:00,S/D,0.0
2022/05/12,13:00,S/D,0.0
2022/05/12,14:00,S/D,0.0
2022/05/12,15:00,S/D,0.0
2022/05/12,16:00,S/D,0.0
2022/05/12,17:00,S/D,0.0
2022/05/12,18:00,S/D,0.0
2022/05/13,10:00,S/D,0.0
2022/05/13,15:00,S/D,0.0
2022/05/14,09:00,S/D,0.0
2022/05/14,10:00,S/D,0.0
2022/05/14,11:00,S/D,0.0
2022/05/14,13:00,S/D,0.0
2022/05/14,15:00,S/D,2.4
2022/05/14,16:00,S/D,0.0
2022/05/14,17:00,S/D,S/D
2022/05/15,08:00,S/D,0.0
2022/05/16,09:00,S/D,0.0
2022/05/16,11:00,S/D,0.0
2022/05/16,12:00,S/D,0.0
2022/05/16,13:00,S/D,0.0
2022/05/16,14:00,S/D,0.0
2022/05/16,15:00,S/D,0.0
2022/05/16,16:00,S/D,0.0
2022/05/16,17:00,S/D,0.0
2022/05/16,18:00,S/D,0.0
2022/05/17,09:00,S/D,0.0
2022/05/17,10:00,S/D,0.0
2022/05/17,11:00,S/D,0.0
2022/05/17,12:00,S/D,0.0
2022/05/17,13:00,S/D,0.6
2022/05/17,14:00,S/D,0.0
2022/05/17,15:00,S/D,0.0
2022/05/17,16:00,S/D,0.0
2022/05/17,17:00,S/D,0.0
2022/05/17,18:00,S/D,0.0
2022/05/17,19:00,S/D,0.0
2022/05/17,20:00,S/D,0.0
2022/05/17,21:00,S/D,0.0
2022/05/18,09:00,S/D,0.0
2022/05/18,10:00,S/D,0.0
2022/05/18,11:00,S/D,0.0
2022/05/18,12:00,S/D,0.0
2022/05/18,13:00,S/D,0.0
2022/05/18,14:00,S/D,0.0
2022/05/18,15:00,S/D,0.0
2022/05/18,16:00,S/D,0.0
2022/05/18,17:00,S/D,0.0
2022/05/18,18:00,S/D,0.0
2022/05/18,19:00,S/D,0.0
2022/05/19,09:00,S/D,0.0
2022/05/19,12:00,S/D,0.0
2022/05/19,13:00,S/D,0.0
2022/05/19,14:00,S/D,0.0
2022/05/19,15:00,S/D,0.0
2022/05/19,16:00,S/D,0.0
2022/05/19,17:00,S/D,0.0
2022/05/20,08:00,S/D,0.0
2022/05/20,09:00,S/D,0.0
2022/05/20,12:00,S/D,0.0
2022/05/20,13:00,S/D,0.0
2022/05/20,14:00,S/D,0.3
2022/05/20,15:00,S/D,0.0
2022/05/20,16:00,S/D,0.0
2022/05/20,17:00,S/D,0.0
2022/05/21,08:00,S/D,0.0
