Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SAN REGIS
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'46.83'',Longitud :,73°54'27.02'',Altitud :,101 msnm.
,Tipo :,PE - Meteorológica,Código :,104098
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-03-01,29.2,23.2,91.1,4.8
2020-03-02,34.2,22.3,86.8,0.0
2020-03-03,33.4,22.6,78.7,0.0
2020-03-04,33.8,22.8,S/D,0.0
2020-03-05,33,23.4,89.9,0.0
2020-03-06,28.4,22.6,92.8,0.0
2020-03-07,31.4,23.2,S/D,0.0
2020-03-08,33.4,23.2,84.0,0.0
2020-03-09,32.2,22.8,87.2,29.2
2020-03-10,31.8,22.6,91.0,3.2
2020-03-11,30.8,22.2,S/D,0.0
2020-03-12,34.6,22.4,84.3,0.0
2020-03-13,34.8,22.6,82.5,0.0
2020-03-14,33.2,23.4,92.2,46.6
2020-03-15,35,22.6,82.5,15.2
2020-03-16,32.6,21.8,90.5,4.8
2020-03-17,25.8,23.2,91.0,15.0
2020-03-18,31.8,21.4,88.4,0.0
2020-03-19,34.2,22.2,85.0,0.0
2020-03-20,34.4,22.8,85.5,0.0
2020-03-21,34.6,23.2,83.0,0.0
2020-03-22,35.2,23.4,81.7,0.0
2020-03-23,33.6,23.2,86.8,37.6
2020-03-24,31.4,22.4,86.0,0.0
2020-03-25,35,22,73.9,3.2
2020-03-26,34.8,21.8,85.3,0.0
2020-03-27,31.4,22.4,89.7,12.5
2020-03-28,32.2,22.6,86.6,25.8
2020-03-29,29.2,22.4,88.9,32.3
2020-03-30,29.4,21.8,91.6,9.5
2020-03-31,30,22.6,90.5,6.2
