Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SAN REGIS
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'46.83'',Longitud :,73°54'27.02'',Altitud :,101 msnm.
,Tipo :,PE - Meteorológica,Código :,104098
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-09-01,32.4,22,95.0,0.0
2020-09-02,30.6,22.2,90.5,0.0
2020-09-03,33.4,21.6,93.4,6.2
2020-09-04,32.2,21.2,93.2,10.1
2020-09-05,33,21,S/D,0.0
2020-09-06,36.2,21.6,S/D,0.0
2020-09-07,36.4,21.4,90.6,85.7
2020-09-08,35.6,21.6,92.0,0.0
2020-09-09,30.2,21,91.2,0.0
2020-09-10,34.8,21.4,86.0,61.5
2020-09-11,32,21.6,92.3,3.5
2020-09-12,34.8,21.8,91.9,0.0
2020-09-13,36.4,21.4,89.0,37.3
2020-09-14,33,21.6,91.7,2.5
2020-09-15,33.2,21.4,S/D,6.4
2020-09-16,33.4,21.2,87.7,0.0
2020-09-17,35.2,21.4,88.6,0.0
2020-09-18,35.8,21.2,87.2,0.0
2020-09-19,35.2,23.6,91.2,0.0
2020-09-20,33.8,22.6,90.2,0.0
2020-09-21,35,22.8,88.9,7.5
2020-09-22,29.6,22,91.6,91.2
2020-09-23,32.4,20.2,S/D,0.0
2020-09-24,34.6,21.2,84.3,4.3
2020-09-25,34.2,21.4,89.7,0.0
2020-09-26,36.2,21.2,91.1,0.0
2020-09-27,34.4,22.8,85.5,0.0
2020-09-28,35.6,22,93.2,0.0
2020-09-29,29.8,22.2,93.0,3.7
2020-09-30,29.6,21.6,94.8,55.3
