Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'13.29'',Longitud :,73°40'44.51'',Altitud :,113 msnm.
,Tipo :,HLM - Hidrológica,Código :,240110
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2022-06-01,9.55,9.55,9.56,9.56
2022-06-02,9.56,9.56,9.55,9.54
2022-06-03,9.51,9.51,9.49,9.46
2022-06-04,9.31,9.29,9.26,9.22
2022-06-05,9.02,8.98,8.95,8.90
2022-06-06,8.84,8.84,8.83,8.81
2022-06-07,8.80,8.80,8.79,8.84
2022-06-08,8.87,8.87,8.88,8.88
2022-06-09,8.85,8.83,8.81,8.81
2022-06-10,8.76,8.75,8.73,8.69
2022-06-11,8.57,8.53,8.48,8.45
2022-06-12,8.38,8.36,8.33,8.27
2022-06-13,8.20,8.20,8.19,8.21
2022-06-14,8.30,8.35,8.42,8.48
2022-06-15,8.63,8.66,8.71,8.74
2022-06-16,8.83,8.84,8.86,8.89
2022-06-17,8.94,8.94,8.96,8.98
2022-06-18,8.99,8.99,8.99,9.01
2022-06-19,8.93,8.89,8.83,8.76
2022-06-20,8.56,8.51,8.44,8.35
2022-06-21,8.15,8.10,8.04,7.96
2022-06-22,7.88,7.88,7.88,7.90
2022-06-23,7.93,7.94,7.96,7.98
2022-06-24,8.13,8.17,8.23,8.27
2022-06-25,8.32,8.32,8.32,8.31
2022-06-26,8.23,8.21,8.19,8.18
2022-06-27,8.16,8.17,8.19,8.23
2022-06-28,8.37,8.40,8.46,8.50
2022-06-29,8.59,8.61,8.64,8.67
2022-06-30,8.76,8.77,8.80,8.83
