Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : EL ESTRECHO
,Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,PUTUMAYO
,Latitud :,2°26'47.94'',Longitud :,72°39'51.61'',Altitud :,110 msnm.
,Tipo :,CO - Meteorológica,Código :,102006
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-10-01,33.2,20.6,S/D,0.0
2020-10-02,34.6,21.6,89.1,0.0
2020-10-03,33.2,22,88.3,6.3
2020-10-04,29.2,20.8,93.9,25.6
2020-10-05,30,20,76.8,0.0
2020-10-06,S/D,20.4,S/D,1.2
2020-10-07,34.6,21,84.2,27.4
2020-10-08,33.2,20,86.1,14.6
2020-10-09,34.6,20.2,89.4,0.0
2020-10-10,36.2,21.2,86.8,0.3
2020-10-11,36.8,22.4,85.0,0.1
2020-10-12,35.6,20.2,86.3,0.0
2020-10-13,34.6,21,91.0,0.6
2020-10-14,35.6,20.8,98.9,0.0
2020-10-15,36,20.4,86.5,18.7
2020-10-16,30.6,20,94.4,4.0
2020-10-17,30.2,20.2,94.7,3.5
2020-10-18,32.4,20,90.9,0.0
2020-10-19,35.6,19.8,87.9,0.0
2020-10-20,35.4,20.2,86.3,26.7
2020-10-21,29.6,20,87.2,19.2
2020-10-22,29.4,20.4,94.8,0.0
2020-10-23,33.4,21.4,87.1,1.6
2020-10-24,34.8,20.2,88.3,0.0
2020-10-25,37.2,20.6,83.0,0.0
2020-10-26,35.2,21,91.7,0.6
2020-10-27,35.6,21.4,92.1,0.0
2020-10-28,33.4,22,89.4,0.0
2020-10-29,36.2,21.8,91.3,1.8
2020-10-30,30.4,20.2,S/D,40.5
2020-10-31,33.8,21.2,S/D,0.0
