Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : EL ESTRECHO
,Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,PUTUMAYO
,Latitud :,2°26'47.94'',Longitud :,72°39'51.61'',Altitud :,110 msnm.
,Tipo :,CO - Meteorológica,Código :,102006
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-07-01,33.2,20,88.5,6.8
2020-07-02,33.8,20.6,88.7,0.3
2020-07-03,32.6,21.2,89.0,1.5
2020-07-04,34.2,21.8,83.8,0.0
2020-07-05,31.8,20.4,89.3,5.7
2020-07-06,32.6,21.8,83.0,41.7
2020-07-07,34.8,20.6,85.2,0.6
2020-07-08,34.6,21.6,84.9,0.0
2020-07-09,36.2,20.6,83.2,18.5
2020-07-10,34.4,22.4,88.7,0.0
2020-07-11,32.6,22,81.6,6.5
2020-07-12,33.8,21.8,86.9,1.4
2020-07-13,34,22,86.7,12.6
2020-07-14,34.8,21.2,86.8,24.3
2020-07-15,31.8,20.8,91.4,17.0
2020-07-16,35.2,21.2,85.9,0.0
2020-07-17,34.8,20.2,88.5,34.2
2020-07-18,34,20.6,89.9,6.8
2020-07-19,31.2,22.2,85.8,20.5
2020-07-20,34.6,20.8,87.5,3.0
2020-07-21,35.2,21,S/D,0.0
2020-07-22,34.8,21.8,87.5,6.5
2020-07-23,35,20.2,86.5,0.0
2020-07-24,35.4,22.2,84.6,65.5
2020-07-25,30.4,20.2,91.2,20.0
2020-07-26,33.2,21.2,S/D,0.0
2020-07-27,34,20.4,86.2,0.0
2020-07-28,33.6,20.6,85.4,3.5
2020-07-29,34.2,21.2,S/D,0.3
2020-07-30,35,21.8,83.2,25.8
2020-07-31,33.8,20.4,86.2,45.5
