Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : IÑAPARI
,Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
,Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
,Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/01/01,00:00,23.3,0.0,100,1,0.1
2021/01/01,01:00,23.4,0.0,100,157,0.0
2021/01/01,02:00,23.4,0.0,100,224,1.3
2021/01/01,03:00,23.3,0.0,100,267,3.1
2021/01/01,04:00,23.2,0.0,100,277,1.8
2021/01/01,05:00,23.2,0.0,100,111,1.6
2021/01/01,06:00,23.4,0.0,100,102,1.4
2021/01/01,07:00,23.9,1.2,100,88,1.5
2021/01/01,08:00,24.5,0.0,100,52,1.4
2021/01/01,09:00,26.8,0.0,90,75,2.5
2021/01/01,10:00,30.2,0.0,75,177,1.5
2021/01/01,11:00,30.0,0.0,74,43,1.9
2021/01/01,12:00,29.5,0.0,75,356,2.6
2021/01/01,13:00,30.7,0.0,74,39,3.5
2021/01/01,14:00,29.2,1.8,83,319,2.3
2021/01/01,15:00,30.8,0.0,70,329,4.5
2021/01/01,16:00,30.6,0.0,70,305,3.6
2021/01/01,17:00,29.1,0.0,77,290,4.0
2021/01/01,18:00,27.7,0.0,83,281,1.2
2021/01/01,19:00,26.1,0.0,95,245,0.6
2021/01/01,20:00,25.6,0.0,98,92,1.9
2021/01/01,21:00,25.4,0.0,99,291,0.5
2021/01/01,22:00,25.0,0.0,100,172,0.0
2021/01/01,23:00,24.7,0.0,100,290,1.9
2021/01/02,00:00,24.4,0.0,100,240,0.7
2021/01/02,01:00,24.4,0.0,100,70,0.0
2021/01/02,02:00,24.1,0.0,100,236,1.0
2021/01/02,03:00,24.0,0.0,100,223,0.0
2021/01/02,04:00,23.9,0.0,100,226,0.6
2021/01/02,05:00,23.8,0.0,100,239,0.0
2021/01/02,06:00,24.0,0.0,100,265,0.0
2021/01/02,07:00,25.2,0.0,99,180,0.0
2021/01/02,08:00,27.1,0.0,87,300,2.0
2021/01/02,09:00,29.2,0.0,79,313,1.3
2021/01/02,10:00,31.6,0.0,71,222,1.9
2021/01/02,11:00,31.7,0.0,73,229,2.5
2021/01/02,12:00,26.4,5.4,98,187,1.1
2021/01/02,13:00,31.5,0.3,67,337,2.3
2021/01/02,14:00,31.6,0.0,74,50,2.2
2021/01/02,15:00,30.2,0.0,82,91,2.9
2021/01/02,16:00,27.5,0.0,79,15,2.2
2021/01/02,17:00,27.5,0.0,81,302,1.7
2021/01/02,18:00,26.2,0.0,91,73,1.4
2021/01/02,19:00,25.1,0.0,97,309,0.6
2021/01/02,20:00,24.6,0.0,99,146,0.4
2021/01/02,21:00,24.0,0.0,100,282,1.0
2021/01/02,22:00,23.8,0.0,100,155,1.0
2021/01/02,23:00,23.6,0.0,100,241,1.5
2021/01/03,00:00,23.6,0.0,100,153,0.0
2021/01/03,01:00,23.4,0.0,100,318,0.0
2021/01/03,02:00,23.2,0.0,100,268,0.4
2021/01/03,03:00,23.2,0.0,100,252,1.2
2021/01/03,04:00,23.4,0.0,100,134,0.1
2021/01/03,05:00,23.3,0.0,100,94,0.0
2021/01/03,06:00,23.5,0.0,100,274,0.3
2021/01/03,07:00,24.9,0.0,100,194,0.5
2021/01/03,08:00,28.0,0.0,83,255,3.2
2021/01/03,09:00,30.2,0.0,73,296,4.7
2021/01/03,10:00,30.9,0.0,70,272,6.7
2021/01/03,11:00,31.5,0.0,70,303,5.8
2021/01/03,12:00,33.0,0.0,61,292,6.0
2021/01/03,13:00,30.5,0.9,75,311,6.4
2021/01/03,14:00,30.7,0.9,69,254,6.8
2021/01/03,15:00,29.9,0.0,73,281,7.6
2021/01/03,16:00,29.7,0.0,73,305,3.3
2021/01/03,17:00,30.3,0.0,69,14,1.0
2021/01/03,18:00,28.3,0.0,80,263,2.4
2021/01/03,19:00,26.6,0.0,90,288,3.4
2021/01/03,20:00,26.2,0.0,92,341,0.7
2021/01/03,21:00,25.7,0.0,94,78,2.4
2021/01/03,22:00,24.8,1.8,100,70,0.6
2021/01/03,23:00,24.7,0.0,100,245,0.8
2021/01/04,00:00,24.9,0.0,100,13,0.1
2021/01/04,01:00,24.9,0.6,99,339,0.8
2021/01/04,02:00,24.8,0.0,100,36,1.5
2021/01/04,03:00,24.9,0.0,99,348,2.6
2021/01/04,04:00,24.8,0.0,98,341,3.2
2021/01/04,05:00,24.2,0.6,98,336,1.6
2021/01/04,06:00,24.5,0.6,99,326,1.3
2021/01/04,07:00,25.6,0.0,94,357,2.4
2021/01/04,08:00,27.8,0.0,85,330,3.1
2021/01/04,09:00,29.3,0.0,76,327,4.0
2021/01/04,10:00,29.1,0.0,76,330,2.6
2021/01/04,11:00,31.1,0.0,67,314,6.2
2021/01/04,12:00,31.9,0.0,65,341,6.6
2021/01/04,13:00,32.4,0.0,60,356,6.2
2021/01/04,14:00,30.7,4.8,73,296,5.7
2021/01/04,15:00,32.0,0.0,66,318,5.3
2021/01/04,16:00,30.7,0.0,69,352,4.3
2021/01/04,17:00,29.6,0.0,77,28,3.0
2021/01/04,18:00,26.8,0.0,84,280,7.9
2021/01/04,19:00,26.0,0.0,89,337,2.1
2021/01/04,20:00,25.4,0.0,91,13,2.7
2021/01/04,21:00,25.1,0.0,91,348,2.8
