Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : IÑAPARI
,Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
,Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
,Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/09/01,00:00,23.2,0.0,97,167,2.6
2020/09/01,01:00,23.0,0.0,98,137,0.8
2020/09/01,02:00,22.9,0.0,99,76,1.8
2020/09/01,03:00,22.9,0.0,98,28,0.0
2020/09/01,04:00,22.4,0.0,100,228,1.0
2020/09/01,05:00,22.3,0.0,100,102,1.5
2020/09/01,06:00,22.2,0.0,100,264,1.3
2020/09/01,07:00,24.7,0.0,94,88,0.6
2020/09/01,08:00,26.2,0.0,84,125,2.5
2020/09/01,09:00,26.9,0.0,79,111,3.7
2020/09/01,10:00,29.6,0.0,72,104,2.5
2020/09/01,11:00,29.6,0.0,66,114,4.3
2020/09/01,12:00,28.0,0.0,74,162,4.1
2020/09/01,13:00,28.9,0.0,74,177,2.5
2020/09/01,14:00,29.2,0.0,73,164,3.9
2020/09/01,15:00,28.7,0.0,73,222,4.1
2020/09/01,16:00,28.2,0.0,75,221,3.5
2020/09/01,17:00,28.2,0.0,77,191,4.6
2020/09/01,18:00,26.1,0.0,88,236,0.6
2020/09/01,19:00,24.5,0.0,95,277,0.8
2020/09/01,20:00,23.8,0.0,99,184,0.1
2020/09/01,21:00,23.3,0.0,99,247,0.5
2020/09/01,22:00,23.0,0.0,100,208,1.6
2020/09/01,23:00,22.9,0.0,100,87,0.6
2020/09/02,00:00,22.0,0.0,100,144,1.0
2020/09/02,01:00,21.7,0.0,100,118,0.5
2020/09/02,02:00,21.4,0.0,100,254,0.4
2020/09/02,03:00,21.2,0.0,100,285,0.5
2020/09/02,04:00,21.1,0.0,100,200,0.3
2020/09/02,05:00,21.1,0.0,100,263,0.0
2020/09/02,06:00,20.9,0.0,100,214,0.0
2020/09/02,07:00,22.5,0.0,100,78,1.1
2020/09/02,08:00,25.5,0.0,87,100,2.1
2020/09/02,09:00,27.0,0.0,77,106,3.5
2020/09/02,10:00,28.5,0.0,74,108,3.3
2020/09/02,11:00,31.5,0.0,64,172,3.2
2020/09/02,12:00,32.1,0.0,60,165,2.6
2020/09/02,13:00,31.9,0.0,60,132,3.0
2020/09/02,14:00,32.1,0.0,61,164,3.5
2020/09/02,15:00,32.9,0.0,56,148,1.5
2020/09/02,16:00,30.6,0.0,66,264,4.0
2020/09/02,17:00,27.0,0.0,82,73,3.1
2020/09/02,18:00,26.2,0.0,90,145,0.7
2020/09/02,19:00,25.0,0.0,95,230,0.4
2020/09/02,20:00,24.2,0.0,98,11,0.0
2020/09/02,21:00,23.5,0.0,99,202,0.5
2020/09/02,22:00,23.0,0.0,99,213,0.3
2020/09/02,23:00,22.6,0.0,100,197,0.0
2020/09/03,00:00,22.3,0.0,100,50,0.7
2020/09/03,01:00,21.9,0.0,100,206,0.1
2020/09/03,02:00,21.5,0.0,100,224,0.8
2020/09/03,03:00,21.2,0.0,100,242,1.0
2020/09/03,04:00,21.1,0.0,100,255,0.0
2020/09/03,05:00,20.9,0.0,100,359,0.3
2020/09/03,06:00,20.9,0.0,100,251,1.5
2020/09/03,07:00,23.1,0.0,100,160,0.3
2020/09/03,08:00,26.1,0.0,89,92,0.2
2020/09/03,09:00,30.1,0.0,73,81,3.2
2020/09/03,10:00,31.1,0.0,65,104,3.9
2020/09/03,11:00,32.6,0.0,60,76,2.6
2020/09/03,12:00,33.3,0.0,58,98,4.4
2020/09/03,13:00,33.8,0.0,51,121,2.5
2020/09/03,14:00,34.4,0.0,52,104,1.5
2020/09/03,15:00,32.3,0.0,57,137,1.2
2020/09/03,16:00,33.7,0.0,53,228,3.8
2020/09/03,17:00,31.4,0.0,64,109,1.3
2020/09/03,18:00,28.8,0.0,75,354,1.1
2020/09/03,19:00,26.7,0.0,84,222,0.0
2020/09/03,20:00,25.8,0.0,91,318,0.3
2020/09/03,21:00,24.8,0.0,94,266,0.2
2020/09/03,22:00,24.0,0.0,96,320,0.0
2020/09/03,23:00,23.4,0.0,98,200,0.1
2020/09/04,00:00,23.1,0.0,100,25,0.1
2020/09/04,01:00,22.6,0.0,99,300,0.0
2020/09/04,02:00,22.3,0.0,100,237,0.8
2020/09/04,03:00,22.1,0.0,100,112,0.0
2020/09/04,04:00,21.9,0.0,100,247,0.0
2020/09/04,05:00,21.2,0.0,100,238,1.1
2020/09/04,06:00,21.4,0.0,100,257,0.0
2020/09/04,07:00,22.3,0.0,100,289,1.2
2020/09/04,08:00,27.0,0.0,83,251,0.4
2020/09/04,09:00,31.5,0.0,67,87,2.3
2020/09/04,10:00,33.0,0.0,58,140,2.7
2020/09/04,11:00,34.0,0.0,52,54,3.7
2020/09/04,12:00,34.5,0.0,50,14,1.4
2020/09/04,13:00,35.4,0.0,47,36,3.2
2020/09/04,14:00,35.7,0.0,45,305,3.1
2020/09/04,15:00,33.5,0.0,52,93,2.9
2020/09/04,16:00,30.2,0.0,61,242,2.8
2020/09/04,17:00,29.4,0.0,69,258,2.4
2020/09/04,18:00,27.6,0.0,73,246,0.7
2020/09/04,19:00,26.0,0.0,82,111,0.1
2020/09/04,20:00,25.1,0.0,88,336,0.3
2020/09/04,21:00,24.0,0.0,93,288,0.4
