Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : IÑAPARI
,Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
,Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
,Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/06/01,00:00,22.0,0.0,100,84,0.3
2020/06/01,01:00,21.9,0.0,100,93,0.4
2020/06/01,02:00,21.7,0.0,100,233,0.0
2020/06/01,03:00,21.9,0.0,100,275,1.2
2020/06/01,04:00,22.2,0.0,100,226,0.0
2020/06/01,05:00,22.1,0.0,100,266,0.3
2020/06/01,06:00,22.6,0.0,100,12,1.1
2020/06/01,07:00,24.1,0.0,95,176,0.7
2020/06/01,08:00,27.4,0.0,83,282,0.7
2020/06/01,09:00,29.6,0.0,76,335,1.5
2020/06/01,10:00,32.3,0.0,69,91,1.2
2020/06/01,11:00,32.1,0.0,67,359,2.4
2020/06/01,12:00,28.8,0.3,84,241,3.8
2020/06/01,13:00,25.8,1.5,92,67,1.8
2020/06/01,14:00,25.4,0.3,96,266,3.2
2020/06/01,15:00,26.7,0.0,88,283,2.8
2020/06/01,16:00,28.6,0.0,82,91,1.7
2020/06/01,17:00,29.9,0.0,78,179,1.3
2020/06/01,18:00,25.9,0.0,94,70,3.9
2020/06/01,19:00,24.4,0.0,93,69,1.5
2020/06/01,20:00,23.4,0.0,99,58,1.1
2020/06/01,21:00,22.8,0.0,100,112,0.3
2020/06/01,22:00,22.4,0.0,100,72,0.7
2020/06/01,23:00,21.8,0.0,100,243,0.0
2020/06/02,00:00,21.5,0.0,100,159,0.9
2020/06/02,01:00,21.1,0.0,100,277,0.7
2020/06/02,02:00,21.0,0.0,100,223,0.0
2020/06/02,03:00,20.9,0.0,100,232,1.0
2020/06/02,04:00,21.4,0.0,100,99,0.7
2020/06/02,05:00,21.6,0.0,100,84,0.1
2020/06/02,06:00,21.6,0.0,100,205,0.7
2020/06/02,07:00,22.3,0.0,100,280,0.0
2020/06/02,08:00,23.5,0.0,100,227,0.2
2020/06/02,09:00,26.9,0.0,87,262,0.5
2020/06/02,10:00,27.1,0.0,89,171,1.2
2020/06/02,11:00,28.3,0.0,88,233,1.2
2020/06/02,12:00,25.6,3.0,94,75,2.6
2020/06/02,13:00,27.4,2.4,90,94,4.0
2020/06/02,14:00,26.5,0.3,94,241,2.8
2020/06/02,15:00,27.9,0.0,85,172,3.0
2020/06/02,16:00,25.1,0.0,94,171,6.7
2020/06/02,17:00,23.1,0.0,97,160,3.2
2020/06/02,18:00,21.5,7.8,100,154,1.5
2020/06/02,19:00,21.2,0.0,100,102,3.0
2020/06/02,20:00,20.7,0.0,100,104,3.0
2020/06/02,21:00,20.3,0.0,100,115,3.1
2020/06/02,22:00,20.0,0.0,100,134,2.2
2020/06/02,23:00,19.5,0.0,100,163,3.2
2020/06/03,00:00,19.3,0.0,100,138,1.7
2020/06/03,01:00,18.9,0.0,100,157,2.5
2020/06/03,02:00,18.6,0.0,100,167,2.3
2020/06/03,03:00,18.5,0.0,100,117,2.1
2020/06/03,04:00,18.5,0.0,100,125,1.3
2020/06/03,05:00,18.5,0.0,100,169,1.6
2020/06/03,06:00,18.2,0.0,100,164,2.1
2020/06/03,07:00,18.3,0.0,100,176,1.7
2020/06/03,08:00,18.2,0.0,100,179,3.1
2020/06/03,09:00,18.6,0.0,99,175,2.8
2020/06/03,10:00,20.2,0.0,91,138,1.6
2020/06/03,11:00,20.0,0.0,91,214,4.4
2020/06/03,12:00,20.6,0.0,87,213,6.0
2020/06/03,13:00,21.9,0.0,85,211,1.5
2020/06/03,14:00,22.3,0.0,85,156,1.2
2020/06/03,15:00,21.4,0.0,89,202,3.3
2020/06/03,16:00,20.3,0.0,94,196,4.4
2020/06/03,17:00,19.7,0.0,97,179,2.9
2020/06/03,18:00,19.0,0.0,99,189,3.7
2020/06/03,19:00,19.0,0.0,100,173,1.9
2020/06/03,20:00,18.9,0.0,99,113,1.5
2020/06/03,21:00,18.8,0.0,100,101,0.9
2020/06/03,22:00,18.6,0.0,100,112,1.2
2020/06/03,23:00,18.6,0.0,100,138,0.7
2020/06/04,00:00,18.6,0.0,100,189,2.2
2020/06/04,01:00,18.7,0.0,100,144,1.2
2020/06/04,02:00,18.7,0.0,100,133,1.1
2020/06/04,03:00,18.6,0.3,100,205,2.4
2020/06/04,04:00,18.7,0.0,100,98,0.9
2020/06/04,05:00,18.7,0.0,100,108,1.4
2020/06/04,06:00,18.6,0.0,100,223,0.6
2020/06/04,07:00,19.4,0.0,99,44,1.0
2020/06/04,08:00,21.3,0.0,91,348,0.8
2020/06/04,09:00,25.0,0.0,78,51,1.7
2020/06/04,10:00,23.9,0.0,83,61,3.5
2020/06/04,11:00,25.2,0.0,85,63,3.3
2020/06/04,12:00,25.2,0.0,86,87,1.7
2020/06/04,13:00,24.8,0.0,88,59,2.6
2020/06/04,14:00,24.4,0.0,89,120,1.7
2020/06/04,15:00,24.6,0.0,92,93,1.8
2020/06/04,16:00,24.9,0.0,91,110,1.0
2020/06/04,17:00,24.3,0.0,92,155,1.6
2020/06/04,18:00,23.6,0.0,97,110,1.7
2020/06/04,19:00,23.4,0.0,98,124,1.4
2020/06/04,20:00,23.1,0.0,100,166,0.2
2020/06/04,21:00,23.0,0.0,100,183,0.7
