Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : IÑAPARI
,Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
,Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
,Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/02/01,10:00,30.7,0.0,71,340,3.9
2021/02/01,11:00,31.6,0.0,68,328,5.1
2021/02/01,12:00,32.4,0.0,63,311,3.9
2021/02/01,13:00,32.6,0.0,58,328,5.0
2021/02/01,14:00,34.1,0.0,56,337,6.0
2021/02/01,15:00,29.4,0.3,73,296,3.1
2021/02/01,16:00,32.0,0.0,64,3,6.0
2021/02/01,17:00,31.3,0.0,70,348,4.2
2021/02/01,18:00,28.9,0.0,77,16,2.4
2021/02/01,19:00,26.6,S/D,90,S/D,S/D
2021/02/02,08:00,28.0,0.0,85,313,3.5
2021/02/02,09:00,29.4,0.0,78,9,5.4
2021/02/02,10:00,30.7,0.0,72,347,4.6
2021/02/02,11:00,33.1,0.0,65,346,4.4
2021/02/02,12:00,28.7,0.0,71,336,5.9
2021/02/02,13:00,28.6,0.0,80,208,1.6
2021/02/02,14:00,23.7,6.3,100,273,8.5
2021/02/02,15:00,24.7,3.9,100,129,0.9
2021/02/02,16:00,25.1,0.0,100,262,1.9
2021/02/02,17:00,28.5,0.0,83,313,1.9
2021/02/02,18:00,26.9,0.0,89,12,4.0
2021/02/02,19:00,25.8,0.0,97,94,1.2
2021/02/02,20:00,25.6,0.3,99,62,0.6
2021/02/02,21:00,25.2,0.0,100,85,1.6
2021/02/02,22:00,25.1,0.3,100,88,2.5
2021/02/02,23:00,24.9,S/D,100,S/D,S/D
2021/02/03,00:00,24.7,S/D,100,S/D,S/D
2021/02/03,08:00,26.8,S/D,85,S/D,S/D
2021/02/03,09:00,29.2,0.0,76,332,2.1
2021/02/03,10:00,29.3,0.0,75,330,1.7
2021/02/03,11:00,27.7,0.6,87,313,4.4
2021/02/03,12:00,27.9,0.0,89,191,5.4
2021/02/03,13:00,29.9,0.3,81,167,4.8
2021/02/03,14:00,30.1,0.0,80,184,5.3
2021/02/03,15:00,23.0,31.2,100,273,12.7
2021/02/03,16:00,22.2,25.5,100,238,5.9
2021/02/03,17:00,22.4,4.5,100,269,1.1
2021/02/03,18:00,22.5,3.0,100,321,1.1
2021/02/03,19:00,22.5,0.3,100,27,2.5
2021/02/03,20:00,22.5,0.0,100,46,1.2
2021/02/03,21:00,22.5,0.0,100,162,0.5
2021/02/03,22:00,22.5,0.0,100,283,3.4
2021/02/03,23:00,22.4,0.0,100,262,2.9
2021/02/04,00:00,22.2,0.0,100,253,3.2
2021/02/04,01:00,22.1,0.0,100,193,1.1
2021/02/04,02:00,22.1,0.0,100,201,0.1
2021/02/04,03:00,22.1,S/D,100,S/D,S/D
2021/02/04,04:00,S/D,S/D,S/D,S/D,S/D
2021/02/04,09:00,23.5,0.9,100,11,2.7
2021/02/04,10:00,27.0,0.0,84,253,4.5
2021/02/04,11:00,26.7,0.0,85,285,4.5
2021/02/04,12:00,29.7,0.0,72,285,3.0
2021/02/04,13:00,31.8,0.0,65,255,3.5
2021/02/04,14:00,32.4,0.0,59,227,3.1
2021/02/04,15:00,30.9,0.0,66,173,3.2
2021/02/04,16:00,33.3,0.0,59,248,3.5
2021/02/04,17:00,32.1,0.0,62,229,3.2
2021/02/04,18:00,30.2,0.0,73,198,0.1
2021/02/04,19:00,26.7,0.0,93,266,0.0
2021/02/04,20:00,26.0,0.0,99,51,0.6
2021/02/04,21:00,25.1,0.0,100,262,1.2
2021/02/04,22:00,25.0,0.0,99,116,1.1
2021/02/04,23:00,25.2,0.0,99,194,0.6
2021/02/05,00:00,25.0,0.0,100,146,1.4
2021/02/05,01:00,25.0,1.2,100,74,1.6
2021/02/05,02:00,24.6,0.0,99,97,2.0
2021/02/05,03:00,24.0,0.0,99,112,0.9
2021/02/05,04:00,24.1,0.0,98,171,1.0
2021/02/05,05:00,24.0,0.0,95,131,2.1
2021/02/05,06:00,23.8,0.0,97,141,0.4
2021/02/05,07:00,24.4,0.0,95,106,1.4
2021/02/05,08:00,25.2,0.0,91,113,1.5
2021/02/05,09:00,26.6,0.0,88,90,2.8
2021/02/05,10:00,26.9,0.0,85,78,3.8
2021/02/05,11:00,28.7,0.0,81,85,4.3
2021/02/05,12:00,28.2,0.0,84,156,3.4
2021/02/05,13:00,28.2,0.0,80,96,3.3
2021/02/05,14:00,25.5,0.0,83,57,3.2
2021/02/05,15:00,24.3,0.9,93,38,0.6
2021/02/05,16:00,25.5,0.0,92,217,1.8
2021/02/05,17:00,28.5,0.0,79,186,1.3
2021/02/05,18:00,26.2,0.0,90,85,1.7
2021/02/05,19:00,25.0,0.0,98,179,0.8
2021/02/05,20:00,24.5,0.0,100,325,0.5
2021/02/05,21:00,24.2,0.0,100,330,0.1
2021/02/05,22:00,24.3,0.0,100,166,0.4
2021/02/05,23:00,24.4,0.0,100,4,1.8
2021/02/06,01:00,24.0,0.0,100,178,0.3
2021/02/06,02:00,23.9,0.3,100,279,1.1
2021/02/06,03:00,23.7,0.3,100,291,0.4
2021/02/06,04:00,23.7,0.0,100,268,0.6
2021/02/06,05:00,23.7,0.0,100,302,0.6
2021/02/06,06:00,23.8,0.0,100,188,3.2
