Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : IÑAPARI
,Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
,Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
,Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/08/01,00:00,18.4,0.0,99,192,0.0
2020/08/01,01:00,17.8,0.0,99,226,0.0
2020/08/01,02:00,17.4,0.0,100,227,0.8
2020/08/01,03:00,17.0,0.0,100,234,0.4
2020/08/01,04:00,16.6,0.0,100,239,0.0
2020/08/01,05:00,16.5,0.0,100,201,0.4
2020/08/01,06:00,15.9,0.0,100,213,0.0
2020/08/01,07:00,17.7,0.0,100,221,0.0
2020/08/01,08:00,21.9,0.0,87,248,0.7
2020/08/01,09:00,27.8,0.0,70,226,1.1
2020/08/01,10:00,29.9,0.0,55,99,4.4
2020/08/01,11:00,32.0,0.0,49,106,2.6
2020/08/01,12:00,32.8,0.0,45,86,4.9
2020/08/01,13:00,31.8,0.0,44,162,4.3
2020/08/01,14:00,32.9,0.0,43,127,3.7
2020/08/01,15:00,32.7,0.0,40,109,3.3
2020/08/01,16:00,31.8,0.0,44,120,2.3
2020/08/01,17:00,30.2,0.0,52,149,0.8
2020/08/01,18:00,24.5,0.0,78,334,0.0
2020/08/01,19:00,22.1,0.0,89,186,0.0
2020/08/01,20:00,20.8,0.0,93,225,0.5
2020/08/01,21:00,19.9,0.0,95,228,0.8
2020/08/01,22:00,19.1,0.0,97,218,0.6
2020/08/01,23:00,18.5,0.0,98,234,0.0
2020/08/02,00:00,17.7,0.0,99,226,0.2
2020/08/02,01:00,17.3,0.0,99,228,0.0
2020/08/02,02:00,16.8,0.0,99,199,0.4
2020/08/02,03:00,16.2,0.0,100,227,0.4
2020/08/02,04:00,16.2,0.0,100,309,0.0
2020/08/02,05:00,15.5,0.0,100,245,0.8
2020/08/02,06:00,15.3,0.0,100,222,0.5
2020/08/02,07:00,17.3,0.0,100,242,0.1
2020/08/02,08:00,21.5,0.0,86,239,0.8
2020/08/02,09:00,27.3,0.0,68,174,2.2
2020/08/02,10:00,30.8,0.0,52,132,3.1
2020/08/02,11:00,31.6,0.0,49,99,3.0
2020/08/02,12:00,32.0,0.0,47,181,2.9
2020/08/02,13:00,32.9,0.0,40,199,3.7
2020/08/02,14:00,34.7,0.0,42,107,1.9
2020/08/02,15:00,34.0,0.0,40,215,3.1
2020/08/02,16:00,33.7,0.0,39,248,3.2
2020/08/02,17:00,31.6,0.0,50,198,1.9
2020/08/02,18:00,26.1,0.0,72,339,0.4
2020/08/02,19:00,23.4,0.0,84,211,0.5
2020/08/02,20:00,21.8,0.0,92,216,0.6
2020/08/02,21:00,20.8,0.0,96,94,0.2
2020/08/02,22:00,20.2,0.0,97,293,0.5
2020/08/02,23:00,19.5,0.0,98,236,0.0
2020/08/03,00:00,19.1,0.0,98,248,0.3
2020/08/03,01:00,18.8,0.0,99,192,0.2
2020/08/03,02:00,18.2,0.0,99,237,0.0
2020/08/03,03:00,17.8,0.0,100,190,0.0
2020/08/03,04:00,17.7,0.0,100,221,1.3
2020/08/03,05:00,17.3,0.0,100,245,0.2
2020/08/03,06:00,17.1,0.0,100,210,0.7
2020/08/03,07:00,18.8,0.0,100,258,0.0
2020/08/03,08:00,24.4,0.0,79,245,0.8
2020/08/03,09:00,28.3,0.0,68,198,3.0
2020/08/03,10:00,31.8,0.0,53,143,3.2
2020/08/03,11:00,33.0,0.0,48,109,3.8
2020/08/03,12:00,32.9,0.0,44,177,5.5
2020/08/03,13:00,33.6,0.0,40,123,3.8
2020/08/03,14:00,32.4,0.0,43,153,3.4
2020/08/03,15:00,33.7,0.0,39,150,4.0
2020/08/03,16:00,33.8,0.0,39,140,2.2
2020/08/03,17:00,31.5,0.0,47,162,1.8
2020/08/03,18:00,25.9,0.0,70,278,0.0
2020/08/03,19:00,23.2,0.0,83,275,0.2
2020/08/03,20:00,21.5,0.0,91,230,0.0
2020/08/03,21:00,20.6,0.0,94,226,0.0
2020/08/03,22:00,19.8,0.0,96,121,0.0
2020/08/03,23:00,19.1,0.0,97,243,0.2
2020/08/04,00:00,18.5,0.0,99,240,0.5
2020/08/04,01:00,17.9,0.0,99,205,0.4
2020/08/04,02:00,17.4,0.0,99,248,0.1
2020/08/04,03:00,17.2,0.0,100,236,0.3
2020/08/04,04:00,16.8,0.0,100,328,0.0
2020/08/04,05:00,16.3,0.0,100,297,0.1
2020/08/04,06:00,16.2,0.0,100,223,0.5
2020/08/04,07:00,17.9,0.0,100,276,0.7
2020/08/04,08:00,22.5,0.0,82,276,0.7
2020/08/04,09:00,27.0,0.0,67,214,3.5
2020/08/04,10:00,31.0,0.0,53,173,4.2
2020/08/04,11:00,32.5,0.0,48,123,4.5
2020/08/04,12:00,33.1,0.0,45,97,4.9
2020/08/04,13:00,31.9,0.0,43,101,5.0
2020/08/04,14:00,33.3,0.0,41,108,2.8
2020/08/04,15:00,32.7,0.0,45,169,3.8
2020/08/04,16:00,33.3,0.0,43,144,2.0
2020/08/04,17:00,31.5,0.0,49,149,0.7
2020/08/04,18:00,25.8,0.0,74,281,0.1
2020/08/04,19:00,23.4,0.0,86,106,0.4
2020/08/04,20:00,21.9,0.0,93,120,0.2
2020/08/04,21:00,20.8,0.0,94,273,0.5
