Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : IÑAPARI
,Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
,Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
,Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/04/01,00:00,22.6,0.0,100,135,0.2
2021/04/01,01:00,22.4,0.0,100,286,1.0
2021/04/01,02:00,22.8,0.0,100,96,0.2
2021/04/01,03:00,22.9,0.0,100,228,0.7
2021/04/01,04:00,22.9,0.0,100,291,0.6
2021/04/01,05:00,23.1,0.0,100,47,1.6
2021/04/01,06:00,23.1,0.0,100,274,1.0
2021/04/01,07:00,23.5,0.0,100,278,1.4
2021/04/01,08:00,24.7,0.0,99,289,0.4
2021/04/01,09:00,27.9,0.0,81,334,1.7
2021/04/01,10:00,29.3,0.0,74,312,2.2
2021/04/01,11:00,30.8,0.0,67,306,3.3
2021/04/01,12:00,30.8,0.0,65,311,4.9
2021/04/01,13:00,31.5,0.0,67,329,4.2
2021/04/01,14:00,31.1,0.0,66,279,3.5
2021/04/01,15:00,27.7,0.0,81,237,2.5
2021/04/01,16:00,26.6,0.0,87,55,2.8
2021/04/01,17:00,25.9,0.0,88,357,0.6
2021/04/01,18:00,25.0,0.0,94,301,1.2
2021/04/01,19:00,24.3,0.0,99,162,1.9
2021/04/01,20:00,24.1,0.0,100,200,0.0
2021/04/01,21:00,23.7,0.0,100,101,1.3
2021/04/01,22:00,23.4,0.0,100,54,1.0
2021/04/01,23:00,23.2,0.0,100,309,0.2
2021/04/02,00:00,22.9,0.0,100,101,1.3
2021/04/02,01:00,22.5,0.0,100,179,0.8
2021/04/02,02:00,22.7,0.0,100,334,0.1
2021/04/02,03:00,22.9,0.0,100,253,0.1
2021/04/02,04:00,23.0,0.3,100,19,0.3
2021/04/02,05:00,23.0,0.0,100,290,0.0
2021/04/02,06:00,23.2,0.0,100,220,1.5
2021/04/02,07:00,24.2,0.0,100,172,0.8
2021/04/02,08:00,25.5,0.3,96,163,0.7
2021/04/10,15:00,24.5,0.0,91,263,1.9
2021/04/10,16:00,24.5,0.0,93,260,2.3
2021/04/10,17:00,24.7,0.0,93,95,0.3
2021/04/10,18:00,23.1,0.0,100,173,1.7
2021/04/10,19:00,23.0,0.0,100,351,0.5
2021/04/10,20:00,22.2,0.0,100,169,0.1
2021/04/10,21:00,22.0,0.0,100,279,0.6
2021/04/10,22:00,21.8,0.0,100,265,0.1
2021/04/10,23:00,21.6,0.0,100,226,0.0
2021/04/11,00:00,21.5,0.0,100,105,0.1
2021/04/11,01:00,21.7,0.0,100,28,0.0
2021/04/11,02:00,21.5,0.0,100,34,0.8
2021/04/11,03:00,21.4,0.0,100,88,0.2
2021/04/11,04:00,21.2,0.0,100,40,0.0
2021/04/11,05:00,21.0,0.0,100,278,0.0
2021/04/11,06:00,21.0,0.0,100,236,0.1
2021/04/11,07:00,21.9,0.0,100,234,0.2
2021/04/11,08:00,24.2,0.0,97,274,2.5
2021/04/11,09:00,27.7,0.0,79,275,1.8
2021/04/11,10:00,28.7,0.0,79,222,2.0
2021/04/11,11:00,30.8,0.0,74,310,2.0
2021/04/11,12:00,31.7,0.0,69,258,3.7
2021/04/11,13:00,32.0,0.0,67,243,2.8
2021/04/11,14:00,32.8,0.0,59,297,4.5
2021/04/11,15:00,33.6,0.0,60,339,2.5
2021/04/11,16:00,32.6,0.0,62,261,3.8
2021/04/11,17:00,30.5,0.0,72,30,3.3
2021/04/11,18:00,27.2,0.0,91,79,1.3
2021/04/11,19:00,25.6,0.0,97,242,0.1
2021/04/11,20:00,25.0,0.0,100,256,0.0
2021/04/11,21:00,24.5,0.0,100,81,0.5
2021/04/11,22:00,24.5,0.0,100,34,0.4
2021/04/11,23:00,24.5,0.0,100,139,0.1
2021/04/12,00:00,24.4,0.0,100,73,0.5
2021/04/12,01:00,24.2,0.0,100,269,0.7
2021/04/12,02:00,23.8,0.0,100,233,0.1
2021/04/12,03:00,23.5,0.0,100,40,0.0
2021/04/12,04:00,23.3,0.0,100,186,0.6
2021/04/12,05:00,23.4,0.0,100,70,0.8
2021/04/12,06:00,23.4,0.0,100,227,0.0
2021/04/12,07:00,24.0,0.0,100,140,0.7
2021/04/12,08:00,25.5,0.0,98,77,2.4
2021/04/12,09:00,25.4,0.0,94,59,6.0
2021/04/12,10:00,24.7,0.0,96,47,4.0
2021/04/12,11:00,28.7,0.0,76,222,2.1
2021/04/12,12:00,29.0,0.0,75,152,2.2
2021/04/12,13:00,27.5,0.0,85,193,6.4
2021/04/12,14:00,30.3,0.0,71,176,3.0
2021/04/12,15:00,28.1,0.0,82,147,1.9
2021/04/12,16:00,28.3,0.3,81,175,2.7
2021/04/12,17:00,26.6,0.0,87,174,3.9
2021/04/12,18:00,23.7,0.9,99,108,3.5
2021/04/12,19:00,23.5,0.0,99,171,0.1
2021/04/12,20:00,23.4,0.0,100,185,2.0
2021/04/12,21:00,23.4,0.3,100,186,1.3
2021/04/12,22:00,23.3,0.0,100,155,1.2
2021/04/12,23:00,23.2,0.0,100,182,2.7
2021/04/13,00:00,22.7,0.0,100,165,1.8
2021/04/13,01:00,22.1,0.0,100,136,1.0
2021/04/13,02:00,21.7,0.0,100,162,2.4
2021/04/13,03:00,21.5,0.0,100,172,1.7
