Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : CONTAMANA
,Departamento :,LORETO,Provincia :,UCAYALI,Distrito :,CONTAMANA
,Latitud :,7°21'6.46'',Longitud :,75°0'39.06'',Altitud :,134 msnm.
,Tipo :,HLM - Hidrológica,Código :,251102
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-08-01,3.65,3.68,3.71,3.76
2023-08-02,3.92,4.00,4.10,4.22
2023-08-03,4.44,4.48,4.52,4.58
2023-08-04,4.66,4.67,4.68,4.68
2023-08-05,4.71,4.68,4.64,4.60
2023-08-06,4.57,4.53,4.48,4.42
2023-08-07,4.34,4.30,4.25,4.20
2023-08-08,4.11,4.06,4.02,3.98
2023-08-09,3.92,3.89,3.86,3.82
2023-08-10,3.74,3.70,3.68,3.66
2023-08-11,3.62,3.60,3.58,3.57
2023-08-12,3.54,3.54,3.53,3.53
2023-08-13,3.51,3.51,3.50,3.50
2023-08-14,3.49,3.49,3.48,3.54
2023-08-15,3.65,3.74,3.85,3.93
2023-08-16,4.28,4.32,4.35,4.42
2023-08-17,4.53,4.55,4.57,4.60
2023-08-18,4.64,4.66,4.68,4.70
2023-08-19,4.73,4.72,4.71,4.70
2023-08-20,4.67,4.66,4.60,4.56
2023-08-21,4.48,4.42,4.35,4.31
2023-08-22,4.26,4.21,4.16,4.10
2023-08-23,4.03,3.98,3.94,3.88
2023-08-24,3.82,3.80,3.76,3.70
2023-08-25,3.64,3.61,3.59,3.56
2023-08-26,3.50,3.48,3.46,3.44
2023-08-27,3.40,3.38,3.38,3.33
2023-08-28,3.30,3.29,3.28,3.27
2023-08-29,3.25,3.25,3.24,3.24
2023-08-30,3.23,3.23,3.24,3.25
2023-08-31,3.27,3.28,3.29,3.30
