AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2026-01-01,14.10,14.08,14.06,14.05,14.07
2026-01-02,14.00,14.00,14.00,14.00,14.00
2026-01-03,14.00,14.00,14.01,14.01,14.01
