AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-08-01,6.59,6.57,6.53,6.54,6.56
2020-08-02,6.49,6.46,6.43,6.42,6.45
2020-08-03,6.32,6.29,6.25,6.22,6.27
2020-08-04,6.13,6.08,6.05,6.02,6.07
2020-08-05,5.98,5.96,5.95,5.94,5.96
2020-08-06,5.90,5.90,5.88,5.87,5.89
2020-08-07,5.78,5.76,5.74,5.72,5.75
2020-08-08,5.62,5.56,5.52,5.49,5.55
2020-08-09,5.29,5.25,5.21,5.19,5.24
2020-08-10,5.00,4.98,4.93,4.90,4.95
2020-08-11,4.75,4.66,4.57,4.55,4.63
2020-08-12,4.35,4.29,4.23,4.17,4.26
2020-08-13,4.07,4.02,4.01,3.97,4.02
2020-08-14,3.86,3.83,3.81,3.79,3.82
2020-08-15,3.69,3.64,3.61,3.59,3.63
2020-08-16,3.49,3.46,3.42,3.37,3.44
2020-08-17,3.27,3.25,3.22,3.19,3.23
2020-08-18,3.19,3.19,3.19,3.19,3.19
2020-08-19,3.30,3.35,3.41,3.45,3.38
2020-08-20,3.67,3.72,3.76,3.80,3.74
2020-08-21,3.78,3.75,3.71,3.68,3.73
2020-08-22,3.53,3.47,3.43,3.40,3.46
2020-08-23,3.29,3.30,3.32,3.33,3.31
2020-08-24,3.20,3.20,3.19,3.17,3.19
2020-08-25,3.15,3.14,3.12,3.11,3.13
2020-08-26,3.18,3.22,3.26,3.31,3.24
2020-08-27,3.64,3.70,3.77,3.88,3.75
2020-08-28,4.05,4.06,4.09,4.10,4.08
2020-08-29,4.04,4.00,3.95,3.90,3.97
2020-08-30,3.80,3.75,3.70,3.65,3.73
2020-08-31,3.48,3.40,3.36,3.31,3.39
