AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-05-01,S/D,S/D,S/D,S/D
2023-05-02,32.4,23.4,93.8,22.3
2023-05-03,32.2,22.4,95.6,0.0
2023-05-04,32.4,23.2,96.9,0.0
2023-05-05,30.8,23.8,95.9,8.1
2023-05-06,30,23,95.8,S/D
2023-05-07,S/D,S/D,S/D,S/D
2023-05-08,29.2,23.2,97.9,33.9
2023-05-09,25.8,23,S/D,17.5
2023-05-10,30.2,S/D,S/D,0.0
2023-05-11,30.8,22.6,96.5,0.0
2023-05-12,30.2,23,96.0,15.2
2023-05-13,30.6,22.6,97.0,S/D
2023-05-14,S/D,S/D,S/D,S/D
2023-05-15,32.2,23,94.8,5.8
2023-05-16,30.4,22.8,96.4,1.6
2023-05-17,33.2,23,94.9,0.0
2023-05-18,33.6,23.4,95.8,0.0
2023-05-19,31.4,23.8,94.6,6.4
2023-05-20,32.6,23.6,97.1,S/D
2023-05-21,S/D,S/D,S/D,S/D
2023-05-22,33.8,23.8,94.9,8.6
2023-05-23,30.6,23.4,98.4,33.9
2023-05-24,29.8,23,S/D,0.0
2023-05-25,32.2,23.2,95.6,3.7
2023-05-26,32.4,22.6,96.1,0.0
2023-05-27,30.6,23.4,97.0,S/D
2023-05-28,S/D,S/D,S/D,S/D
2023-05-29,33.4,23.2,93.6,2.1
2023-05-30,31.2,22.8,96.9,4.5
2023-05-31,31.2,23.4,93.8,3.6
