AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-06-01,30.6,22.6,97.4,28.6
2023-06-02,27.6,22.2,96.9,2.1
2023-06-03,30.4,22.8,97.4,S/D
2023-06-04,S/D,S/D,S/D,S/D
2023-06-05,30.4,23,97.8,13.2
2023-06-06,29.8,22.6,98.4,9.6
2023-06-07,31,22.4,97.0,4.8
2023-06-08,31.6,22.2,95.6,0.0
2023-06-09,32.2,23.6,94.3,4.8
2023-06-10,S/D,23.4,S/D,S/D
2023-06-11,S/D,S/D,S/D,S/D
2023-06-12,31.6,23.2,96.6,0.0
2023-06-13,31.8,23,94.7,15.4
2023-06-14,26,S/D,96.5,0.0
2023-06-15,19.2,15,97.4,0.0
2023-06-16,27,17.2,96.1,0.0
2023-06-17,27.4,19.6,96.8,S/D
2023-06-18,S/D,S/D,S/D,S/D
2023-06-19,31.6,21.4,97.4,0.0
2023-06-20,31.8,22.4,92.5,0.0
2023-06-21,31.4,22.8,96.9,9.5
2023-06-22,32.6,22.2,96.2,0.0
2023-06-23,31.6,22.8,93.8,1.7
2023-06-24,31.8,22.6,94.7,S/D
2023-06-25,S/D,S/D,S/D,S/D
2023-06-26,30.8,23,95.9,11.7
2023-06-27,31.6,22.6,98.4,1.2
2023-06-28,31,22.2,97.4,S/D
2023-06-29,S/D,S/D,S/D,S/D
2023-06-30,31.6,21.8,S/D,0.0
