AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/04/01,00:00,24.2,0.4,98,146,0.3
2023/04/01,01:00,23.8,1.6,99,56,0.1
2023/04/01,02:00,23.5,2.0,100,292,0.0
2023/04/01,03:00,23.4,1.2,100,296,0.0
2023/04/01,04:00,23.3,0.2,100,291,0.0
2023/04/01,05:00,23.2,0.0,100,281,0.0
2023/04/01,06:00,23.3,0.2,100,251,0.0
2023/04/01,07:00,23.3,0.0,100,274,0.0
2023/04/01,08:00,23.3,0.2,100,274,0.0
2023/04/01,09:00,23.9,0.2,100,248,0.0
2023/04/01,10:00,24.2,0.2,99,242,0.0
2023/04/01,11:00,24.6,0.2,99,299,0.1
2023/04/01,12:00,25.0,0.0,97,216,0.1
2023/04/01,13:00,25.9,0.0,92,208,0.0
2023/04/01,14:00,26.8,0.0,90,296,0.5
2023/04/01,15:00,28.3,0.0,85,196,0.0
2023/04/01,16:00,28.6,0.0,85,275,0.3
2023/04/01,17:00,29.4,0.0,82,291,0.1
2023/04/01,18:00,28.2,0.0,91,294,0.0
2023/04/01,19:00,26.1,0.0,92,243,0.3
2023/04/01,20:00,24.2,0.0,96,80,0.0
2023/04/01,21:00,23.6,0.0,98,311,0.0
2023/04/01,22:00,23.3,0.0,99,333,0.0
2023/04/01,23:00,23.1,0.0,99,45,0.0
2023/04/02,00:00,23.0,0.0,100,48,0.0
2023/04/02,01:00,22.8,0.0,100,18,0.0
2023/04/02,02:00,22.7,0.0,100,326,0.0
2023/04/02,03:00,22.7,0.0,100,326,0.0
2023/04/02,04:00,22.5,0.0,100,299,0.0
2023/04/02,05:00,22.5,0.0,100,297,0.0
2023/04/02,06:00,22.4,0.0,100,298,0.0
2023/04/02,07:00,22.1,0.0,100,297,0.0
2023/04/02,08:00,22.3,0.0,100,98,0.0
2023/04/02,09:00,23.2,0.0,99,161,0.2
2023/04/02,10:00,24.6,0.0,91,236,0.1
2023/04/02,11:00,27.1,0.0,87,300,0.2
2023/04/02,12:00,28.3,0.0,83,269,0.0
2023/04/02,13:00,29.5,0.0,80,186,0.1
2023/04/02,14:00,28.6,0.2,88,94,0.3
2023/04/02,15:00,27.8,0.2,90,170,0.3
2023/04/02,16:00,27.5,0.0,89,216,0.0
2023/04/02,17:00,30.4,0.0,81,281,0.0
2023/04/02,18:00,29.0,0.0,90,42,0.0
2023/04/02,19:00,26.8,0.0,96,334,0.0
2023/04/02,20:00,25.9,0.0,98,84,0.6
2023/04/02,21:00,25.0,0.0,98,80,0.0
