AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2026-01-01,32,23.6,89.5,16.7
2026-01-02,33,23.2,88.8,0.0
2026-01-03,33.4,22.8,87.2,-999.0
2026-01-04,S/D,S/D,S/D,S/D
2026-01-05,30.8,24,90.4,6.8
2026-01-06,31,22.6,88.6,3.0
2026-01-07,33.8,22.8,84.7,0.0
2026-01-08,33.4,24.8,93.3,75.6
2026-01-09,27.2,23.6,91.8,10.2
2026-01-10,31.4,22.4,89.7,-999.0
2026-01-11,S/D,S/D,S/D,S/D
2026-01-12,28.8,23,94.8,9.6
2026-01-13,31.8,23.4,86.6,10.4
2026-01-14,30.2,22.6,86.1,0.0
2026-01-15,31.2,22.4,86.6,39.5
2026-01-16,28.2,22,92.8,7.7
2026-01-17,31.2,22.4,86.8,-999.0
2026-01-18,S/D,S/D,S/D,S/D
2026-01-19,29.4,23,90.3,8.6
2026-01-20,32.4,24,83.6,0.0
2026-01-21,29.4,23,93.8,0.0
2026-01-22,32.4,23.8,85.0,8.4
2026-01-23,29.2,23.4,93.5,0.0
2026-01-24,33.6,23.6,84.2,-999.0
2026-01-25,S/D,S/D,S/D,S/D
2026-01-26,33.6,23,88.8,0.0
2026-01-27,32,23.4,88.3,8.2
2026-01-28,31.2,22.2,91.0,22.6
2026-01-29,26,22,93.5,S/D
2026-01-30,31,S/D,S/D,0.0
2026-01-31,32.4,23.4,89.2,S/D
