Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CRUZ
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
,Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
,Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-05-01,7.33,7.36,7.39,7.42
2019-05-02,7.49,7.51,7.52,7.53
2019-05-03,7.55,7.56,7.57,7.58
2019-05-04,7.59,7.61,7.63,7.64
2019-05-05,7.65,7.61,7.67,7.67
2019-05-06,7.70,7.78,7.71,7.72
2019-05-07,7.74,7.74,7.74,7.74
2019-05-08,7.73,7.73,7.72,7.72
2019-05-09,7.71,7.71,7.70,7.70
2019-05-10,7.72,7.72,7.73,7.73
2019-05-11,7.73,7.73,7.74,7.74
2019-05-12,7.74,7.75,7.76,7.77
2019-05-13,7.80,7.82,7.83,7.84
2019-05-14,7.87,7.89,7.91,7.92
2019-05-15,7.97,7.87,8.01,8.01
2019-05-16,8.05,8.08,8.10,8.11
2019-05-17,8.15,8.17,8.18,8.19
2019-05-18,8.22,8.23,8.24,8.25
2019-05-19,8.28,8.29,8.30,8.31
2019-05-20,8.35,8.37,8.39,8.40
2019-05-21,8.43,8.44,8.46,8.47
2019-05-22,8.51,8.52,8.53,8.54
2019-05-23,8.58,8.59,8.60,8.62
2019-05-24,8.65,8.67,8.68,8.69
2019-05-25,8.73,8.75,8.76,8.77
2019-05-26,8.83,8.86,8.88,8.89
2019-05-27,8.95,8.96,8.98,8.99
2019-05-28,9.03,9.05,9.07,9.08
2019-05-29,9.11,9.12,9.13,9.14
2019-05-30,9.17,9.18,9.19,9.19
2019-05-31,9.21,9.21,9.22,9.22
