Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CRUZ
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
,Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
,Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-03-01,6.59,6.58,6.56,6.54
2019-03-02,6.50,6.49,6.48,6.46
2019-03-03,6.45,6.44,6.43,6.42
2019-03-04,6.36,6.34,6.30,6.26
2019-03-05,6.12,6.10,6.03,6.92
2019-03-06,5.76,5.74,5.67,5.60
2019-03-07,5.76,5.74,5.67,5.61
2019-03-08,5.37,5.35,5.33,5.31
2019-03-09,5.26,5.24,5.22,5.20
2019-03-10,5.26,5.27,5.28,5.29
2019-03-11,5.40,5.44,5.48,5.50
2019-03-12,5.72,5.76,5.80,5.82
2019-03-13,5.93,5.98,6.06,6.07
2019-03-14,6.17,6.19,6.21,6.23
2019-03-15,6.37,6.39,6.41,6.42
2019-03-16,6.47,6.50,6.53,6.55
2019-03-17,6.69,6.75,6.82,6.83
2019-03-18,6.91,6.91,6.92,6.92
2019-03-19,6.91,6.91,6.90,6.89
2019-03-20,6.93,6.93,6.94,6.94
2019-03-21,6.95,6.95,6.95,6.95
2019-03-22,6.96,6.96,6.97,6.97
2019-03-23,6.98,6.98,6.99,6.99
2019-03-24,6.99,6.99,7.01,7.01
2019-03-25,7.06,7.08,7.10,7.11
2019-03-26,7.15,7.17,7.19,7.20
2019-03-27,7.24,7.25,7.26,7.27
2019-03-28,7.32,7.34,7.35,7.36
2019-03-29,7.41,7.42,7.43,7.44
2019-03-30,7.45,7.44,7.43,7.42
2019-03-31,7.39,7.45,7.44,7.38
