AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-10-01,S/D,S/D,S/D,S/D
2023-10-02,35.8,22.8,83.4,0.0
2023-10-03,37.4,24.6,84.0,0.0
2023-10-04,37.6,24.8,84.5,0.0
2023-10-05,37.6,25.6,82.4,0.0
2023-10-06,36.8,22.2,86.2,0.0
2023-10-07,37.8,25,84.5,S/D
2023-10-08,S/D,S/D,S/D,S/D
2023-10-09,35.4,22,93.8,0.0
2023-10-10,36.4,24,86.9,0.0
2023-10-11,36.4,23,86.4,0.0
2023-10-12,36.6,23.8,86.6,0.0
2023-10-13,36.8,S/D,87.7,14.8
2023-10-14,33.4,23.6,86.3,S/D
2023-10-15,S/D,S/D,S/D,S/D
2023-10-16,35.2,22.4,85.5,0.0
2023-10-17,35.4,23.4,89.3,0.0
2023-10-18,36.6,24,87.6,0.0
2023-10-19,35.6,22.8,85.9,0.0
2023-10-20,31.4,23.6,92.0,0.0
2023-10-21,35.8,23,87.6,S/D
2023-10-22,S/D,S/D,S/D,S/D
2023-10-23,36.2,23.4,87.4,0.0
2023-10-24,37.8,24.2,81.7,0.0
2023-10-25,37.2,24,81.0,0.0
2023-10-26,35.2,23,86.4,0.0
2023-10-27,36.6,23.4,87.1,0.0
2023-10-28,35.8,23.6,88.2,S/D
2023-10-29,S/D,S/D,S/D,S/D
2023-10-30,33.6,23.4,89.8,0.0
2023-10-31,34.6,24,88.3,14.4
