Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BRETAÑA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,PUINAHUA
,Latitud :,5°15'56.43'',Longitud :,74°21'22.98'',Altitud :,105 msnm.
,Tipo :,PE - Meteorológica,Código :,105090
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-10-01,S/D,S/D,92.0,3.4
2019-10-02,S/D,S/D,84.7,0.0
2019-10-03,S/D,S/D,83.8,0.0
2019-10-04,S/D,S/D,81.1,0.0
2019-10-05,S/D,S/D,82.7,0.0
2019-10-06,S/D,S/D,85.6,0.0
2019-10-07,S/D,S/D,88.1,67.0
2019-10-08,S/D,S/D,84.3,0.0
2019-10-09,S/D,S/D,84.5,0.0
2019-10-10,S/D,S/D,83.1,0.0
2019-10-11,S/D,S/D,81.2,0.0
2019-10-12,S/D,S/D,85.6,29.4
2019-10-13,S/D,S/D,83.6,22.8
2019-10-14,S/D,S/D,87.2,0.0
2019-10-15,S/D,S/D,87.5,0.0
2019-10-16,S/D,S/D,82.6,0.0
2019-10-17,S/D,S/D,85.7,13.4
2019-10-18,S/D,S/D,83.9,0.0
2019-10-19,S/D,S/D,89.8,71.6
2019-10-20,S/D,S/D,89.7,2.4
2019-10-21,S/D,S/D,85.7,0.0
2019-10-22,S/D,S/D,88.9,0.0
2019-10-23,S/D,S/D,86.7,43.1
2019-10-24,S/D,S/D,86.5,0.0
2019-10-25,S/D,S/D,85.3,0.0
2019-10-26,S/D,S/D,88.4,6.2
2019-10-27,S/D,S/D,88.7,10.5
2019-10-28,S/D,S/D,85.2,0.0
2019-10-29,S/D,S/D,84.9,0.0
2019-10-30,S/D,S/D,88.2,0.0
2019-10-31,S/D,S/D,82.9,0.0
