Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BRETAÑA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,PUINAHUA
,Latitud :,5°15'56.43'',Longitud :,74°21'22.98'',Altitud :,105 msnm.
,Tipo :,PE - Meteorológica,Código :,105090
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-12-01,S/D,S/D,87.0,34.8
2019-12-02,S/D,S/D,87.1,0.0
2019-12-03,S/D,S/D,84.4,55.0
2019-12-04,S/D,S/D,87.7,10.8
2019-12-05,S/D,S/D,90.7,46.8
2019-12-06,S/D,S/D,86.4,0.0
2019-12-07,S/D,S/D,85.3,28.6
2019-12-08,S/D,S/D,87.9,0.0
2019-12-09,S/D,S/D,90.1,32.4
2019-12-10,S/D,S/D,89.5,0.0
2019-12-11,S/D,S/D,90.1,0.0
2019-12-12,S/D,S/D,87.9,2.0
2019-12-13,S/D,S/D,85.6,10.5
2019-12-14,S/D,S/D,90.5,42.0
2019-12-15,S/D,S/D,87.5,0.0
2019-12-16,S/D,S/D,89.0,0.0
2019-12-17,S/D,S/D,86.1,83.6
2019-12-18,S/D,S/D,88.8,21.0
2019-12-19,S/D,S/D,93.6,26.6
2019-12-20,S/D,S/D,91.2,47.2
2019-12-21,S/D,S/D,87.6,0.0
2019-12-22,S/D,S/D,91.8,0.0
2019-12-23,S/D,S/D,89.7,13.4
2019-12-24,S/D,S/D,88.2,0.0
2019-12-25,S/D,S/D,85.1,0.0
2019-12-26,S/D,S/D,85.9,0.0
2019-12-27,S/D,S/D,91.8,22.6
2019-12-28,S/D,S/D,90.0,29.2
2019-12-29,S/D,S/D,86.8,10.2
2019-12-30,S/D,S/D,88.8,2.4
2019-12-31,S/D,S/D,86.8,0.0
