Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BRETAÑA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,PUINAHUA
,Latitud :,5°15'56.43'',Longitud :,74°21'22.98'',Altitud :,105 msnm.
,Tipo :,PE - Meteorológica,Código :,105090
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-08-01,S/D,S/D,84.6,0.0
2019-08-02,S/D,S/D,S/D,0.0
2019-08-03,S/D,S/D,84.4,0.0
2019-08-04,S/D,S/D,63.5,0.0
2019-08-05,S/D,S/D,77.2,0.0
2019-08-06,S/D,S/D,80.4,0.0
2019-08-07,S/D,S/D,84.1,0.0
2019-08-08,S/D,S/D,70.8,0.0
2019-08-09,S/D,S/D,74.8,0.0
2019-08-10,S/D,S/D,81.6,0.0
2019-08-11,S/D,S/D,85.3,8.3
2019-08-12,S/D,S/D,82.9,0.0
2019-08-13,S/D,S/D,80.2,0.0
2019-08-14,S/D,S/D,85.5,12.5
2019-08-15,S/D,S/D,77.7,0.0
2019-08-16,S/D,S/D,83.4,0.0
2019-08-17,S/D,S/D,86.5,0.0
2019-08-18,S/D,S/D,80.7,0.0
2019-08-19,S/D,S/D,79.1,0.0
2019-08-20,S/D,S/D,79.4,18.2
2019-08-21,S/D,S/D,83.2,0.0
2019-08-22,S/D,S/D,84.1,0.0
2019-08-23,S/D,S/D,83.6,17.2
2019-08-24,S/D,S/D,82.6,0.0
2019-08-25,S/D,S/D,81.2,0.0
2019-08-26,S/D,S/D,83.8,6.4
2019-08-27,S/D,S/D,87.4,2.4
2019-08-28,S/D,S/D,86.3,32.4
2019-08-29,S/D,S/D,85.3,0.0
2019-08-30,S/D,S/D,77.3,0.0
2019-08-31,S/D,S/D,76.7,0.0
