AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/05/01,00:00,25.2,0.0,95,89,0.6
2024/05/01,01:00,25.1,0.0,95,134,0.2
2024/05/01,02:00,25.0,0.0,96,210,0.2
2024/05/01,03:00,24.9,0.0,96,224,0.0
2024/05/01,04:00,24.8,0.0,97,S/D,0.0
2024/05/01,05:00,24.7,0.0,97,S/D,0.0
2024/05/01,06:00,24.6,0.0,97,S/D,0.0
2024/05/01,07:00,24.8,0.0,97,48,1.0
2024/05/01,08:00,25.8,0.0,96,30,0.9
2024/05/01,09:00,26.1,0.0,94,38,2.3
2024/05/01,10:00,26.6,0.0,91,40,1.9
2024/05/01,11:00,27.3,0.0,88,40,2.0
2024/05/01,12:00,28.7,0.0,84,35,1.9
2024/05/01,13:00,30.0,0.0,80,25,1.4
2024/05/01,14:00,30.5,0.0,78,328,1.5
2024/05/01,15:00,29.4,0.0,79,317,1.8
2024/05/01,16:00,26.5,2.9,86,315,2.1
2024/05/01,17:00,25.3,0.2,90,275,1.2
2024/05/01,18:00,24.9,0.0,92,210,0.2
2024/05/01,19:00,24.7,0.0,93,190,0.1
2024/05/01,20:00,24.5,0.0,94,200,0.3
2024/05/01,21:00,24.3,0.0,95,S/D,0.0
2024/05/01,22:00,24.1,0.0,95,S/D,0.0
2024/05/01,23:00,24.0,0.0,96,S/D,0.0
2024/05/02,00:00,24.1,0.0,96,S/D,0.0
2024/05/02,01:00,24.4,0.0,97,S/D,0.0
2024/05/02,02:00,24.4,0.0,97,203,0.0
2024/05/02,03:00,24.4,1.1,97,226,0.1
2024/05/02,04:00,24.5,0.1,98,209,0.7
2024/05/02,05:00,24.3,0.0,98,173,0.7
2024/05/02,06:00,23.9,1.5,98,188,0.5
2024/05/02,07:00,24.0,0.2,98,294,0.7
2024/05/02,08:00,24.7,0.0,97,210,0.1
2024/05/02,09:00,25.8,0.0,94,294,0.5
2024/05/02,10:00,27.2,0.0,90,313,0.7
2024/05/02,11:00,28.8,0.0,85,319,0.8
2024/05/02,12:00,30.3,0.0,79,333,0.3
2024/05/02,13:00,30.8,0.6,77,288,0.9
2024/05/02,14:00,29.0,0.0,83,232,1.4
2024/05/02,15:00,28.5,0.0,83,22,1.7
2024/05/02,16:00,27.3,0.0,85,310,1.1
2024/05/02,17:00,27.9,0.0,84,47,1.0
2024/05/02,18:00,27.8,0.0,83,99,0.4
2024/05/02,19:00,26.6,0.0,88,S/D,0.0
2024/05/02,20:00,26.1,0.0,91,106,0.0
2024/05/02,21:00,26.2,0.0,92,121,0.0
2024/05/02,22:00,26.0,0.0,93,S/D,0.0
2024/05/02,23:00,25.4,0.0,94,S/D,0.0
2024/05/03,00:00,25.1,0.0,95,S/D,0.0
2024/05/03,01:00,25.0,0.0,95,S/D,0.0
2024/05/03,02:00,25.0,0.0,96,115,0.0
2024/05/03,03:00,25.0,0.0,96,50,0.0
2024/05/03,04:00,25.0,0.0,96,123,0.0
2024/05/03,05:00,25.0,0.0,97,100,0.0
2024/05/03,06:00,24.8,0.0,97,S/D,0.0
2024/05/03,07:00,24.9,0.0,97,95,0.0
2024/05/03,08:00,25.6,0.0,96,103,0.4
2024/05/03,09:00,27.0,0.0,93,64,0.6
2024/05/03,10:00,28.4,0.0,88,36,0.8
2024/05/03,11:00,29.8,0.0,84,42,1.0
2024/05/03,12:00,30.7,0.0,80,35,0.5
2024/05/03,13:00,29.1,2.1,81,345,2.1
2024/05/03,14:00,25.8,0.4,88,313,1.7
2024/05/03,15:00,26.1,0.0,90,262,1.3
2024/05/03,16:00,27.7,0.0,89,278,1.0
2024/05/03,17:00,28.1,0.0,88,265,0.6
2024/05/03,18:00,27.7,0.0,89,276,0.3
2024/05/03,19:00,27.0,0.0,91,211,0.2
2024/05/03,20:00,26.3,0.0,93,235,0.5
2024/05/03,21:00,25.9,0.0,94,167,0.3
2024/05/03,22:00,25.7,0.0,94,145,0.8
2024/05/03,23:00,25.7,0.0,95,127,1.6
2024/05/04,00:00,25.6,0.0,96,109,1.0
2024/05/04,01:00,25.3,0.0,96,84,0.4
2024/05/04,02:00,25.2,0.0,96,257,0.1
2024/05/04,03:00,25.3,0.0,97,226,0.2
2024/05/04,04:00,25.1,0.1,97,223,0.4
2024/05/04,05:00,25.0,0.0,98,221,0.4
2024/05/04,06:00,24.9,0.0,98,244,0.4
2024/05/04,07:00,24.9,0.0,98,268,0.4
2024/05/04,08:00,25.2,0.0,97,284,0.1
2024/05/04,09:00,25.8,0.0,95,32,0.0
2024/05/04,10:00,26.6,0.0,94,14,0.4
2024/05/04,11:00,27.8,0.0,90,292,0.9
2024/05/04,12:00,27.6,3.7,90,260,0.9
2024/05/04,13:00,26.3,5.4,95,251,0.9
2024/05/04,14:00,24.8,2.3,96,258,1.9
2024/05/04,15:00,24.5,5.3,96,236,1.0
2024/05/04,16:00,25.2,0.0,96,189,0.3
2024/05/04,17:00,25.6,0.0,95,183,0.1
2024/05/04,18:00,25.5,0.3,96,50,1.0
