AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2026/03/01,00:00,24.4,0.0,95,S/D,0.0
2026/03/01,01:00,24.0,0.0,95,S/D,0.0
2026/03/01,02:00,23.6,0.0,96,204,0.2
2026/03/01,03:00,23.2,0.0,96,203,0.2
2026/03/01,04:00,23.0,0.0,97,S/D,0.0
2026/03/01,05:00,22.7,0.0,97,S/D,0.0
2026/03/01,06:00,22.6,0.0,97,S/D,0.0
2026/03/01,07:00,23.0,0.0,97,352,0.3
2026/03/01,08:00,24.7,0.0,96,10,0.2
2026/03/01,09:00,26.0,0.0,92,37,0.7
2026/03/01,10:00,28.0,0.0,84,31,1.5
2026/03/01,11:00,30.1,0.0,74,27,1.8
2026/03/01,12:00,31.3,0.0,63,30,2.7
2026/03/01,13:00,32.2,0.0,57,27,2.6
2026/03/01,14:00,32.9,0.0,54,37,2.7
2026/03/01,15:00,33.0,0.0,53,37,2.4
2026/03/01,16:00,32.9,0.0,54,34,2.2
2026/03/01,17:00,32.3,0.0,57,35,2.1
2026/03/01,18:00,31.5,0.0,62,50,0.8
2026/03/01,19:00,28.7,0.0,79,55,0.0
2026/03/01,20:00,S/D,S/D,S/D,S/D,S/D
2026/03/01,21:00,26.1,0.0,89,188,0.0
2026/03/01,22:00,25.6,0.0,92,286,0.1
2026/03/01,23:00,25.0,0.0,93,S/D,0.0
2026/03/02,00:00,24.6,0.0,94,S/D,0.0
2026/03/02,01:00,24.1,0.0,95,177,0.0
2026/03/02,02:00,23.7,0.0,95,153,0.0
2026/03/02,03:00,23.2,0.0,96,177,0.0
2026/03/02,04:00,22.9,0.0,97,215,0.3
2026/03/02,05:00,22.7,0.0,97,186,0.2
2026/03/02,06:00,22.6,0.0,97,322,0.0
2026/03/02,07:00,23.2,0.0,97,332,0.3
2026/03/02,08:00,25.0,0.0,95,260,0.0
2026/03/02,09:00,26.3,0.0,91,310,0.7
2026/03/02,10:00,28.1,0.0,86,291,1.0
2026/03/02,11:00,29.6,0.0,79,298,0.8
