AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/12/01,00:00,24.1,0.0,98,S/D,0.0
2024/12/01,01:00,24.0,0.0,99,S/D,0.0
2024/12/01,02:00,23.4,0.0,99,S/D,0.0
2024/12/01,03:00,23.0,0.0,99,S/D,0.0
2024/12/01,04:00,22.7,0.0,99,S/D,0.0
2024/12/01,05:00,22.4,0.0,99,S/D,0.0
2024/12/01,06:00,22.2,0.1,99,S/D,0.0
2024/12/01,07:00,23.3,0.0,97,S/D,0.0
2024/12/01,08:00,25.9,0.0,87,S/D,0.0
2024/12/01,09:00,27.0,0.0,81,S/D,0.0
2024/12/01,10:00,28.3,0.0,76,324,0.0
2024/12/01,11:00,29.8,0.0,70,307,0.1
2024/12/01,12:00,30.8,0.0,66,311,0.0
2024/12/01,13:00,31.0,0.0,67,314,0.4
2024/12/01,14:00,26.0,3.4,85,312,2.7
2024/12/01,15:00,23.8,6.0,98,181,3.4
2024/12/01,16:00,24.9,0.1,94,161,0.9
2024/12/01,17:00,25.8,0.0,92,175,0.2
2024/12/01,18:00,25.4,0.0,94,168,0.0
2024/12/01,19:00,24.6,0.0,98,S/D,0.0
2024/12/01,20:00,24.4,0.0,98,112,0.0
2024/12/01,22:00,23.6,0.0,97,66,0.0
2024/12/01,23:00,23.5,0.0,98,S/D,0.0
2024/12/02,00:00,23.6,0.0,99,95,0.1
2024/12/02,01:00,23.3,0.0,99,S/D,0.0
2024/12/02,02:00,23.5,0.0,98,50,0.5
2024/12/02,03:00,23.9,0.0,96,18,0.5
2024/12/02,04:00,23.6,0.0,97,348,0.2
2024/12/02,05:00,23.3,0.0,97,71,0.2
2024/12/02,06:00,23.0,0.0,98,82,0.0
2024/12/02,07:00,22.9,0.0,99,204,0.0
2024/12/02,08:00,24.3,0.0,95,S/D,0.0
2024/12/02,09:00,25.3,0.0,92,44,0.1
2024/12/02,10:00,28.0,0.0,82,28,1.2
2024/12/02,11:00,29.9,0.0,75,31,1.8
2024/12/02,12:00,31.1,0.0,68,41,2.9
2024/12/02,13:00,28.5,6.1,78,69,2.5
2024/12/02,14:00,28.4,0.0,83,230,0.3
