AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/01/01,00:00,24.3,0.0,98,S/D,0.0
2025/01/01,01:00,24.2,0.0,98,S/D,0.0
2025/01/01,02:00,23.9,0.0,99,S/D,0.0
2025/01/01,03:00,23.7,0.0,99,S/D,0.0
2025/01/01,04:00,23.6,0.0,99,S/D,0.0
2025/01/01,05:00,23.4,0.0,99,S/D,0.0
2025/01/01,06:00,23.2,0.0,99,S/D,0.0
2025/01/01,07:00,23.4,0.0,99,S/D,0.0
2025/01/01,08:00,24.4,0.0,96,277,0.0
2025/01/01,09:00,25.7,0.0,91,296,0.2
2025/01/01,10:00,25.4,0.0,90,117,1.1
2025/01/01,11:00,24.4,0.0,93,166,0.5
2025/01/01,12:00,25.4,0.0,92,187,0.3
2025/01/01,13:00,25.8,0.0,92,178,0.9
2025/01/01,14:00,27.1,0.0,86,188,0.7
2025/01/01,15:00,27.1,0.0,79,327,2.3
2025/01/01,16:00,27.1,0.0,76,281,0.4
2025/01/01,17:00,27.0,0.0,78,285,0.2
2025/01/01,18:00,26.8,0.0,81,170,0.2
2025/01/01,19:00,25.9,0.0,90,189,0.1
2025/01/01,20:00,25.1,0.0,94,160,0.1
2025/01/01,21:00,24.6,0.0,93,110,1.4
2025/01/01,22:00,24.1,0.0,93,109,0.5
2025/01/01,23:00,23.9,0.0,94,112,0.2
2025/01/02,00:00,23.6,0.0,96,100,0.0
2025/01/02,01:00,23.5,0.0,96,S/D,0.0
2025/01/02,02:00,23.2,0.0,97,176,0.0
2025/01/02,03:00,23.1,0.0,97,116,0.0
2025/01/02,04:00,22.9,0.0,96,151,0.2
2025/01/02,05:00,22.7,0.0,96,S/D,0.0
2025/01/02,06:00,22.7,0.0,96,S/D,0.0
2025/01/02,07:00,22.8,0.0,97,270,0.1
2025/01/02,08:00,23.8,0.0,94,276,0.3
2025/01/02,09:00,25.1,0.0,88,294,0.5
2025/01/02,10:00,26.2,0.0,82,325,1.2
2025/01/02,11:00,27.4,0.0,79,9,1.2
2025/01/02,12:00,28.3,0.0,77,11,1.1
2025/01/02,13:00,29.0,0.0,74,30,2.0
