Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : ANGAMOS
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
,Latitud :,5°8'59.44'',Longitud :,72°52'37.54'',Altitud :,101 msnm.
,Tipo :,CO - Meteorológica,Código :,105078
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-05-01,32.5,23.6,95.9,1.8
2020-05-02,31,23.8,94.7,68.8
2020-05-03,29.2,23.6,96.2,1.1
2020-05-04,31.9,23.2,96.8,0.0
2020-05-05,32.8,22.2,96.5,0.0
2020-05-06,31.9,22.8,96.7,0.0
2020-05-07,32.4,23.6,95.6,25.4
2020-05-08,23.6,18.8,97.1,0.0
2020-05-09,28.2,20.8,S/D,0.0
2020-05-10,33.2,19.4,95.9,0.0
2020-05-11,33.6,19.6,95.4,0.0
2020-05-12,32.4,21.8,96.0,0.0
2020-05-13,29.8,23.3,94.7,2.7
2020-05-14,32.8,21.6,96.3,1.3
2020-05-15,29.4,22.2,97.1,16.5
2020-05-16,27.2,22,97.9,1.3
2020-05-17,28.8,21.6,98.1,0.0
2020-05-18,32.3,22,97.4,0.0
2020-05-19,30.8,22.4,96.7,12.6
2020-05-20,25.8,22.3,S/D,22.3
2020-05-21,S/D,20.8,S/D,0.0
2020-05-22,33.1,21.4,96.8,40.9
2020-05-23,32.3,22.1,96.5,16.4
2020-05-24,25.4,22.4,96.5,0.0
2020-05-25,S/D,17,S/D,0.0
2020-05-26,31,17.1,98.2,0.0
2020-05-27,30.2,19.8,97.8,4.7
2020-05-28,30,20.5,95.4,0.0
2020-05-29,31.5,21,94.8,0.0
2020-05-30,33.4,21.4,92.2,27.3
2020-05-31,30.3,23.2,96.0,2.5
