Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CALLERIA
,Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
,Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/01/01,00:00,23.8,0.0,95,87,0.0
2019/01/01,01:00,23.8,0.0,95,83,0.0
2019/01/01,02:00,23.8,0.0,95,83,0.0
2019/01/01,03:00,23.7,0.0,96,83,0.0
2019/01/01,04:00,23.7,0.0,96,100,0.0
2019/01/01,05:00,23.6,0.0,96,112,0.0
2019/01/01,06:00,23.6,0.0,96,66,0.0
2019/01/01,07:00,23.6,0.0,96,66,0.0
2019/01/01,08:00,23.9,0.0,96,154,0.0
2019/01/01,09:00,25.5,0.0,92,107,0.3
2019/01/01,10:00,27.3,0.0,82,140,1.0
2019/01/01,11:00,27.5,0.0,77,108,0.4
2019/01/01,12:00,26.8,0.0,78,109,0.4
2019/01/01,13:00,27.8,0.0,75,45,0.3
2019/01/01,14:00,29.6,0.0,70,246,0.8
2019/01/01,15:00,31.7,0.0,61,89,0.7
2019/01/01,16:00,30.9,0.0,67,102,0.0
2019/01/01,17:00,30.1,0.0,70,217,0.3
2019/01/01,18:00,28.5,0.0,72,319,0.1
2019/01/01,19:00,26.7,0.0,77,334,0.0
2019/01/01,20:00,25.2,0.0,86,54,0.0
2019/01/01,21:00,24.0,0.0,92,65,0.0
2019/01/01,22:00,23.4,0.0,94,63,0.0
2019/01/01,23:00,23.1,0.0,95,103,0.0
2019/01/02,00:00,23.1,0.0,95,93,0.0
2019/01/02,01:00,23.1,0.0,95,93,0.0
2019/01/02,02:00,22.7,0.0,96,90,0.0
2019/01/02,03:00,22.7,0.0,96,67,0.0
2019/01/02,04:00,22.7,0.0,96,67,0.0
2019/01/02,05:00,22.8,0.0,96,64,0.0
2019/01/02,06:00,22.8,0.0,96,64,0.1
2019/01/02,07:00,22.9,0.0,96,49,0.0
2019/01/02,08:00,23.4,0.0,95,190,0.0
2019/01/02,09:00,25.2,0.0,90,134,0.1
2019/01/02,10:00,27.6,0.0,81,132,0.5
2019/01/02,11:00,29.1,0.0,75,62,0.3
2019/01/02,12:00,29.0,0.0,77,104,0.5
2019/01/02,13:00,30.2,0.0,72,95,0.6
2019/01/02,14:00,30.2,0.0,74,349,0.4
2019/01/02,15:00,28.2,0.0,84,151,0.7
2019/01/02,16:00,25.4,24.0,93,87,0.7
2019/01/02,17:00,23.7,27.2,99,61,0.3
2019/01/02,18:00,23.8,2.2,99,118,0.2
2019/01/02,19:00,23.6,1.3,99,24,0.0
2019/01/02,20:00,23.5,0.0,98,76,0.0
2019/01/02,21:00,23.2,0.0,98,77,0.0
2019/01/02,22:00,22.9,0.0,98,285,0.0
2019/01/02,23:00,22.7,0.0,98,44,0.0
2019/01/03,00:00,22.4,0.1,98,115,0.0
2019/01/03,01:00,22.3,0.0,98,95,0.0
2019/01/03,02:00,22.5,0.0,98,96,0.0
2019/01/03,03:00,22.5,0.0,98,96,0.0
2019/01/03,04:00,22.7,0.0,98,117,0.0
2019/01/03,05:00,22.8,0.0,98,117,0.0
2019/01/03,06:00,22.9,0.0,98,114,0.0
2019/01/03,07:00,23.0,0.0,98,116,0.0
2019/01/03,08:00,23.2,0.0,98,116,0.0
2019/01/03,09:00,23.8,0.0,98,125,0.0
2019/01/03,10:00,24.7,0.0,97,92,0.2
2019/01/03,11:00,25.3,0.0,95,183,0.0
2019/01/03,12:00,25.9,0.0,91,95,0.2
2019/01/03,13:00,27.1,0.0,86,100,0.4
2019/01/03,14:00,27.9,0.0,85,201,0.2
2019/01/03,15:00,29.3,0.0,77,73,0.2
2019/01/03,16:00,28.9,0.0,79,86,0.3
2019/01/03,17:00,29.5,0.0,76,324,0.3
2019/01/03,18:00,28.1,0.0,82,87,0.2
2019/01/03,19:00,26.5,0.0,88,295,0.0
2019/01/03,20:00,25.6,0.0,92,122,0.0
2019/01/03,21:00,24.7,0.0,91,115,0.0
2019/01/03,22:00,23.8,0.0,94,134,0.0
2019/01/03,23:00,23.3,0.0,96,120,0.0
2019/01/04,00:00,22.9,0.0,96,102,0.0
2019/01/04,01:00,22.7,0.0,97,144,0.0
2019/01/04,02:00,22.8,0.0,97,126,0.0
2019/01/04,03:00,22.9,0.0,97,101,0.0
2019/01/04,04:00,22.8,0.0,97,112,0.0
2019/01/04,05:00,22.7,0.0,97,101,0.0
2019/01/04,06:00,22.7,0.0,97,65,0.0
2019/01/04,07:00,22.7,0.0,96,188,0.0
2019/01/04,08:00,22.8,0.0,96,142,0.0
2019/01/04,09:00,24.2,0.0,91,107,0.7
2019/01/04,10:00,26.2,0.0,81,168,0.4
2019/01/04,11:00,27.8,0.0,77,164,0.6
2019/01/04,12:00,29.2,0.0,71,249,0.5
2019/01/04,13:00,29.2,0.0,73,244,0.1
2019/01/04,14:00,28.7,0.2,83,206,0.4
2019/01/04,15:00,29.6,0.0,76,105,0.4
2019/01/04,16:00,29.2,0.0,79,120,0.4
2019/01/04,17:00,29.6,0.0,75,91,0.4
2019/01/04,18:00,28.4,0.0,80,212,0.2
2019/01/04,19:00,27.1,0.0,85,92,0.1
2019/01/04,20:00,25.8,0.0,90,360,0.0
2019/01/04,21:00,25.0,0.0,93,308,0.0
2019/01/04,22:00,24.7,0.0,95,60,0.0
2019/01/04,23:00,24.6,0.0,95,58,0.0
2019/01/05,00:00,24.5,0.0,96,295,0.0
2019/01/05,01:00,24.4,0.0,96,283,0.0
2019/01/05,02:00,24.2,0.1,96,278,0.0
2019/01/05,03:00,24.1,0.0,97,278,0.0
2019/01/05,04:00,23.9,0.0,97,31,0.0
2019/01/05,05:00,23.9,0.0,97,125,0.0
2019/01/05,06:00,23.8,0.0,97,126,0.0
2019/01/05,07:00,23.8,0.0,97,117,0.0
2019/01/05,08:00,24.0,0.0,97,128,0.0
2019/01/05,09:00,24.9,0.0,95,112,0.4
