Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CALLERIA
,Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
,Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2018/10/01,00:00,25.8,0.0,96,113,0.0
2018/10/01,01:00,25.3,0.0,96,113,0.0
2018/10/01,02:00,24.9,0.0,96,111,0.0
2018/10/01,03:00,24.5,0.0,96,100,0.0
2018/10/01,04:00,24.3,0.0,97,133,0.0
2018/10/01,05:00,24.3,0.0,97,140,0.2
2018/10/01,06:00,24.2,0.0,95,105,0.3
2018/10/01,07:00,23.8,0.0,95,123,0.0
2018/10/01,08:00,24.1,0.0,95,72,0.2
2018/10/01,09:00,26.1,0.0,86,305,0.5
2018/10/01,10:00,28.4,0.0,76,296,1.0
2018/10/01,11:00,29.9,0.0,71,234,0.8
2018/10/01,12:00,31.3,0.0,66,349,0.7
2018/10/01,13:00,32.4,0.0,62,355,0.7
2018/10/01,14:00,33.1,0.0,61,247,1.2
2018/10/01,15:00,33.7,0.0,58,270,0.2
2018/10/01,16:00,33.5,0.0,59,198,0.3
2018/10/01,17:00,32.4,0.0,65,266,0.3
2018/10/01,18:00,30.5,0.0,71,79,0.5
2018/10/01,19:00,26.4,1.5,89,355,0.1
2018/10/01,20:00,25.0,0.0,96,54,0.0
2018/10/01,21:00,24.7,0.0,96,3,0.0
2018/10/01,22:00,24.5,0.0,96,46,0.0
2018/10/01,23:00,24.2,0.0,97,124,0.0
2018/10/02,00:00,24.1,0.0,97,124,0.0
2018/10/02,01:00,24.1,0.1,97,124,0.0
2018/10/02,02:00,24.1,0.0,97,233,0.0
2018/10/02,03:00,24.0,0.0,97,227,0.0
2018/10/02,04:00,23.7,0.0,97,268,0.0
2018/10/02,05:00,23.5,0.0,97,269,0.0
2018/10/02,06:00,23.4,0.0,97,269,0.0
2018/10/02,07:00,23.2,0.0,97,85,0.0
2018/10/02,08:00,23.6,0.0,97,116,0.3
2018/10/02,09:00,25.3,0.0,94,171,0.1
2018/10/02,10:00,27.9,0.0,83,97,0.7
2018/10/02,11:00,29.9,0.0,76,179,0.7
2018/10/02,12:00,31.5,0.0,69,241,0.4
2018/10/02,13:00,32.2,0.0,67,272,0.4
2018/10/02,14:00,30.8,0.0,76,268,0.0
2018/10/02,15:00,29.2,0.2,85,218,0.0
2018/10/02,16:00,27.7,0.0,86,222,0.6
2018/10/02,17:00,26.0,0.0,85,136,0.2
2018/10/02,18:00,24.9,0.0,91,95,0.8
2018/10/02,19:00,24.7,0.0,92,129,0.2
2018/10/02,20:00,24.4,0.0,94,300,0.0
2018/10/02,21:00,24.1,0.0,95,291,0.1
2018/10/02,22:00,24.1,0.0,95,339,0.0
2018/10/02,23:00,24.0,0.0,95,64,0.0
2018/10/03,00:00,23.8,0.0,96,356,0.0
2018/10/03,01:00,23.7,0.0,96,137,0.0
2018/10/03,02:00,23.2,0.0,97,291,0.0
2018/10/03,03:00,22.8,0.0,97,311,0.0
2018/10/03,04:00,22.7,0.0,97,134,0.0
2018/10/03,05:00,22.6,0.0,97,119,0.0
2018/10/03,06:00,22.3,0.0,97,109,0.0
2018/10/03,07:00,22.1,0.0,97,118,0.0
2018/10/03,08:00,22.5,0.0,97,177,0.0
2018/10/03,09:00,24.2,0.0,94,194,0.0
2018/10/03,10:00,26.7,0.0,83,241,0.2
2018/10/03,11:00,28.7,0.0,74,206,0.4
2018/10/03,12:00,29.0,0.0,75,262,0.0
2018/10/03,13:00,29.6,0.0,74,176,0.2
2018/10/03,14:00,30.0,0.0,74,310,0.2
2018/10/03,15:00,31.7,0.0,68,131,0.4
2018/10/03,16:00,29.8,0.0,71,69,0.2
2018/10/03,17:00,29.6,0.0,71,54,0.1
2018/10/03,18:00,28.9,0.0,75,329,0.0
2018/10/03,19:00,27.2,0.0,82,321,0.0
2018/10/03,20:00,25.8,0.0,90,336,0.0
2018/10/03,21:00,25.1,0.0,92,15,0.0
2018/10/03,22:00,24.5,0.0,95,72,0.0
2018/10/03,23:00,24.3,0.0,95,85,0.0
2018/10/04,00:00,24.3,0.0,95,140,0.0
2018/10/04,01:00,24.1,0.0,96,136,0.0
2018/10/04,02:00,23.8,0.0,96,127,0.0
2018/10/04,03:00,23.7,0.0,96,268,0.0
2018/10/04,04:00,23.6,0.0,96,268,0.0
2018/10/04,05:00,23.5,0.0,96,82,0.0
2018/10/04,06:00,23.4,0.0,96,89,0.0
2018/10/04,07:00,23.2,0.0,97,184,0.0
2018/10/04,08:00,24.0,0.0,96,109,0.0
2018/10/04,09:00,26.3,0.0,88,249,0.1
2018/10/04,10:00,27.8,0.0,82,233,0.1
2018/10/04,11:00,30.3,0.0,72,263,0.5
2018/10/04,12:00,31.7,0.0,67,92,0.7
2018/10/04,13:00,32.9,0.0,63,212,0.4
2018/10/04,14:00,33.2,0.0,61,184,0.7
2018/10/04,15:00,27.1,1.8,85,219,0.4
2018/10/04,16:00,24.4,0.0,95,215,0.5
2018/10/04,17:00,24.3,0.0,96,132,0.5
2018/10/04,18:00,23.9,1.7,96,221,0.8
2018/10/04,19:00,23.5,0.5,96,196,0.9
2018/10/04,20:00,23.0,0.0,96,77,0.1
2018/10/04,21:00,22.7,0.0,97,336,0.0
2018/10/04,22:00,22.5,0.0,98,309,0.0
2018/10/04,23:00,22.6,0.0,98,309,0.0
2018/10/05,00:00,22.6,0.0,98,309,0.0
2018/10/05,01:00,22.6,0.0,97,73,0.0
2018/10/05,02:00,22.5,0.0,97,102,0.0
2018/10/05,03:00,22.6,0.1,97,200,0.0
2018/10/05,04:00,22.7,0.0,97,133,0.0
2018/10/05,05:00,22.8,0.1,97,109,0.0
2018/10/05,06:00,22.8,0.0,97,295,0.0
2018/10/05,07:00,22.7,0.0,98,274,0.0
2018/10/05,08:00,23.0,0.0,97,137,0.1
2018/10/05,09:00,23.8,0.0,95,135,0.3
