Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CALLERIA
,Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
,Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2018/06/01,00:00,23.4,0.0,97,77,0.0
2018/06/01,01:00,23.2,0.0,97,101,0.0
2018/06/01,02:00,23.0,0.0,98,99,0.0
2018/06/01,03:00,22.8,0.0,97,104,0.0
2018/06/01,04:00,22.6,0.0,98,107,0.0
2018/06/01,05:00,22.5,0.0,98,170,0.0
2018/06/01,06:00,22.3,0.0,98,128,0.0
2018/06/01,07:00,22.4,0.0,98,184,0.0
2018/06/01,08:00,22.6,0.0,98,133,0.0
2018/06/01,09:00,23.3,0.0,98,104,0.3
2018/06/01,10:00,25.4,0.0,94,79,0.5
2018/06/01,11:00,27.4,0.0,85,210,0.3
2018/06/01,12:00,29.2,0.0,79,93,0.5
2018/06/01,13:00,29.9,0.0,74,234,0.3
2018/06/01,14:00,30.3,0.0,75,163,0.6
2018/06/01,15:00,30.6,0.0,71,241,0.3
2018/06/01,16:00,30.0,0.0,73,242,0.4
2018/06/01,17:00,29.6,0.0,74,283,0.1
2018/06/01,18:00,27.1,0.5,88,331,0.1
2018/06/01,19:00,25.3,0.0,95,343,0.0
2018/06/01,20:00,24.7,0.7,97,52,0.0
2018/06/01,21:00,24.7,0.0,97,286,0.0
2018/06/01,22:00,24.5,0.0,97,319,0.0
2018/06/01,23:00,24.2,0.0,97,7,0.0
2018/06/02,00:00,23.9,0.0,97,272,0.1
2018/06/02,01:00,23.9,0.0,98,173,0.0
2018/06/02,02:00,23.6,0.0,97,109,0.0
2018/06/02,03:00,23.5,0.0,97,117,0.0
2018/06/02,04:00,23.2,0.0,97,117,0.0
2018/06/02,05:00,23.0,0.0,98,210,0.0
2018/06/02,06:00,22.9,0.0,98,171,0.0
2018/06/02,07:00,22.9,0.0,98,133,0.0
2018/06/02,08:00,23.1,0.0,98,198,0.0
2018/06/02,09:00,23.7,0.0,98,205,0.0
2018/06/02,10:00,25.4,0.0,94,184,0.2
2018/06/02,11:00,27.3,0.0,86,198,0.0
2018/06/02,12:00,27.8,0.0,88,224,0.3
2018/06/02,13:00,29.0,0.0,81,225,0.2
2018/06/02,14:00,27.6,0.0,85,200,0.6
2018/06/02,15:00,26.9,0.0,84,275,0.6
2018/06/02,16:00,28.6,0.0,78,214,0.1
2018/06/02,17:00,27.0,0.0,85,82,0.6
2018/06/02,18:00,25.6,0.1,90,95,0.1
2018/06/02,19:00,24.8,0.1,96,107,0.1
2018/06/02,20:00,24.2,0.0,96,105,0.0
2018/06/02,21:00,23.9,0.0,97,145,0.0
2018/06/02,22:00,23.6,0.0,97,68,0.0
2018/06/02,23:00,23.3,0.0,97,217,0.0
2018/06/03,00:00,23.3,0.0,97,136,0.0
2018/06/03,01:00,23.2,0.0,97,94,0.0
2018/06/03,02:00,23.0,0.0,97,292,0.0
2018/06/03,03:00,22.9,0.0,97,292,0.0
2018/06/03,04:00,23.0,0.8,98,170,0.1
2018/06/03,05:00,23.0,4.8,98,293,0.0
2018/06/03,06:00,23.1,0.1,98,272,0.0
2018/06/03,07:00,23.1,1.8,98,266,0.0
2018/06/03,08:00,23.2,1.8,98,92,0.0
2018/06/03,09:00,23.5,0.1,98,347,0.0
2018/06/03,10:00,23.6,1.1,98,102,0.0
2018/06/03,11:00,23.7,0.9,98,153,0.2
2018/06/03,12:00,23.7,1.7,97,192,0.0
2018/06/03,13:00,23.6,3.2,98,188,0.1
2018/06/03,14:00,23.9,0.7,96,177,0.6
2018/06/03,15:00,22.4,2.6,97,204,0.7
2018/06/03,16:00,21.7,0.3,97,201,0.4
2018/06/03,17:00,21.7,0.0,96,198,1.1
2018/06/03,18:00,21.4,0.1,96,174,1.1
2018/06/03,19:00,21.0,0.0,96,174,0.7
2018/06/03,20:00,20.6,0.1,96,176,1.0
2018/06/03,21:00,20.3,0.0,95,155,1.3
2018/06/03,22:00,20.0,0.1,95,168,0.7
2018/06/03,23:00,19.9,0.0,96,222,0.6
2018/06/04,00:00,19.7,0.2,96,190,0.4
2018/06/04,01:00,19.6,0.0,96,184,0.7
2018/06/04,02:00,19.5,0.0,95,140,0.8
2018/06/04,03:00,19.1,0.1,96,155,0.4
2018/06/04,04:00,19.1,0.0,96,117,0.7
2018/06/04,05:00,19.2,0.0,95,147,0.1
2018/06/04,06:00,19.1,0.0,95,139,0.5
2018/06/04,07:00,18.9,0.0,95,180,0.2
2018/06/04,08:00,19.0,0.0,95,164,0.6
2018/06/04,09:00,19.4,0.0,94,132,0.6
2018/06/04,10:00,20.0,0.0,91,118,1.0
2018/06/04,11:00,20.4,0.0,90,145,1.0
2018/06/04,12:00,21.1,0.0,87,127,1.3
2018/06/04,13:00,22.2,0.0,83,180,0.6
2018/06/04,14:00,22.5,0.0,83,175,0.4
2018/06/04,15:00,23.1,0.0,82,194,0.6
2018/06/04,16:00,23.2,0.0,83,194,0.3
2018/06/04,17:00,23.1,0.0,85,62,0.1
2018/06/04,18:00,22.6,0.0,89,69,0.0
2018/06/04,19:00,21.9,0.0,93,77,0.0
2018/06/04,20:00,21.6,0.0,94,53,0.0
2018/06/04,21:00,21.4,0.0,94,94,0.0
2018/06/04,22:00,21.2,0.0,96,300,0.0
2018/06/04,23:00,21.2,0.0,96,2,0.0
2018/06/05,00:00,21.2,0.0,96,90,0.0
2018/06/05,01:00,21.1,0.0,96,77,0.0
2018/06/05,02:00,21.0,0.0,96,77,0.0
2018/06/05,03:00,20.9,0.0,97,208,0.0
2018/06/05,04:00,20.9,0.0,97,256,0.0
2018/06/05,05:00,20.9,0.0,97,78,0.0
2018/06/05,06:00,20.7,0.0,97,78,0.0
2018/06/05,07:00,20.5,0.0,97,78,0.0
2018/06/05,08:00,20.6,0.0,97,78,0.0
2018/06/05,09:00,21.1,0.0,97,140,0.1
