Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CALLERIA
,Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
2024/08/05,10:00,26.1,0.0,90,118,0.6
2024/08/05,11:00,28.1,0.0,78,289,0.5
2024/08/05,12:00,28.9,0.0,79,9,0.0
2024/08/05,13:00,29.7,0.0,76,330,0.3
2024/08/05,14:00,30.7,0.0,72,168,0.9
2024/08/05,15:00,31.0,0.0,75,77,0.1
2024/08/05,16:00,28.7,0.0,85,235,0.5
2024/08/05,17:00,28.4,0.0,80,12,0.2
2024/08/05,18:00,28.1,0.0,86,83,1.2
2024/08/05,19:00,26.0,0.0,87,97,0.0
2024/08/05,20:00,24.9,0.0,92,258,0.1
2024/08/05,21:00,24.1,0.0,96,3,0.0
2024/08/05,22:00,23.6,0.0,99,42,0.1
2024/08/05,23:00,23.3,0.0,99,92,0.0
2024/08/06,00:00,23.0,0.0,100,276,0.0
2024/08/06,01:00,23.0,0.0,99,251,0.0
2024/08/06,02:00,22.7,0.0,100,189,0.1
2024/08/06,03:00,22.4,0.0,100,162,0.0
2024/08/06,04:00,22.4,0.0,100,206,0.0
2024/08/06,05:00,22.6,0.0,100,106,0.1
2024/08/06,06:00,22.5,0.0,100,82,0.0
2024/08/06,07:00,22.4,0.0,100,161,0.0
2024/08/06,08:00,22.4,0.0,100,164,0.0
2024/08/06,09:00,22.8,0.0,100,100,0.3
2024/08/06,10:00,23.8,0.0,96,85,0.3
2024/08/06,11:00,25.6,0.0,88,324,0.3
2024/08/06,12:00,27.3,0.0,80,95,0.1
2024/08/06,13:00,29.2,0.0,76,179,0.6
2024/08/06,14:00,31.1,0.0,70,230,0.3
2024/08/06,15:00,32.9,0.0,61,198,1.1
2024/08/06,16:00,32.8,0.0,64,333,0.3
2024/08/06,17:00,28.7,1.2,84,334,0.0
2024/08/06,18:00,27.2,0.0,96,16,0.0
2024/08/06,19:00,26.9,0.0,99,184,0.0
2024/08/06,20:00,25.8,0.0,99,79,0.0
2024/08/06,21:00,24.8,0.0,100,155,0.0
2024/08/06,22:00,24.2,0.0,100,110,0.1
2024/08/06,23:00,23.8,0.0,100,115,0.0
2024/08/07,00:00,23.5,0.0,100,355,0.0
2024/08/07,01:00,23.1,0.0,100,355,0.0
2024/08/07,02:00,22.8,0.0,100,42,0.0
2024/08/07,03:00,22.6,0.0,100,105,0.0
2024/08/07,04:00,22.4,0.0,100,129,0.0
2024/08/07,05:00,22.2,0.0,100,123,0.0
2024/08/07,06:00,22.1,0.0,100,100,0.0
2024/08/07,07:00,21.8,0.0,100,100,0.0
2024/08/07,08:00,21.7,0.0,100,100,0.0
2024/08/07,09:00,23.0,0.0,100,116,0.2
2024/08/07,10:00,25.1,0.0,96,72,0.3
2024/08/07,11:00,26.9,0.0,88,125,0.5
2024/08/07,12:00,28.8,0.0,80,292,0.4
2024/08/07,13:00,30.2,0.0,72,296,0.5
2024/08/07,14:00,32.2,0.0,62,306,0.9
2024/08/07,15:00,33.5,0.0,55,64,0.6
2024/08/07,16:00,32.4,0.0,61,111,0.8
2024/08/07,17:00,32.5,0.0,63,104,0.6
2024/08/07,18:00,31.4,0.0,72,229,0.1
2024/08/07,19:00,29.0,0.0,82,108,0.2
2024/08/07,20:00,27.3,0.0,88,103,0.0
2024/08/07,21:00,26.0,0.0,93,38,0.0
2024/08/07,22:00,25.1,0.0,96,76,0.0
2024/08/07,23:00,24.6,0.0,98,53,0.0
2024/08/08,00:00,24.2,0.0,99,53,0.0
2024/08/08,01:00,23.8,0.0,99,82,0.0
2024/08/08,02:00,23.4,0.0,100,80,0.0
2024/08/08,03:00,23.2,0.0,100,80,0.0
2024/08/08,04:00,23.0,0.0,100,279,0.0
2024/08/08,05:00,23.0,0.0,100,222,0.0
2024/08/08,06:00,22.8,0.0,100,222,0.0
2024/08/08,07:00,22.5,0.0,100,222,0.0
2024/08/08,08:00,22.5,0.0,100,174,0.0
2024/08/08,09:00,23.6,0.0,99,184,0.3
2024/08/08,10:00,25.5,0.0,90,194,0.7
2024/08/08,11:00,27.5,0.0,81,180,0.6
2024/08/08,12:00,29.3,0.0,75,113,0.4
2024/08/08,13:00,32.1,0.0,66,78,0.7
2024/08/08,14:00,33.3,0.0,62,247,0.4
2024/08/08,15:00,33.2,0.0,62,153,0.2
2024/08/08,16:00,32.7,0.0,65,29,0.4
2024/08/08,17:00,33.2,0.0,62,278,0.4
2024/08/08,18:00,30.6,0.0,77,297,0.2
2024/08/08,19:00,29.1,0.0,85,346,0.0
2024/08/08,20:00,27.6,0.0,92,296,0.2
2024/08/08,21:00,26.4,0.0,96,45,0.0
2024/08/08,22:00,25.8,0.0,98,318,0.0
2024/08/08,23:00,25.2,0.0,99,227,0.0
2024/08/09,00:00,24.6,0.0,100,265,0.0
2024/08/09,01:00,24.2,0.0,100,261,0.0
2024/08/09,02:00,23.8,0.0,100,261,0.0
2024/08/09,03:00,23.3,0.0,100,261,0.0
2024/08/09,04:00,22.9,0.0,100,261,0.0
2024/08/09,05:00,22.5,0.0,100,261,0.0
2024/08/09,06:00,22.1,0.0,100,108,0.0
2024/08/09,07:00,21.8,0.0,100,108,0.0
2024/08/09,08:00,21.6,0.0,100,102,0.0
2024/08/09,09:00,23.1,0.0,100,165,0.1
2024/08/09,10:00,25.3,0.0,91,129,0.5
2024/08/09,11:00,27.3,0.0,81,156,0.6
2024/08/09,12:00,30.0,0.0,70,172,1.0
2024/08/09,13:00,32.6,0.0,62,168,0.8
2024/08/09,14:00,33.0,0.0,61,264,0.8
2024/08/09,15:00,33.9,0.0,58,20,0.7
2024/08/09,16:00,34.9,0.0,55,150,0.7
2024/08/09,17:00,34.0,0.0,60,214,0.3
2024/08/09,18:00,32.6,0.0,66,306,0.1
2024/08/09,19:00,29.6,0.0,77,306,0.0
2024/08/09,20:00,27.6,0.0,87,302,0.0
2024/08/09,21:00,26.3,0.0,95,60,0.0
2024/08/09,22:00,25.5,0.0,97,70,0.0
2024/08/09,23:00,25.0,0.0,98,70,0.0
2024/08/10,00:00,24.5,0.0,99,70,0.0
2024/08/10,01:00,24.2,0.0,100,70,0.0
2024/08/10,02:00,24.3,0.0,99,288,0.1
2024/08/10,03:00,24.5,0.0,98,305,0.3
2024/08/10,04:00,24.4,0.0,96,192,0.7
2024/08/10,05:00,24.3,0.0,94,198,0.5
2024/08/10,06:00,23.9,0.0,94,151,1.4
2024/08/10,07:00,23.4,0.0,91,139,1.6
2024/08/10,08:00,22.5,0.0,88,135,1.6
2024/08/10,09:00,22.1,0.0,85,146,1.4
2024/08/10,10:00,21.6,0.0,84,144,1.2
2024/08/10,11:00,21.3,0.0,81,127,1.5
2024/08/10,12:00,21.7,0.0,80,124,2.1
2024/08/10,13:00,21.4,0.0,80,167,1.5
2024/08/10,14:00,21.1,0.0,81,122,1.1
2024/08/10,15:00,22.0,0.0,74,117,1.0
2024/08/10,16:00,22.5,0.0,71,157,0.9
2024/08/10,17:00,23.5,0.0,70,87,0.4
2024/08/10,18:00,22.7,0.0,75,162,0.2
2024/08/10,19:00,21.5,0.0,86,317,0.1
2024/08/10,20:00,19.9,0.0,93,233,0.0
2024/08/10,21:00,19.1,0.0,95,331,0.0
2024/08/10,22:00,18.5,0.0,97,353,0.0
2024/08/10,23:00,18.2,0.0,99,17,0.0
2024/08/11,00:00,17.9,0.0,99,350,0.0
2024/08/11,01:00,17.7,0.0,100,36,0.0
2024/08/11,02:00,17.4,0.0,100,280,0.0
2024/08/11,03:00,17.1,0.0,100,280,0.0
2024/08/11,04:00,16.8,0.0,100,276,0.0
2024/08/11,05:00,16.6,0.0,100,276,0.0
2024/08/11,06:00,16.4,0.0,100,70,0.0
2024/08/11,07:00,16.9,0.0,100,100,0.0
2024/08/11,08:00,17.2,0.0,100,102,0.0
2024/08/11,09:00,18.2,0.0,98,272,0.0
2024/08/11,10:00,19.2,0.0,89,184,0.4
2024/08/11,11:00,20.6,0.0,79,191,0.3
2024/08/11,12:00,22.2,0.0,75,233,0.4
2024/08/11,13:00,25.1,0.0,65,156,1.0
2024/08/11,14:00,27.5,0.0,59,215,0.5
2024/08/11,15:00,29.1,0.0,54,203,0.9
2024/08/11,16:00,30.1,0.0,54,291,0.3
2024/08/11,17:00,29.6,S/D,57,244,0.3
2024/08/11,18:00,28.1,0.0,68,278,0.1
2024/08/11,19:00,25.6,0.0,80,331,0.0
2024/08/11,20:00,23.7,0.0,88,299,0.0
2024/08/11,21:00,22.6,0.0,94,62,0.0
2024/08/11,22:00,21.8,0.0,96,92,0.0
2024/08/11,23:00,21.3,0.0,98,83,0.0
2024/08/12,00:00,20.8,0.0,99,83,0.0
2024/08/12,01:00,20.4,0.0,99,82,0.0
2024/08/12,02:00,20.1,0.0,99,205,0.0
2024/08/12,03:00,19.8,0.0,100,165,0.0
2024/08/12,04:00,19.5,0.0,100,165,0.0
2024/08/12,05:00,19.2,0.0,100,165,0.0
2024/08/12,06:00,19.3,0.0,100,165,0.0
2024/08/12,07:00,19.0,0.0,100,165,0.0
2024/08/12,08:00,19.0,0.0,100,165,0.0
2024/08/12,09:00,20.5,0.0,99,241,0.0
2024/08/12,10:00,23.0,0.0,88,155,0.6
2024/08/12,11:00,25.3,0.0,75,213,0.7
2024/08/12,12:00,27.7,0.0,65,150,1.0
2024/08/12,13:00,29.9,0.0,59,176,0.7
2024/08/12,14:00,30.8,0.0,58,232,0.5
2024/08/12,15:00,31.3,0.0,56,92,0.6
2024/08/12,16:00,31.9,0.0,55,180,0.9
2024/08/12,17:00,31.8,0.0,56,298,0.2
2024/08/12,18:00,30.5,0.0,60,265,0.1
2024/08/12,19:00,28.3,0.0,72,351,0.0
2024/08/12,20:00,25.7,0.0,84,299,0.0
2024/08/12,21:00,24.3,0.0,92,313,0.0
2024/08/12,22:00,23.4,0.0,95,313,0.0
2024/08/12,23:00,22.8,0.0,98,332,0.0
2024/08/13,00:00,22.3,0.0,99,76,0.0
2024/08/13,01:00,21.8,0.0,99,347,0.0
2024/08/13,02:00,21.5,0.0,99,65,0.0
2024/08/13,03:00,21.2,0.0,100,33,0.0
2024/08/13,04:00,20.9,0.0,100,322,0.0
2024/08/13,05:00,21.0,0.0,100,10,0.1
2024/08/13,06:00,21.6,0.0,97,250,0.1
2024/08/13,07:00,21.6,0.0,97,348,0.0
2024/08/13,08:00,21.6,0.0,95,122,0.2
2024/08/13,09:00,22.4,0.0,90,264,0.2
2024/08/13,10:00,23.9,0.0,81,161,1.2
2024/08/13,11:00,26.0,0.0,68,177,0.9
2024/08/13,12:00,28.0,0.0,60,122,1.4
2024/08/13,13:00,30.3,0.0,55,165,0.9
2024/08/13,14:00,31.6,0.0,51,158,1.0
2024/08/13,15:00,32.1,0.0,49,158,0.8
2024/08/13,16:00,32.5,0.0,49,232,0.2
2024/08/13,17:00,31.9,0.0,57,249,0.3
2024/08/13,18:00,29.9,0.0,65,325,0.1
2024/08/13,19:00,27.5,0.0,74,305,0.1
2024/08/13,20:00,25.4,0.0,84,294,0.0
2024/08/13,21:00,23.9,0.0,92,37,0.0
2024/08/13,22:00,22.9,0.0,96,37,0.0
2024/08/13,23:00,22.2,0.0,98,37,0.0
2024/08/14,00:00,21.6,0.0,99,37,0.0
2024/08/14,01:00,21.1,0.0,99,37,0.0
2024/08/14,02:00,20.7,0.0,99,63,0.0
2024/08/14,03:00,20.2,0.0,100,72,0.0
2024/08/14,04:00,19.9,0.0,100,72,0.0
2024/08/14,05:00,19.5,0.0,100,74,0.0
2024/08/14,06:00,19.2,0.0,100,84,0.0
2024/08/14,07:00,18.8,0.0,100,84,0.0
2024/08/14,08:00,18.7,0.0,100,99,0.0
2024/08/14,09:00,20.4,0.0,99,141,0.1
2024/08/14,10:00,23.3,0.0,90,276,0.2
2024/08/14,11:00,25.7,0.0,74,218,0.5
2024/08/14,12:00,28.6,0.0,63,238,0.7
2024/08/14,13:00,31.3,0.0,57,254,1.1
2024/08/14,14:00,33.0,0.0,52,212,0.8
2024/08/14,15:00,33.9,0.0,49,309,0.6
2024/08/14,16:00,34.4,0.0,51,297,0.8
2024/08/14,17:00,33.1,0.0,50,302,0.3
2024/08/14,18:00,31.1,0.0,58,312,0.0
2024/08/14,19:00,28.3,0.0,69,306,0.0
2024/08/14,20:00,26.0,0.0,83,40,0.0
2024/08/14,21:00,24.3,0.0,92,96,0.0
2024/08/14,22:00,23.3,0.0,95,105,0.0
2024/08/14,23:00,22.6,0.0,97,102,0.0
2024/08/15,00:00,22.1,0.0,98,96,0.0
2024/08/15,01:00,21.8,0.0,99,92,0.1
2024/08/15,02:00,21.5,0.0,99,176,0.0
2024/08/15,03:00,21.2,0.0,99,319,0.0
2024/08/15,04:00,20.8,0.0,100,105,0.0
2024/08/15,05:00,20.5,0.0,100,105,0.0
2024/08/15,06:00,20.2,0.0,100,101,0.0
2024/08/15,07:00,19.9,0.0,100,101,0.0
2024/08/15,08:00,19.9,0.0,100,102,0.0
2024/08/15,09:00,21.3,0.0,99,215,0.1
2024/08/15,10:00,22.7,0.0,92,213,0.3
2024/08/15,11:00,26.0,0.0,80,205,0.3
2024/08/15,12:00,29.1,0.0,69,191,0.6
2024/08/15,13:00,32.1,0.0,60,143,0.6
2024/08/15,14:00,33.5,0.0,54,287,0.7
2024/08/15,15:00,34.3,0.0,53,189,0.5
2024/08/15,16:00,34.7,0.0,53,357,0.5
2024/08/15,17:00,33.8,0.0,57,266,0.4
2024/08/15,18:00,31.9,0.0,67,301,0.2
2024/08/15,19:00,29.6,0.0,77,294,0.2
2024/08/15,20:00,27.5,0.0,85,49,0.0
2024/08/15,21:00,26.4,0.0,91,16,0.0
2024/08/15,22:00,26.1,0.0,92,28,0.0
2024/08/15,23:00,25.8,0.0,94,48,0.0
2024/08/16,00:00,25.0,0.0,96,52,0.0
2024/08/16,01:00,24.4,0.0,97,77,0.0
2024/08/16,02:00,23.9,0.0,98,77,0.1
2024/08/16,03:00,23.6,0.0,99,199,0.0
2024/08/16,04:00,23.5,0.0,99,192,0.0
2024/08/16,05:00,23.5,0.0,99,115,0.0
2024/08/16,06:00,23.4,0.0,99,87,0.0
2024/08/16,07:00,23.2,0.0,99,87,0.0
2024/08/16,08:00,23.1,0.0,100,98,0.0
2024/08/16,09:00,24.2,0.0,97,38,0.0
2024/08/16,10:00,26.3,0.0,86,141,0.5
2024/08/16,11:00,29.1,0.0,76,200,0.4
2024/08/16,12:00,31.5,0.0,66,226,0.5
2024/08/16,13:00,33.0,0.0,61,201,0.7
2024/08/16,14:00,34.6,0.0,56,218,0.4
2024/08/16,15:00,34.3,0.0,55,135,0.8
2024/08/16,16:00,35.6,0.0,53,250,0.4
2024/08/16,17:00,34.8,0.0,54,59,1.4
2024/08/16,18:00,27.9,2.0,90,195,0.6
2024/08/16,19:00,24.7,0.0,95,104,0.0
2024/08/16,20:00,23.8,0.0,99,74,0.0
2024/08/16,21:00,23.3,0.0,100,99,0.0
2024/08/16,22:00,23.0,0.0,100,83,0.7
2024/08/16,23:00,22.9,0.0,100,91,0.0
2024/08/17,00:00,22.8,0.0,100,88,0.0
2024/08/17,01:00,22.6,0.0,100,93,0.0
2024/08/17,02:00,22.4,0.0,100,12,0.0
2024/08/17,03:00,22.2,0.0,100,269,0.0
2024/08/17,04:00,21.9,0.0,100,273,0.0
2024/08/17,05:00,21.7,0.0,100,135,0.0
2024/08/17,06:00,21.5,0.2,100,124,0.0
2024/08/17,07:00,21.3,0.0,100,124,0.0
2024/08/17,08:00,21.4,0.0,100,111,0.0
2024/08/17,09:00,22.9,0.0,100,111,0.0
2024/08/17,10:00,24.9,0.0,93,24,0.1
2024/08/17,11:00,27.3,0.0,82,322,0.6
2024/08/17,12:00,30.1,0.0,70,187,0.4
2024/08/17,13:00,32.9,0.0,62,348,0.7
2024/08/17,14:00,34.7,0.0,53,230,0.5
2024/08/17,15:00,35.9,0.0,51,184,0.8
2024/08/17,16:00,35.4,0.0,55,209,0.3
2024/08/17,17:00,34.1,0.0,62,277,0.3
2024/08/17,18:00,32.2,0.0,69,82,0.1
2024/08/17,19:00,29.3,0.0,74,92,0.1
2024/08/17,20:00,27.6,0.0,84,159,0.0
2024/08/17,21:00,26.4,0.0,88,107,0.2
2024/08/17,22:00,25.3,0.0,90,123,0.0
2024/08/17,23:00,24.4,0.0,94,105,0.0
2024/08/18,00:00,24.0,0.0,96,82,0.0
2024/08/18,01:00,23.8,0.0,97,83,0.1
2024/08/18,02:00,23.4,0.0,98,16,0.0
2024/08/18,03:00,23.1,0.0,99,276,0.1
2024/08/18,04:00,22.8,0.0,99,276,0.0
2024/08/18,05:00,22.8,0.0,99,276,0.0
2024/08/18,06:00,22.9,0.0,99,277,0.0
2024/08/18,07:00,22.9,0.0,99,86,0.0
2024/08/18,08:00,23.0,0.0,99,79,0.0
2024/08/18,09:00,23.9,0.0,96,251,0.0
2024/08/18,10:00,25.7,0.0,87,19,0.3
2024/08/18,11:00,28.7,0.0,73,232,0.6
2024/08/18,12:00,31.0,0.0,66,162,0.7
2024/08/18,13:00,33.3,0.0,60,131,0.5
2024/08/18,14:00,34.2,0.0,55,10,0.6
2024/08/18,15:00,35.0,0.0,54,90,0.3
2024/08/18,16:00,35.6,0.0,52,36,0.1
2024/08/18,17:00,29.3,0.0,79,345,0.2
2024/08/18,18:00,27.0,0.0,85,280,0.1
2024/08/18,19:00,27.0,0.0,88,19,0.1
2024/08/18,20:00,25.9,0.0,93,58,0.0
2024/08/18,21:00,25.5,0.0,96,81,0.0
2024/08/18,22:00,25.1,0.0,98,220,0.2
2024/08/18,23:00,24.7,0.0,99,40,0.1
2024/08/19,00:00,24.3,0.0,99,316,0.0
2024/08/19,01:00,24.0,0.0,99,70,0.0
2024/08/19,02:00,23.6,0.0,100,96,0.0
2024/08/19,03:00,23.3,0.0,100,97,0.0
2024/08/19,04:00,23.0,0.0,100,97,0.0
2024/08/19,05:00,22.9,0.0,100,100,0.0
2024/08/19,06:00,22.8,0.0,100,100,0.0
2024/08/19,07:00,22.7,0.0,100,100,0.0
2024/08/19,08:00,22.5,0.0,100,93,0.3
2024/08/19,09:00,23.7,0.0,98,190,0.1
2024/08/19,10:00,26.0,0.0,89,264,0.2
2024/08/19,11:00,28.4,0.0,74,183,0.6
2024/08/19,12:00,31.2,0.0,64,350,0.6
2024/08/19,13:00,33.5,0.0,58,356,0.6
2024/08/19,14:00,34.7,0.0,52,238,0.6
2024/08/19,15:00,35.8,0.0,51,300,0.8
2024/08/19,16:00,35.9,0.0,53,210,0.4
2024/08/19,17:00,33.2,0.0,64,102,1.0
2024/08/19,18:00,26.9,0.4,90,135,0.0
2024/08/19,19:00,25.4,0.0,97,96,0.0
2024/08/19,20:00,24.7,0.0,99,95,0.0
2024/08/19,21:00,24.3,0.2,99,92,0.1
2024/08/19,22:00,23.9,0.0,99,134,0.0
2024/08/19,23:00,23.6,0.0,100,91,0.1
2024/08/20,00:00,23.4,0.0,100,97,0.0
2024/08/20,01:00,23.0,0.0,100,298,0.0
2024/08/20,02:00,22.8,0.0,100,284,0.0
2024/08/20,03:00,22.5,0.0,100,284,0.0
2024/08/20,04:00,22.2,0.0,100,8,0.0
2024/08/20,05:00,22.0,0.0,100,64,0.0
2024/08/20,06:00,21.7,0.0,100,70,0.0
2024/08/20,07:00,21.5,0.0,100,72,0.0
2024/08/20,08:00,21.4,0.0,100,83,0.1
2024/08/20,09:00,22.5,0.0,100,115,0.0
2024/08/20,10:00,24.9,0.0,92,66,0.1
2024/08/20,11:00,27.3,0.0,82,360,0.4
2024/08/20,12:00,30.0,0.0,66,241,0.3
2024/08/20,13:00,33.7,0.0,56,280,0.4
2024/08/20,14:00,35.1,0.0,53,123,0.3
2024/08/20,15:00,35.8,0.0,51,155,0.6
2024/08/20,16:00,36.7,0.0,47,184,0.7
2024/08/20,17:00,34.0,0.0,59,129,0.2
2024/08/20,18:00,31.0,0.0,73,335,0.0
2024/08/20,19:00,29.2,0.0,80,335,0.0
2024/08/20,20:00,27.2,0.0,86,356,0.0
2024/08/20,21:00,26.2,0.0,93,67,0.0
2024/08/20,22:00,25.6,0.0,96,93,0.0
2024/08/20,23:00,25.2,0.0,97,93,0.0
2024/08/21,00:00,24.8,0.0,98,93,0.0
2024/08/21,01:00,24.7,0.0,99,93,0.0
2024/08/21,02:00,24.6,0.0,99,223,0.0
2024/08/21,03:00,24.2,0.0,99,101,0.0
2024/08/21,04:00,24.0,0.0,99,57,0.1
2024/08/21,05:00,23.7,0.0,99,85,0.0
2024/08/21,06:00,23.5,0.0,100,81,0.0
2024/08/21,07:00,23.3,0.0,100,86,0.0
2024/08/21,08:00,23.3,0.0,100,90,0.0
2024/08/21,09:00,24.6,0.0,95,99,0.8
2024/08/21,10:00,27.0,0.0,83,117,0.7
2024/08/21,11:00,29.7,0.0,74,146,0.6
2024/08/21,12:00,31.8,0.0,67,45,0.6
2024/08/21,13:00,33.8,0.0,61,302,1.0
2024/08/21,14:00,35.0,0.0,55,46,0.4
2024/08/21,15:00,36.0,0.0,52,19,0.6
2024/08/21,16:00,36.1,0.0,52,74,0.5
2024/08/21,17:00,34.0,0.0,59,121,0.6
2024/08/21,18:00,30.7,0.0,65,4,0.6
2024/08/21,19:00,27.5,0.0,75,49,0.4
2024/08/21,20:00,26.3,0.0,82,241,0.1
2024/08/21,21:00,25.9,0.0,87,40,0.0
