Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CALLERIA
,Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
,Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/02/01,00:00,24.0,2.3,98,147,0.0
2019/02/01,01:00,23.9,1.2,98,179,0.0
2019/02/01,02:00,23.7,0.2,98,332,0.0
2019/02/01,03:00,23.6,0.0,97,342,0.0
2019/02/01,04:00,23.5,0.0,97,309,0.0
2019/02/01,05:00,23.5,0.1,98,176,0.0
2019/02/01,06:00,23.4,0.0,98,60,0.0
2019/02/01,07:00,23.2,0.0,97,72,0.0
2019/02/01,08:00,23.3,0.0,98,108,0.0
2019/02/01,09:00,24.0,0.0,97,88,0.0
2019/02/01,10:00,25.4,0.0,92,130,0.7
2019/02/01,11:00,27.5,0.0,85,88,0.4
2019/02/01,12:00,27.3,0.0,85,149,0.3
2019/02/01,13:00,27.6,0.0,84,68,0.2
2019/02/01,14:00,28.8,0.0,80,187,0.4
2019/02/01,15:00,29.4,0.0,80,247,0.1
2019/02/01,16:00,29.6,0.0,79,37,0.4
2019/02/01,17:00,26.1,1.2,93,301,0.1
2019/02/01,18:00,26.1,0.0,96,139,0.0
2019/02/01,19:00,26.2,0.0,96,237,0.0
2019/02/01,20:00,25.6,0.0,96,294,0.0
2019/02/01,21:00,25.2,0.0,97,90,0.0
2019/02/01,22:00,24.8,0.0,97,90,0.0
2019/02/01,23:00,24.5,0.0,97,61,0.0
2019/02/02,00:00,24.3,0.0,97,67,0.0
2019/02/02,01:00,24.2,0.0,97,145,0.0
2019/02/02,02:00,24.3,0.0,98,114,0.0
2019/02/02,03:00,24.3,0.0,98,114,0.0
2019/02/02,04:00,24.3,0.0,98,136,0.0
2019/02/02,05:00,24.3,0.0,98,139,0.0
2019/02/02,06:00,24.3,0.0,98,128,0.0
2019/02/02,07:00,24.0,0.0,97,208,0.0
2019/02/02,08:00,24.1,0.0,97,159,0.0
2019/02/02,09:00,25.0,0.0,96,173,0.0
2019/02/02,10:00,25.4,0.0,95,215,0.0
2019/02/02,11:00,26.7,0.0,89,99,0.6
2019/02/02,12:00,27.7,0.0,84,102,0.5
2019/02/02,13:00,28.9,0.0,81,178,0.7
2019/02/02,14:00,28.5,0.2,85,231,0.8
2019/02/02,15:00,24.4,26.5,98,82,0.0
2019/02/02,16:00,24.5,0.1,99,181,0.1
2019/02/02,17:00,24.2,0.0,99,287,0.1
2019/02/02,18:00,24.1,0.0,98,71,0.0
2019/02/02,19:00,24.1,0.0,98,65,0.2
2019/02/02,20:00,24.0,0.0,98,18,0.0
2019/02/02,21:00,23.8,0.0,98,225,0.0
2019/02/02,22:00,23.7,0.0,98,209,0.0
2019/02/02,23:00,23.7,0.0,98,288,0.1
2019/02/03,00:00,23.7,0.0,98,34,0.0
2019/02/03,01:00,23.7,0.0,98,43,0.0
2019/02/03,02:00,23.7,0.0,98,311,0.0
2019/02/03,03:00,23.6,0.1,98,269,0.0
2019/02/03,04:00,23.6,0.0,98,200,0.0
2019/02/03,05:00,23.7,0.2,98,217,0.0
2019/02/03,06:00,23.6,0.3,98,303,0.0
2019/02/03,07:00,23.5,14.9,98,144,0.3
2019/02/03,08:00,23.4,3.5,99,313,0.0
2019/02/03,09:00,23.7,5.0,98,121,0.0
2019/02/03,10:00,23.7,6.2,98,147,0.0
2019/02/03,11:00,24.3,2.0,98,23,0.0
2019/02/03,12:00,25.1,0.1,97,235,0.0
2019/02/03,13:00,25.7,0.5,94,234,0.1
2019/02/03,14:00,25.7,9.7,96,190,0.3
2019/02/03,15:00,25.1,5.1,98,238,0.2
2019/02/03,16:00,25.2,2.0,97,191,0.2
2019/02/03,17:00,24.9,1.6,96,213,0.4
2019/02/03,18:00,24.5,0.2,97,137,0.0
2019/02/03,19:00,24.4,0.0,97,256,0.0
2019/02/03,20:00,24.0,0.0,97,343,0.0
2019/02/03,21:00,23.8,0.0,98,310,0.0
2019/02/03,22:00,23.7,0.0,98,323,0.0
2019/02/03,23:00,23.8,0.0,98,132,0.0
2019/02/04,00:00,23.7,0.0,97,128,0.0
2019/02/04,01:00,23.5,0.0,97,132,0.0
2019/02/04,02:00,23.6,1.6,98,274,0.0
2019/02/04,03:00,23.5,0.1,98,281,0.0
2019/02/04,04:00,23.6,0.0,98,231,0.1
2019/02/04,05:00,23.7,0.0,98,64,0.0
2019/02/04,06:00,23.6,0.0,98,178,0.2
2019/02/04,07:00,23.6,0.5,98,181,0.5
2019/02/04,08:00,23.7,3.2,98,142,0.6
2019/02/04,09:00,23.7,1.5,98,161,0.4
2019/02/04,10:00,24.0,1.2,97,109,0.8
2019/02/04,11:00,24.8,0.3,95,156,0.9
2019/02/04,12:00,25.1,0.6,95,183,0.8
2019/02/04,13:00,24.7,5.4,96,166,0.8
2019/02/04,14:00,24.8,0.3,95,183,0.8
2019/02/04,15:00,25.1,3.3,96,236,0.5
2019/02/04,16:00,27.2,0.0,87,178,0.4
2019/02/04,17:00,27.6,0.0,87,282,0.2
2019/02/04,18:00,27.3,0.0,90,222,0.4
2019/02/04,19:00,26.5,0.0,89,245,0.2
2019/02/04,20:00,24.9,0.0,96,266,0.0
2019/02/04,21:00,24.6,3.3,97,250,0.1
2019/02/04,22:00,24.2,0.1,98,286,0.1
2019/02/04,23:00,24.1,0.0,98,293,0.0
2019/02/05,00:00,23.8,0.0,97,293,0.0
2019/02/05,01:00,23.8,0.0,97,285,0.0
2019/02/05,02:00,23.6,0.0,98,269,0.0
2019/02/05,03:00,23.6,0.0,97,275,0.0
2019/02/05,04:00,23.5,0.0,97,271,0.0
2019/02/05,05:00,23.5,0.1,98,261,0.0
2019/02/05,06:00,23.5,0.0,98,261,0.0
2019/02/05,07:00,23.4,0.0,98,196,0.0
2019/02/05,08:00,23.5,0.0,98,129,0.0
2019/02/05,09:00,23.9,0.0,97,25,0.0
