Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CALLERIA
,Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
,Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2018/12/01,00:00,24.9,0.0,91,103,0.4
2018/12/01,01:00,24.7,0.0,92,110,0.4
2018/12/01,02:00,24.5,0.0,92,120,0.4
2018/12/01,03:00,24.4,0.0,91,133,0.4
2018/12/01,04:00,24.3,0.0,92,353,0.0
2018/12/01,05:00,23.5,0.0,95,61,0.1
2018/12/01,06:00,23.3,0.0,96,355,0.0
2018/12/01,07:00,23.4,0.0,96,318,0.0
2018/12/01,08:00,23.6,0.0,96,115,0.0
2018/12/01,09:00,24.5,0.0,93,84,0.2
2018/12/01,10:00,25.9,0.0,87,113,0.4
2018/12/01,11:00,27.7,0.0,80,169,0.5
2018/12/01,12:00,29.1,0.0,75,113,0.4
2018/12/01,13:00,30.3,0.0,73,141,0.8
2018/12/01,14:00,32.1,0.0,65,108,0.8
2018/12/01,15:00,32.2,0.0,64,104,0.4
2018/12/01,16:00,31.7,0.0,69,116,0.4
2018/12/01,17:00,31.0,0.0,71,102,0.4
2018/12/01,18:00,29.9,0.0,73,137,0.2
2018/12/01,19:00,28.1,0.0,82,264,0.0
2018/12/01,20:00,26.3,0.0,89,36,0.0
2018/12/01,21:00,25.3,0.0,93,28,0.0
2018/12/01,22:00,24.7,0.0,95,56,0.0
2018/12/01,23:00,24.3,0.0,96,51,0.0
2018/12/02,00:00,24.0,0.0,96,51,0.0
2018/12/02,01:00,23.7,0.0,96,59,0.0
2018/12/02,02:00,23.4,0.0,96,79,0.1
2018/12/02,03:00,23.2,0.0,96,100,0.0
2018/12/02,04:00,22.9,0.0,97,93,0.0
2018/12/02,05:00,22.7,0.0,97,210,0.0
2018/12/02,06:00,22.7,0.0,97,124,0.0
2018/12/02,07:00,22.9,0.0,97,124,0.0
2018/12/02,08:00,23.7,0.0,97,151,0.2
2018/12/02,09:00,24.7,0.0,94,121,0.1
2018/12/02,10:00,27.3,0.0,84,180,0.4
2018/12/02,11:00,29.4,0.0,75,106,0.6
2018/12/02,12:00,30.6,0.0,71,89,0.8
2018/12/02,13:00,31.4,0.0,68,161,0.4
2018/12/02,14:00,31.2,0.0,70,220,0.4
2018/12/02,15:00,30.6,0.0,75,173,0.1
2018/12/02,16:00,31.1,0.0,72,83,0.3
2018/12/02,17:00,30.5,0.0,75,127,0.1
2018/12/02,18:00,28.9,0.0,82,358,0.0
2018/12/02,19:00,27.5,0.0,87,354,0.0
2018/12/02,20:00,26.5,0.0,92,70,0.0
2018/12/02,21:00,25.6,0.0,93,348,0.0
2018/12/02,22:00,24.9,0.0,94,325,0.0
2018/12/02,23:00,24.5,0.0,95,277,0.0
2018/12/03,00:00,24.7,0.0,95,266,0.0
2018/12/03,01:00,24.7,0.0,96,85,0.0
2018/12/03,02:00,24.7,0.0,95,85,0.0
2018/12/03,03:00,24.7,0.0,96,29,0.0
2018/12/03,04:00,24.7,0.0,96,126,0.0
2018/12/03,05:00,24.8,0.0,96,201,0.1
2018/12/03,06:00,24.5,0.0,96,298,0.0
2018/12/03,07:00,24.6,0.0,96,170,0.2
2018/12/03,08:00,24.7,0.0,95,183,0.2
2018/12/03,09:00,24.4,0.0,94,194,0.7
2018/12/03,10:00,24.5,0.0,91,114,0.7
2018/12/03,11:00,24.8,0.0,89,170,0.7
2018/12/03,12:00,24.9,0.0,88,157,0.5
2018/12/03,13:00,24.9,0.0,87,179,0.9
2018/12/03,14:00,24.4,0.0,88,194,1.1
2018/12/03,15:00,24.7,0.0,85,199,0.8
2018/12/03,16:00,25.0,0.0,83,175,0.7
2018/12/03,17:00,24.5,0.0,85,142,0.3
2018/12/03,18:00,23.8,0.0,89,31,0.0
2018/12/03,19:00,23.4,0.0,93,71,0.1
2018/12/03,20:00,22.9,0.0,95,271,0.0
2018/12/03,21:00,22.6,0.0,96,305,0.0
2018/12/03,22:00,22.2,0.0,97,308,0.0
2018/12/03,23:00,22.1,0.0,97,67,0.0
2018/12/04,00:00,22.0,0.0,97,265,0.0
2018/12/04,01:00,21.8,0.0,97,327,0.0
2018/12/04,02:00,21.6,0.0,97,219,0.0
2018/12/04,03:00,21.5,0.0,97,189,0.0
2018/12/04,04:00,21.6,0.0,97,49,0.0
2018/12/04,05:00,21.8,0.0,97,160,0.0
2018/12/04,06:00,21.9,0.0,97,179,0.0
2018/12/04,07:00,22.0,0.0,97,179,0.0
2018/12/04,08:00,22.4,0.0,97,75,0.1
2018/12/04,09:00,22.8,0.0,96,67,0.0
2018/12/04,10:00,23.8,0.0,91,258,0.2
2018/12/04,11:00,24.9,0.0,88,239,0.1
2018/12/04,12:00,24.7,3.9,90,220,0.9
2018/12/04,13:00,23.6,2.6,97,176,0.0
2018/12/04,14:00,24.4,0.3,94,112,0.0
2018/12/04,15:00,25.5,0.0,91,353,0.1
2018/12/04,16:00,26.0,0.0,90,132,0.3
2018/12/04,17:00,26.8,0.0,86,159,0.0
2018/12/04,18:00,25.8,0.0,94,338,0.0
2018/12/04,19:00,25.5,0.0,95,310,0.0
2018/12/04,20:00,24.6,0.0,96,308,0.0
2018/12/04,21:00,24.0,0.0,97,29,0.0
2018/12/04,22:00,23.7,0.0,97,62,0.0
2018/12/04,23:00,23.3,0.0,97,62,0.0
2018/12/05,00:00,23.0,0.0,97,85,0.0
2018/12/05,01:00,22.9,0.0,97,102,0.0
2018/12/05,02:00,22.7,0.0,98,160,0.0
2018/12/05,03:00,22.8,0.0,97,160,0.0
2018/12/05,04:00,22.7,0.0,97,70,0.0
2018/12/05,05:00,22.5,0.0,98,100,0.0
2018/12/05,06:00,22.4,0.0,98,103,0.0
2018/12/05,07:00,22.5,0.0,98,113,0.0
2018/12/05,08:00,23.0,0.0,98,101,0.2
2018/12/05,09:00,24.6,0.0,94,119,0.4
