Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BAGAZAN
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,SAQUENA
,Latitud :,4°43'26.46'',Longitud :,73°31'55.66'',Altitud :,100 msnm.
,Tipo :,PE - Meteorológica,Código :,104067
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-08-01,33.4,23.2,91.7,0.0
2019-08-02,33,23.6,94.2,0.0
2019-08-03,32.4,23.8,85.1,0.0
2019-08-04,29.2,18.2,84.2,0.0
2019-08-05,27.6,17,84.0,0.0
2019-08-06,28.2,17.2,87.9,0.0
2019-08-07,30,19.2,85.1,0.0
2019-08-08,S/D,19.4,S/D,0.0
2019-08-09,32.4,22.2,91.0,0.0
2019-08-10,34.2,23.6,86.5,0.0
2019-08-11,S/D,24.4,S/D,0.0
2019-08-12,33.6,24.2,89.0,16.4
2019-08-13,32.4,23.6,88.7,0.0
2019-08-14,31.2,23.2,91.4,0.0
2019-08-15,32.4,22.2,90.3,0.0
2019-08-16,31.4,22.4,91.4,0.0
2019-08-17,33.2,23.6,91.1,0.0
2019-08-18,34.6,24.2,90.1,0.0
2019-08-19,32.4,24,90.0,0.0
2019-08-20,33.6,24.4,90.5,51.8
2019-08-21,31.2,22.4,90.9,33.6
2019-08-22,32,23.6,94.6,0.0
2019-08-23,32.2,24,88.3,15.6
2019-08-24,32.4,22.4,88.2,0.0
2019-08-25,33.6,24.2,90.6,0.0
2019-08-26,31.6,23.2,91.7,6.2
2019-08-27,32.6,24.2,86.4,0.0
2019-08-28,32.6,24,88.7,6.3
2019-08-29,34.2,22,86.4,0.0
2019-08-30,33.4,23.6,89.1,0.0
2019-08-31,34.2,24.4,89.2,0.0
