Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTO TOMAS PUNCHANA
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
,Latitud :,3°41'34.04'',Longitud :,73°15'22.49'',Altitud :,86 msnm.
,Tipo :,HLM - Hidrológica,Código :,240304
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-10-01,10.18,10.14,10.10,10.06
2021-10-02,9.98,9.98,9.96,9.96
2021-10-03,9.92,9.92,9.90,9.90
2021-10-04,9.86,9.86,9.84,9.84
2021-10-05,9.78,9.76,9.74,9.72
2021-10-06,9.68,9.64,9.62,9.60
2021-10-07,9.56,9.54,9.52,9.50
2021-10-08,9.46,9.44,9.42,9.40
2021-10-09,9.36,9.34,9.32,9.30
2021-10-10,9.26,9.24,9.22,9.20
2021-10-11,9.16,9.14,9.12,9.10
2021-10-12,9.06,9.02,8.96,8.92
2021-10-13,8.84,8.84,8.86,8.86
2021-10-14,8.88,8.88,8.86,8.86
2021-10-15,8.88,8.88,8.90,8.90
2021-10-16,8.94,8.96,8.96,8.98
2021-10-17,9.02,9.04,9.04,9.06
2021-10-18,9.08,9.08,9.10,9.10
2021-10-19,9.10,9.08,9.08,9.06
2021-10-20,9.04,9.04,9.02,9.02
2021-10-21,8.96,8.94,8.94,8.92
2021-10-22,8.84,8.84,8.82,8.82
2021-10-23,8.78,8.82,8.86,8.90
2021-10-24,9.02,9.06,9.10,9.14
2021-10-25,9.26,9.30,9.34,9.38
2021-10-26,9.46,9.50,9.54,9.58
2021-10-27,9.80,9.84,9.88,9.92
2021-10-28,9.98,10.04,10.08,10.12
2021-10-29,10.18,10.18,10.20,10.20
2021-10-30,10.24,10.28,10.28,10.30
2021-10-31,10.34,10.34,10.36,10.36
