Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTO TOMAS PUNCHANA
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
,Latitud :,3°41'34.04'',Longitud :,73°15'22.49'',Altitud :,86 msnm.
,Tipo :,HLM - Hidrológica,Código :,240304
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-09-01,8.64,8.62,8.60,8.58
2019-09-02,8.58,8.58,8.60,8.60
2019-09-03,8.68,8.70,8.72,8.74
2019-09-04,8.80,8.82,8.84,8.84
2019-09-05,8.80,8.72,8.76,8.74
2019-09-06,8.62,8.58,8.54,8.50
2019-09-07,8.40,8.36,8.34,8.30
2019-09-08,8.20,8.16,8.14,8.12
2019-09-09,8.08,8.08,8.10,8.10
2019-09-10,8.08,8.10,8.18,8.26
2019-09-11,8.38,8.42,8.44,8.46
2019-09-12,8.54,8.56,8.58,8.58
2019-09-13,8.56,8.56,8.56,8.56
2019-09-14,8.52,8.50,8.48,8.48
2019-09-15,8.42,8.40,8.38,8.36
2019-09-16,8.28,8.26,8.24,8.22
2019-09-17,8.16,8.14,8.12,8.12
2019-09-18,8.06,8.10,8.14,8.16
2019-09-19,8.22,8.26,8.28,8.32
2019-09-20,8.40,8.40,8.42,8.44
2019-09-21,8.50,8.52,8.54,8.54
2019-09-22,8.50,8.50,8.48,8.48
2019-09-23,8.42,8.40,8.36,8.34
2019-09-24,8.30,8.28,8.26,8.24
2019-09-25,8.20,8.20,8.20,8.20
2019-09-26,8.21,8.22,8.24,8.26
2019-09-27,8.26,8.28,8.28,8.34
2019-09-28,8.34,8.38,8.42,8.46
2019-09-29,8.52,8.56,8.60,8.62
2019-09-30,8.68,8.70,8.70,8.72
