Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : ANGAMOS
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
,Latitud :,5°9'4.24'',Longitud :,72°52'30.79'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,240401
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-12-01,7.64,7.62,7.60,7.58
2020-12-02,7.55,7.53,7.50,7.47
2020-12-03,7.43,7.46,7.49,7.53
2020-12-04,7.58,7.65,7.72,7.86
2020-12-05,7.97,8.10,8.20,8.40
2020-12-06,8.60,8.80,8.95,9.10
2020-12-07,9.25,9.40,9.70,9.90
2020-12-08,10.10,10.25,10.40,10.60
2020-12-09,10.90,11.15,11.30,11.60
2020-12-10,11.85,11.96,12.05,12.15
2020-12-11,12.26,12.32,12.40,12.46
2020-12-12,12.55,12.60,12.66,12.72
2020-12-13,12.86,12.96,13.10,13.20
2020-12-14,13.40,13.50,13.65,13.78
2020-12-15,13.86,13.90,13.95,14.00
2020-12-16,14.10,14.10,14.10,14.10
2020-12-17,14.10,14.15,14.20,14.25
2020-12-18,14.40,14.60,14.80,14.95
2020-12-19,15.10,15.15,15.20,15.25
2020-12-20,15.30,15.32,15.34,15.36
2020-12-21,15.38,15.36,15.34,15.32
2020-12-22,15.30,15.27,15.24,15.21
2020-12-23,15.18,15.14,15.10,15.05
2020-12-24,15.00,14.96,14.90,14.85
2020-12-25,14.80,14.75,14.70,14.65
2020-12-26,14.60,14.56,14.50,14.46
2020-12-27,14.37,14.34,14.30,14.26
2020-12-28,14.20,14.16,14.13,14.10
2020-12-29,14.07,14.04,14.00,13.98
2020-12-30,13.95,13.90,13.85,13.80
2020-12-31,13.76,13.73,13.70,13.66
