Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : ANGAMOS
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
,Latitud :,5°9'4.24'',Longitud :,72°52'30.79'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,240401
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-03-01,16.19,16.15,16.13,16.10
2019-03-02,16.00,15.98,15.94,15.90
2019-03-03,15.72,15.70,15.67,15.64
2019-03-04,15.58,15.55,15.50,14.48
2019-03-05,15.38,15.35,15.32,15.29
2019-03-06,15.20,15.19,15.18,15.17
2019-03-07,15.17,15.17,15.16,15.15
2019-03-08,15.10,15.08,15.06,15.05
2019-03-09,15.00,14.98,14.96,14.94
2019-03-10,14.87,14.84,14.80,14.78
2019-03-11,14.74,14.72,14.70,14.68
2019-03-12,14.60,14.60,14.60,14.60
2019-03-13,14.58,14.57,14.56,14.55
2019-03-14,14.53,14.52,14.51,14.50
2019-03-15,14.50,14.50,14.50,14.50
2019-03-16,14.48,14.47,14.46,14.45
2019-03-17,14.45,14.43,14.41,14.40
2019-03-18,14.37,14.35,14.33,14.30
2019-03-19,14.28,14.26,14.22,14.20
2019-03-20,14.15,14.15,14.15,14.15
2019-03-21,14.12,14.11,14.10,14.08
2019-03-22,14.07,14.09,14.11,14.12
2019-03-23,14.14,14.18,14.20,14.22
2019-03-24,14.24,14.25,14.26,14.27
2019-03-25,14.28,14.28,14.28,14.28
2019-03-26,14.28,14.26,14.24,14.22
2019-03-27,14.20,14.22,14.23,14.24
2019-03-28,14.25,14.27,14.29,14.32
2019-03-29,14.34,14.36,14.37,14.38
2019-03-30,14.40,14.46,14.49,14.51
2019-03-31,14.54,14.56,14.57,14.58
