Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : ANGAMOS
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
,Latitud :,5°9'4.24'',Longitud :,72°52'30.79'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,240401
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-09-01,8.54,8.50,8.47,8.45
2018-09-02,8.40,8.35,8.30,8.27
2018-09-03,8.20,8.16,8.12,8.10
2018-09-04,8.05,8.05,8.05,8.05
2018-09-05,8.05,8.00,7.98,7.96
2018-09-06,7.94,7.90,7.86,7.83
2018-09-07,7.78,7.76,7.74,7.72
2018-09-08,7.70,7.68,7.66,7.64
2018-09-09,7.62,7.60,7.58,7.56
2018-09-10,7.52,7.54,7.56,7.58
2018-09-11,7.60,7.58,7.56,7.54
2018-09-12,7.52,7.48,7.45,7.43
2018-09-13,7.40,7.42,7.44,7.46
2018-09-14,7.48,7.50,7.52,7.54
2018-09-15,7.56,7.58,7.60,7.62
2018-09-16,7.66,7.69,7.72,7.76
2018-09-17,7.80,7.76,7.70,7.66
2018-09-18,7.62,7.57,7.54,7.50
2018-09-19,7.45,7.43,7.40,7.35
2018-09-20,7.30,7.25,7.20,7.15
2018-09-21,7.10,7.12,7.14,7.16
2018-09-22,7.18,7.20,7.22,7.24
2018-09-23,7.26,7.28,7.30,7.32
2018-09-24,7.34,7.34,7.34,7.34
2018-09-25,7.34,7.36,7.38,7.40
2018-09-26,7.42,7.44,7.36,7.48
2018-09-27,7.50,7.48,7.45,7.40
2018-09-28,7.35,7.39,7.42,7.46
2018-09-29,7.48,7.48,7.48,7.48
2018-09-30,7.46,7.46,7.46,7.46
