Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : ANGAMOS
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
,Latitud :,5°9'4.24'',Longitud :,72°52'30.79'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,240401
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-01-01,14.58,14.57,14.57,14.57
2019-01-02,14.58,14.58,14.57,14.57
2019-01-03,14.57,14.57,14.56,14.55
2019-01-04,14.52,14.52,14.50,14.49
2019-01-05,14.46,14.45,14.44,14.43
2019-01-06,14.37,14.36,14.36,14.35
2019-01-07,14.28,14.26,14.24,14.23
2019-01-08,14.16,14.16,14.15,14.14
2019-01-09,14.15,14.15,14.16,14.17
2019-01-10,14.20,14.22,14.23,14.24
2019-01-11,14.25,14.25,14.25,14.25
2019-01-12,14.26,14.26,14.27,14.27
2019-01-13,14.27,14.27,14.28,14.28
2019-01-14,14.28,14.28,14.29,14.29
2019-01-15,14.29,14.30,14.30,14.30
2019-01-16,14.31,14.32,14.32,14.33
2019-01-17,14.34,14.34,14.35,14.35
2019-01-18,14.36,14.36,14.37,14.37
2019-01-19,14.39,14.40,14.40,14.41
2019-01-20,14.44,14.45,14.46,14.47
2019-01-21,14.51,14.54,14.58,14.60
2019-01-22,14.69,14.73,14.76,14.78
2019-01-23,14.95,14.98,15.05,15.14
2019-01-24,15.27,15.34,15.37,15.39
2019-01-25,15.47,15.48,15.49,15.50
2019-01-26,15.52,15.52,15.52,15.52
2019-01-27,15.53,15.53,15.53,15.53
2019-01-28,15.52,15.52,15.52,15.52
2019-01-29,15.53,15.54,15.55,15.56
2019-01-30,15.57,15.57,15.57,15.57
2019-01-31,15.58,15.57,15.56,15.55
