Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/05/01,00:00,23.1,0.0,100,166,2.9
2020/05/01,01:00,23.2,0.0,100,262,0.0
2020/05/01,02:00,23.1,0.0,100,177,1.1
2020/05/01,03:00,22.8,0.0,100,125,0.9
2020/05/01,04:00,22.8,0.0,100,159,0.0
2020/05/01,05:00,22.8,0.0,100,163,0.6
2020/05/01,06:00,22.4,0.0,100,169,0.2
2020/05/01,07:00,22.8,0.0,100,200,1.2
2020/05/01,08:00,25.0,0.0,100,293,0.8
2020/05/01,09:00,27.8,0.0,97,27,1.3
2020/05/01,10:00,31.2,0.0,82,49,0.8
2020/05/01,11:00,29.3,0.0,81,23,1.4
2020/05/01,12:00,31.4,0.0,76,26,1.0
2020/05/01,13:00,29.5,0.0,85,157,2.1
2020/05/01,14:00,32.3,0.0,76,29,1.4
2020/05/01,15:00,31.6,0.0,70,10,2.0
2020/05/01,16:00,31.5,0.0,74,29,0.3
2020/05/01,17:00,28.7,0.0,90,162,2.3
2020/05/01,18:00,27.3,0.0,99,248,0.9
2020/05/01,19:00,26.3,0.0,100,157,0.6
2020/05/01,20:00,25.7,0.0,100,203,0.4
2020/05/01,21:00,25.7,0.0,100,118,1.0
2020/05/01,22:00,25.7,0.0,100,115,1.6
2020/05/01,23:00,24.9,1.8,100,125,2.3
2020/05/02,00:00,24.1,7.8,100,115,1.0
2020/05/02,01:00,24.1,4.5,100,250,0.4
2020/05/02,02:00,24.0,0.0,100,279,1.0
2020/05/02,03:00,24.1,0.0,100,258,1.9
2020/05/02,04:00,23.9,0.0,100,224,1.2
2020/05/02,05:00,23.9,1.5,100,227,1.1
2020/05/02,06:00,23.9,0.3,100,220,1.3
2020/05/02,07:00,24.2,9.3,100,269,1.9
2020/05/02,08:00,24.4,0.6,100,267,1.6
2020/05/02,09:00,24.3,3.0,100,251,2.6
2020/05/02,10:00,25.0,2.7,100,277,0.3
2020/05/02,11:00,24.6,6.6,100,315,0.3
2020/05/02,12:00,25.1,7.2,100,84,0.3
2020/05/02,13:00,25.2,4.2,100,114,1.4
2020/05/02,14:00,26.7,0.9,100,104,0.9
2020/05/02,15:00,27.4,0.0,94,5,1.2
2020/05/02,16:00,27.8,0.0,90,215,0.1
2020/05/02,17:00,27.0,0.0,93,255,0.5
2020/05/02,18:00,25.9,0.0,100,235,1.1
2020/05/02,19:00,25.2,0.0,100,216,1.3
2020/05/02,20:00,24.5,0.0,100,176,0.8
2020/05/02,21:00,24.5,0.0,100,122,1.1
2020/05/02,22:00,24.2,0.0,100,118,0.0
2020/05/02,23:00,24.2,0.0,100,168,0.0
2020/05/03,00:00,24.1,0.0,100,238,0.3
2020/05/03,01:00,24.1,0.0,100,218,0.1
2020/05/03,02:00,24.3,0.0,100,342,0.2
2020/05/03,03:00,24.2,0.0,100,344,0.3
