Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/09/01,00:00,10.0,0.0,71,128,2.5
2021/09/01,01:00,9.4,0.0,71,133,1.5
2021/09/01,02:00,9.5,0.0,71,69,0.8
2021/09/01,03:00,10.1,0.0,74,61,0.8
2021/09/01,04:00,9.7,0.0,71,52,0.4
2021/09/01,05:00,8.9,0.0,71,49,0.2
2021/09/01,06:00,9.0,0.0,71,48,0.5
2021/09/01,07:00,14.4,0.0,75,28,1.1
2021/09/01,08:00,18.5,0.0,78,37,1.3
2021/09/01,09:00,22.6,0.0,81,49,1.2
2021/09/01,10:00,26.4,0.0,84,77,0.9
2021/09/01,11:00,30.0,0.0,90,51,1.1
2021/09/01,12:00,29.2,0.0,88,48,0.9
2021/09/01,13:00,24.4,0.0,87,347,3.0
2021/09/01,14:00,27.0,0.0,88,318,1.8
2021/09/01,15:00,20.9,0.0,81,344,3.4
2021/09/01,16:00,20.4,0.0,86,353,2.1
2021/09/01,17:00,14.2,0.3,78,175,1.4
2021/09/01,18:00,12.3,1.8,78,255,1.7
2021/09/01,19:00,11.0,0.0,76,307,0.6
2021/09/01,20:00,11.2,0.0,82,23,1.9
2021/09/01,21:00,10.3,0.0,79,347,1.7
2021/09/01,22:00,10.8,0.0,77,269,1.4
2021/09/01,23:00,9.5,0.0,74,265,1.0
2021/09/02,00:00,9.4,0.3,78,338,1.7
2021/09/02,01:00,8.2,0.0,78,276,0.4
2021/09/02,02:00,8.1,0.0,78,12,0.6
2021/09/02,03:00,7.7,0.0,73,343,1.6
2021/09/02,04:00,7.6,0.0,74,337,2.0
2021/09/02,05:00,7.5,0.0,74,316,0.6
2021/09/02,06:00,7.1,0.0,72,7,2.0
2021/09/02,07:00,15.1,0.0,78,341,1.2
2021/09/02,08:00,18.2,0.0,82,338,1.6
2021/09/02,09:00,19.6,0.0,85,342,1.9
2021/09/02,10:00,26.4,0.0,100,315,1.7
2021/09/02,11:00,30.2,0.0,100,315,2.1
2021/09/02,12:00,29.4,0.0,100,330,1.8
2021/09/02,13:00,35.7,0.0,100,343,1.5
2021/09/02,14:00,34.3,0.0,100,6,1.5
2021/09/02,15:00,32.9,0.0,100,305,2.1
2021/09/02,16:00,31.8,0.0,100,334,1.4
2021/09/02,17:00,26.7,0.0,93,138,2.0
2021/09/02,18:00,17.5,0.0,84,179,1.8
2021/09/02,19:00,14.2,0.0,76,182,1.3
2021/09/02,20:00,14.9,0.0,77,130,0.8
2021/09/02,21:00,13.9,0.0,75,191,0.1
2021/09/02,22:00,11.9,0.0,80,157,1.0
2021/09/02,23:00,14.5,0.0,83,157,2.0
2021/09/03,00:00,9.9,0.0,75,148,1.4
2021/09/03,01:00,12.1,0.0,76,135,0.6
2021/09/03,02:00,12.5,0.0,79,133,0.5
2021/09/03,03:00,13.7,0.0,77,151,1.1
