Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/04/01,00:00,S/D,0.0,S/D,118,0.7
2022/04/01,01:00,S/D,0.0,S/D,151,0.1
2022/04/01,02:00,S/D,0.0,S/D,354,3.1
2022/04/01,03:00,S/D,1.5,S/D,43,0.9
2022/04/01,04:00,S/D,0.6,S/D,31,0.1
2022/04/01,05:00,S/D,0.9,S/D,272,0.0
2022/04/01,06:00,S/D,0.0,S/D,357,0.1
2022/04/01,07:00,S/D,0.0,S/D,312,0.0
2022/04/01,08:00,S/D,1.2,S/D,36,0.1
2022/04/01,09:00,S/D,0.9,S/D,99,0.9
2022/04/01,10:00,S/D,0.0,S/D,78,1.4
2022/04/01,11:00,S/D,0.0,S/D,25,2.7
2022/04/01,12:00,S/D,0.9,S/D,314,0.8
2022/04/01,13:00,S/D,0.0,S/D,5,1.5
2022/04/01,14:00,S/D,0.0,S/D,261,1.4
2022/04/01,15:00,S/D,0.0,S/D,213,2.2
2022/04/01,16:00,S/D,0.0,S/D,162,2.3
2022/04/01,17:00,S/D,0.0,S/D,164,1.3
2022/04/01,18:00,S/D,0.0,S/D,201,0.2
2022/04/01,19:00,S/D,0.0,S/D,151,1.8
2022/04/01,20:00,S/D,0.0,S/D,122,0.9
2022/04/01,21:00,S/D,0.0,S/D,130,1.3
2022/04/01,22:00,S/D,0.3,S/D,139,1.3
2022/04/01,23:00,S/D,2.1,S/D,218,2.6
2022/04/02,00:00,S/D,2.1,S/D,157,1.0
2022/04/02,01:00,S/D,0.6,S/D,179,0.7
2022/04/02,02:00,S/D,0.0,S/D,323,0.3
2022/04/02,03:00,S/D,0.0,S/D,5,0.2
2022/04/02,04:00,S/D,0.0,S/D,262,0.1
2022/04/02,05:00,S/D,0.0,S/D,257,0.4
2022/04/02,06:00,S/D,0.0,S/D,207,0.9
2022/04/02,07:00,S/D,0.0,S/D,206,0.7
2022/04/02,08:00,S/D,0.0,S/D,123,0.7
2022/04/02,09:00,S/D,0.3,S/D,165,2.5
2022/04/02,10:00,S/D,0.0,S/D,150,2.3
2022/04/02,11:00,S/D,0.0,S/D,140,2.6
2022/04/02,12:00,S/D,0.0,S/D,102,1.8
2022/04/02,13:00,S/D,0.0,S/D,100,2.2
2022/04/02,14:00,S/D,0.0,S/D,56,0.8
2022/04/02,15:00,S/D,0.0,S/D,86,1.7
2022/04/02,16:00,S/D,0.0,S/D,152,1.8
2022/04/02,17:00,S/D,0.0,S/D,176,1.2
2022/04/02,18:00,S/D,0.0,S/D,229,0.9
2022/04/02,19:00,S/D,0.0,S/D,129,0.3
2022/04/02,20:00,S/D,0.0,S/D,42,0.0
2022/04/02,21:00,S/D,0.0,S/D,143,0.3
2022/04/02,22:00,S/D,0.0,S/D,142,0.3
2022/04/02,23:00,S/D,0.0,S/D,156,0.2
