Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/07/01,00:00,S/D,0.0,S/D,254,2.0
2024/07/01,01:00,S/D,0.0,S/D,237,1.6
2024/07/01,02:00,S/D,0.0,S/D,248,0.6
2024/07/01,03:00,S/D,0.0,S/D,279,0.3
2024/07/01,04:00,S/D,0.0,S/D,276,0.2
2024/07/01,05:00,S/D,0.0,S/D,183,0.0
2024/07/01,06:00,S/D,0.0,S/D,225,0.0
2024/07/01,07:00,S/D,0.0,S/D,147,0.7
2024/07/01,08:00,S/D,0.0,S/D,105,0.5
2024/07/01,09:00,S/D,3.0,S/D,117,2.2
2024/07/01,10:00,S/D,15.0,S/D,139,2.4
2024/07/01,11:00,S/D,0.0,S/D,142,2.3
2024/07/01,12:00,S/D,0.0,S/D,154,1.4
2024/07/01,13:00,S/D,1.8,S/D,232,0.8
2024/07/01,14:00,S/D,1.8,S/D,131,0.6
2024/07/01,15:00,S/D,0.0,S/D,109,2.4
2024/07/01,16:00,S/D,0.0,S/D,68,1.3
2024/07/01,17:00,S/D,0.0,S/D,111,1.4
2024/07/01,18:00,S/D,0.0,S/D,140,1.1
2024/07/01,19:00,S/D,0.0,S/D,154,0.9
2024/07/01,20:00,S/D,0.0,S/D,314,0.3
2024/07/01,21:00,S/D,0.0,S/D,190,0.8
2024/07/01,22:00,S/D,0.0,S/D,239,0.8
2024/07/01,23:00,S/D,0.0,S/D,171,0.5
2024/07/02,00:00,S/D,0.0,S/D,257,0.3
2024/07/02,01:00,S/D,0.0,S/D,102,0.5
2024/07/02,02:00,S/D,0.0,S/D,265,0.6
2024/07/02,03:00,S/D,0.0,S/D,286,0.0
2024/07/02,04:00,S/D,0.0,S/D,248,0.0
2024/07/02,05:00,S/D,0.0,S/D,110,0.3
2024/07/02,06:00,S/D,0.0,S/D,133,0.3
2024/07/02,07:00,S/D,0.0,S/D,123,1.1
2024/07/02,08:00,S/D,0.0,S/D,138,1.6
2024/07/02,09:00,S/D,0.0,S/D,140,2.5
2024/07/02,10:00,S/D,0.0,S/D,137,2.8
2024/07/02,11:00,S/D,0.0,S/D,159,1.5
2024/07/02,12:00,S/D,0.0,S/D,131,2.2
2024/07/02,13:00,S/D,0.0,S/D,127,1.7
2024/07/02,14:00,S/D,0.0,S/D,146,2.4
2024/07/02,15:00,S/D,0.0,S/D,146,1.8
2024/07/02,16:00,S/D,0.0,S/D,137,2.0
2024/07/02,17:00,S/D,0.0,S/D,133,1.4
2024/07/02,18:00,S/D,0.0,S/D,137,1.8
2024/07/02,19:00,S/D,0.0,S/D,113,1.2
2024/07/02,20:00,S/D,0.0,S/D,102,1.2
2024/07/02,21:00,S/D,0.0,S/D,152,0.3
2024/07/02,22:00,S/D,0.0,S/D,156,0.9
2024/07/02,23:00,S/D,0.0,S/D,212,0.1
