Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/10/01,00:00,23.4,0.0,100,199,0.0
2020/10/01,01:00,23.3,0.0,100,210,1.9
2020/10/01,02:00,23.5,0.0,100,203,0.9
2020/10/01,03:00,23.4,0.0,100,178,0.7
2020/10/01,04:00,23.2,0.0,100,191,1.0
2020/10/01,05:00,23.0,0.0,100,152,0.2
2020/10/01,06:00,23.0,0.0,100,181,0.4
2020/10/01,07:00,23.9,0.0,100,308,0.2
2020/10/01,08:00,25.7,0.0,99,35,0.7
2020/10/01,09:00,28.5,0.0,81,330,1.6
2020/10/01,10:00,28.9,0.0,79,196,2.2
2020/10/01,11:00,30.9,0.0,71,195,1.7
2020/10/01,12:00,31.5,0.0,72,104,1.2
2020/10/01,13:00,30.8,0.0,73,349,1.5
2020/10/01,14:00,29.8,0.3,79,253,2.2
2020/10/01,15:00,30.6,1.5,77,291,0.5
2020/10/01,16:00,31.0,0.0,74,161,1.3
2020/10/01,17:00,29.5,0.0,80,158,2.4
2020/10/01,18:00,27.0,0.0,98,151,0.1
2020/10/01,19:00,25.9,0.0,100,215,0.6
2020/10/01,20:00,25.3,0.0,100,206,0.0
2020/10/01,21:00,25.2,0.0,100,236,1.0
2020/10/01,22:00,24.3,0.0,100,223,0.4
2020/10/01,23:00,23.8,0.0,100,224,1.2
2020/10/02,00:00,23.3,0.0,100,210,1.1
2020/10/02,01:00,23.1,0.0,100,197,1.3
2020/10/02,02:00,22.8,0.0,100,192,1.3
2020/10/02,03:00,22.6,0.0,100,198,1.0
2020/10/02,04:00,22.4,0.0,100,191,1.4
2020/10/02,05:00,22.9,0.0,100,204,0.6
2020/10/02,06:00,23.0,0.0,100,176,1.1
2020/10/02,07:00,23.7,0.0,100,158,0.3
2020/10/02,08:00,26.2,0.0,100,56,0.3
2020/10/02,09:00,29.3,0.0,86,41,0.8
2020/10/02,10:00,29.6,0.0,79,355,2.0
2020/10/02,11:00,30.9,0.0,69,346,2.3
2020/10/02,12:00,31.8,0.0,71,3,1.9
2020/10/02,13:00,32.6,0.0,64,341,2.0
2020/10/02,14:00,31.8,0.0,66,316,1.8
2020/10/02,15:00,28.7,0.0,86,44,1.7
2020/10/02,16:00,27.8,0.0,80,296,1.9
2020/10/02,17:00,27.2,0.0,84,249,0.6
2020/10/02,18:00,26.1,0.0,93,341,0.8
2020/10/02,19:00,25.5,0.0,97,2,0.3
2020/10/02,20:00,25.3,0.0,100,183,1.9
2020/10/02,21:00,25.5,0.0,99,87,1.2
2020/10/02,22:00,24.8,0.0,100,347,1.3
2020/10/02,23:00,24.8,0.0,99,271,2.7
2020/10/03,00:00,24.3,0.0,100,212,2.3
2020/10/03,01:00,24.8,0.0,100,327,1.4
2020/10/03,02:00,24.4,0.0,100,210,1.2
2020/10/03,03:00,23.9,0.0,100,189,0.5
