Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/06/01,00:00,S/D,0.0,S/D,200,0.6
2022/06/01,01:00,S/D,0.0,S/D,219,0.0
2022/06/01,02:00,S/D,0.0,S/D,192,0.9
2022/06/01,03:00,S/D,0.0,S/D,263,0.3
2022/06/01,04:00,S/D,0.0,S/D,243,0.8
2022/06/01,05:00,S/D,0.0,S/D,181,1.0
2022/06/01,06:00,S/D,0.0,S/D,293,0.1
2022/06/01,07:00,S/D,0.0,S/D,188,0.6
2022/06/01,08:00,S/D,0.0,S/D,164,1.4
2022/06/01,09:00,S/D,0.0,S/D,67,0.6
2022/06/01,10:00,S/D,0.0,S/D,63,0.9
2022/06/01,11:00,S/D,0.0,S/D,56,1.0
2022/06/01,12:00,S/D,0.0,S/D,56,1.3
2022/06/01,13:00,S/D,6.0,S/D,176,1.1
2022/06/01,14:00,S/D,0.0,S/D,84,3.1
2022/06/01,15:00,S/D,0.0,S/D,73,3.6
2022/06/01,16:00,S/D,0.0,S/D,69,1.7
2022/06/01,17:00,S/D,0.0,S/D,83,1.7
2022/06/01,18:00,S/D,0.0,S/D,161,1.1
2022/06/01,19:00,S/D,0.0,S/D,313,0.1
2022/06/01,20:00,S/D,0.0,S/D,190,1.2
2022/06/01,21:00,S/D,0.0,S/D,255,0.9
2022/06/01,22:00,S/D,0.0,S/D,274,2.6
2022/06/01,23:00,S/D,0.0,S/D,75,0.3
2022/06/02,00:00,S/D,0.0,S/D,114,2.3
2022/06/02,01:00,S/D,0.0,S/D,125,1.0
2022/06/02,02:00,S/D,0.0,S/D,144,0.9
2022/06/02,03:00,S/D,0.0,S/D,118,0.1
2022/06/02,04:00,S/D,0.0,S/D,69,0.3
2022/06/02,05:00,S/D,0.0,S/D,66,0.2
2022/06/02,06:00,S/D,0.0,S/D,14,1.5
2022/06/02,07:00,S/D,0.0,S/D,23,1.4
2022/06/02,08:00,S/D,0.0,S/D,34,0.9
2022/06/02,09:00,S/D,0.0,S/D,51,1.0
2022/06/02,10:00,S/D,0.0,S/D,16,1.5
2022/06/02,11:00,S/D,0.0,S/D,5,1.6
2022/06/02,12:00,S/D,0.0,S/D,352,1.8
2022/06/02,13:00,S/D,0.0,S/D,177,1.3
2022/06/02,14:00,S/D,0.0,S/D,178,2.7
2022/06/02,15:00,S/D,0.0,S/D,5,2.3
2022/06/02,16:00,S/D,0.0,S/D,69,1.1
2022/06/02,17:00,S/D,0.0,S/D,127,0.2
2022/06/02,18:00,S/D,0.0,S/D,168,1.0
2022/06/02,19:00,S/D,0.0,S/D,196,0.2
2022/06/02,20:00,S/D,0.0,S/D,27,0.2
2022/06/02,21:00,S/D,0.0,S/D,46,0.2
2022/06/02,22:00,S/D,0.0,S/D,23,0.3
2022/06/02,23:00,S/D,0.0,S/D,348,0.8
