Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/04/01,00:00,S/D,0.0,S/D,309,0.6
2024/04/01,01:00,S/D,0.0,S/D,315,0.2
2024/04/01,02:00,S/D,0.0,S/D,195,0.4
2024/04/01,03:00,S/D,0.0,S/D,190,1.1
2024/04/01,04:00,S/D,0.0,S/D,206,0.9
2024/04/01,05:00,S/D,0.0,S/D,240,0.8
2024/04/01,06:00,S/D,0.0,S/D,233,0.6
2024/04/01,07:00,S/D,0.0,S/D,285,1.6
2024/04/01,08:00,S/D,0.0,S/D,265,1.8
2024/04/01,09:00,S/D,0.0,S/D,12,0.9
2024/04/01,10:00,S/D,0.0,S/D,4,1.7
2024/04/01,11:00,S/D,0.0,S/D,338,2.2
2024/04/01,12:00,S/D,0.0,S/D,360,2.0
2024/04/01,13:00,S/D,0.0,S/D,21,1.4
2024/04/01,14:00,S/D,0.0,S/D,1,2.1
2024/04/01,15:00,S/D,0.0,S/D,336,1.6
2024/04/01,16:00,S/D,0.0,S/D,302,0.7
2024/04/01,17:00,S/D,0.0,S/D,325,0.4
2024/04/01,18:00,S/D,0.0,S/D,235,0.4
2024/04/01,19:00,S/D,0.0,S/D,274,3.3
2024/04/01,20:00,S/D,0.0,S/D,228,1.0
2024/04/01,21:00,S/D,0.0,S/D,171,0.2
2024/04/01,22:00,S/D,0.0,S/D,164,0.5
2024/04/01,23:00,S/D,0.0,S/D,191,0.0
2024/04/02,00:00,S/D,0.0,S/D,227,0.1
2024/04/02,01:00,S/D,0.0,S/D,235,0.0
2024/04/02,02:00,S/D,0.0,S/D,157,0.8
2024/04/02,03:00,S/D,0.0,S/D,181,0.6
2024/04/02,04:00,S/D,0.0,S/D,194,0.6
2024/04/02,05:00,S/D,0.0,S/D,102,2.4
2024/04/02,06:00,S/D,0.0,S/D,87,0.7
2024/04/02,07:00,S/D,0.0,S/D,39,0.9
2024/04/02,08:00,S/D,0.0,S/D,83,2.1
2024/04/02,09:00,S/D,0.0,S/D,65,1.7
2024/04/02,10:00,S/D,0.0,S/D,68,1.3
2024/04/02,11:00,S/D,0.0,S/D,53,0.7
2024/04/02,12:00,S/D,0.0,S/D,19,1.5
2024/04/02,13:00,S/D,0.0,S/D,353,1.7
2024/04/02,14:00,S/D,0.0,S/D,32,0.3
2024/04/02,15:00,S/D,0.0,S/D,276,2.7
2024/04/02,16:00,S/D,0.0,S/D,301,0.9
2024/04/02,17:00,S/D,3.6,S/D,325,1.5
2024/04/02,18:00,S/D,0.6,S/D,282,2.9
2024/04/02,19:00,S/D,0.0,S/D,291,1.6
2024/04/02,20:00,S/D,12.0,S/D,261,3.4
2024/04/02,21:00,S/D,0.6,S/D,221,1.1
2024/04/02,22:00,S/D,0.0,S/D,254,1.1
2024/04/02,23:00,S/D,0.0,S/D,278,1.9
