Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/04/01,00:00,23.3,0.0,100,227,1.1
2021/04/01,01:00,23.1,0.0,100,271,0.3
2021/04/01,02:00,22.8,0.0,100,82,0.1
2021/04/01,03:00,22.6,0.0,100,279,0.2
2021/04/01,04:00,22.7,0.0,100,289,0.1
2021/04/01,05:00,22.6,0.0,100,262,1.4
2021/04/01,06:00,22.6,0.0,100,271,2.0
2021/04/01,07:00,23.2,0.0,100,260,1.3
2021/04/01,08:00,26.2,0.0,100,261,2.0
2021/04/01,09:00,27.4,0.0,100,197,1.9
2021/04/01,10:00,29.0,0.0,95,272,2.0
2021/04/01,11:00,29.9,0.0,93,325,1.2
2021/04/01,12:00,29.9,0.0,88,334,1.4
2021/04/01,13:00,30.3,0.0,88,331,1.6
2021/04/01,14:00,31.9,0.0,85,46,1.0
2021/04/01,15:00,27.5,0.0,100,14,4.6
2021/04/01,16:00,27.2,0.0,100,105,0.5
2021/04/01,17:00,26.1,0.0,100,57,0.7
2021/04/01,18:00,25.1,0.0,100,220,2.0
2021/04/01,19:00,24.8,0.0,100,323,0.9
2021/04/01,20:00,24.9,0.0,100,47,0.4
2021/04/01,21:00,25.0,0.0,100,288,0.9
2021/04/01,22:00,25.0,0.0,100,97,0.2
2021/04/01,23:00,24.5,0.0,100,194,1.3
2021/04/02,00:00,24.0,0.0,100,208,0.1
2021/04/02,01:00,24.2,0.0,100,347,0.9
2021/04/02,02:00,24.2,0.0,100,83,0.1
2021/04/02,03:00,24.4,0.0,100,60,0.0
2021/04/02,04:00,24.3,0.0,100,111,1.4
2021/04/02,05:00,24.1,3.9,100,85,2.3
2021/04/02,06:00,23.6,15.3,100,27,2.3
2021/04/02,07:00,23.9,2.1,100,73,0.2
2021/04/02,08:00,24.1,0.0,100,7,0.6
2021/04/02,09:00,25.9,0.0,100,24,1.1
2021/04/02,10:00,27.1,0.0,100,353,1.2
2021/04/02,11:00,28.2,0.0,97,55,0.3
2021/04/02,12:00,30.3,0.0,94,60,1.4
2021/04/02,13:00,31.5,0.0,88,70,1.6
2021/04/02,14:00,30.7,0.0,83,67,2.4
2021/04/02,15:00,32.1,0.0,81,45,1.0
2021/04/02,16:00,32.5,0.0,80,73,1.9
2021/04/02,17:00,32.2,0.0,81,78,1.8
2021/04/02,18:00,28.5,0.0,100,15,1.5
2021/04/02,19:00,26.7,0.0,100,242,0.8
2021/04/02,20:00,26.4,0.0,100,282,1.4
2021/04/02,21:00,25.8,0.0,100,42,0.2
2021/04/02,22:00,25.0,0.0,100,187,1.1
2021/04/02,23:00,25.1,0.0,100,43,0.2
2021/04/03,00:00,24.8,0.0,100,72,0.8
2021/04/03,01:00,24.7,0.0,100,75,1.1
2021/04/03,02:00,24.4,0.0,100,48,0.9
2021/04/03,03:00,24.1,0.0,100,35,1.1
