Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/02/01,00:00,S/D,0.0,S/D,190,0.9
2023/02/01,01:00,S/D,0.0,S/D,170,0.8
2023/02/01,02:00,S/D,0.0,S/D,173,0.9
2023/02/01,03:00,S/D,0.0,S/D,167,0.9
2023/02/01,04:00,S/D,0.0,S/D,125,0.1
2023/02/01,05:00,S/D,0.0,S/D,156,1.0
2023/02/01,06:00,S/D,0.0,S/D,147,1.3
2023/02/01,07:00,S/D,0.0,S/D,77,0.2
2023/02/01,08:00,S/D,0.0,S/D,74,2.0
2023/02/01,09:00,S/D,0.0,S/D,37,2.5
2023/02/01,10:00,S/D,0.0,S/D,35,3.7
2023/02/01,11:00,S/D,0.0,S/D,25,3.9
2023/02/01,12:00,S/D,0.0,S/D,20,4.4
2023/02/01,13:00,S/D,0.0,S/D,25,3.2
2023/02/01,14:00,S/D,0.0,S/D,340,2.5
2023/02/01,15:00,S/D,0.0,S/D,6,3.1
2023/02/01,16:00,S/D,0.0,S/D,2,3.4
2023/02/01,17:00,S/D,0.0,S/D,20,2.5
2023/02/01,18:00,S/D,0.0,S/D,23,0.6
2023/02/01,19:00,S/D,0.0,S/D,184,0.7
2023/02/01,20:00,S/D,0.0,S/D,165,1.4
2023/02/01,21:00,S/D,0.0,S/D,199,0.6
2023/02/01,22:00,S/D,0.0,S/D,192,1.2
2023/02/01,23:00,S/D,0.0,S/D,191,1.2
2023/02/02,00:00,S/D,0.0,S/D,167,1.7
2023/02/02,01:00,S/D,0.0,S/D,164,1.4
2023/02/02,02:00,S/D,0.0,S/D,195,0.9
2023/02/02,03:00,S/D,0.0,S/D,207,0.9
2023/02/02,04:00,S/D,0.0,S/D,205,0.9
2023/02/02,05:00,S/D,0.0,S/D,258,1.0
2023/02/02,06:00,S/D,0.0,S/D,214,1.2
2023/02/02,07:00,S/D,0.0,S/D,148,0.2
2023/02/02,08:00,S/D,0.0,S/D,32,0.7
2023/02/02,09:00,S/D,0.0,S/D,347,1.0
2023/02/02,10:00,S/D,0.0,S/D,28,1.4
2023/02/02,11:00,S/D,0.0,S/D,2,2.6
2023/02/02,12:00,S/D,0.0,S/D,357,2.8
2023/02/02,13:00,S/D,0.0,S/D,35,2.1
2023/02/02,14:00,S/D,0.0,S/D,26,2.5
2023/02/02,15:00,S/D,0.0,S/D,356,2.2
2023/02/02,16:00,S/D,0.0,S/D,4,1.7
2023/02/02,17:00,S/D,0.0,S/D,355,0.6
2023/02/02,18:00,S/D,0.0,S/D,163,2.4
2023/02/02,19:00,S/D,0.0,S/D,190,0.6
2023/02/02,20:00,S/D,S/D,S/D,S/D,S/D
2023/02/02,21:00,S/D,0.0,S/D,156,1.3
2023/02/02,22:00,S/D,0.0,S/D,155,1.8
2023/02/02,23:00,S/D,0.0,S/D,148,1.3
