Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/09/01,00:00,S/D,0.0,S/D,315,0.2
2022/09/01,01:00,S/D,0.0,S/D,186,1.1
2022/09/01,02:00,S/D,0.0,S/D,166,1.9
2022/09/01,03:00,S/D,0.0,S/D,167,2.3
2022/09/01,04:00,S/D,0.0,S/D,171,0.6
2022/09/01,05:00,S/D,0.0,S/D,155,0.5
2022/09/01,06:00,S/D,0.0,S/D,164,1.4
2022/09/01,07:00,S/D,0.0,S/D,168,0.0
2022/09/01,08:00,S/D,0.0,S/D,12,0.8
2022/09/01,09:00,S/D,0.0,S/D,24,1.1
2022/09/01,10:00,S/D,0.0,S/D,18,2.0
2022/09/01,11:00,S/D,0.0,S/D,25,1.7
2022/09/01,12:00,S/D,0.0,S/D,49,1.1
2022/09/01,13:00,S/D,0.0,S/D,32,1.4
2022/09/01,14:00,S/D,0.0,S/D,356,1.2
2022/09/01,15:00,S/D,0.0,S/D,321,1.1
2022/09/01,16:00,S/D,0.0,S/D,237,0.5
2022/09/01,17:00,S/D,0.0,S/D,324,0.8
2022/09/01,18:00,S/D,0.0,S/D,197,0.6
2022/09/01,19:00,S/D,0.0,S/D,196,1.0
2022/09/01,20:00,S/D,0.0,S/D,181,0.2
2022/09/01,21:00,S/D,0.0,S/D,229,0.6
2022/09/01,22:00,S/D,0.0,S/D,254,0.2
2022/09/01,23:00,S/D,0.0,S/D,182,0.4
2022/09/02,00:00,S/D,0.0,S/D,230,0.0
2022/09/02,01:00,S/D,0.0,S/D,170,0.7
2022/09/02,02:00,S/D,0.0,S/D,198,0.3
2022/09/02,03:00,S/D,0.0,S/D,165,1.7
2022/09/02,04:00,S/D,0.0,S/D,193,0.5
2022/09/02,05:00,S/D,0.0,S/D,125,0.0
2022/09/02,06:00,S/D,0.0,S/D,248,0.3
2022/09/02,07:00,S/D,0.0,S/D,164,0.0
2022/09/02,08:00,S/D,0.0,S/D,48,0.8
2022/09/02,09:00,S/D,0.0,S/D,48,0.8
2022/09/02,10:00,S/D,0.0,S/D,71,1.6
2022/09/02,11:00,S/D,0.0,S/D,71,1.9
2022/09/02,12:00,S/D,0.0,S/D,61,1.1
2022/09/02,13:00,S/D,S/D,S/D,S/D,S/D
2022/09/02,14:00,S/D,0.0,S/D,32,1.8
2022/09/02,15:00,S/D,0.0,S/D,49,1.0
2022/09/02,16:00,S/D,0.0,S/D,59,0.6
2022/09/02,17:00,S/D,0.0,S/D,150,1.4
2022/09/02,18:00,S/D,0.0,S/D,158,1.5
2022/09/02,19:00,S/D,0.0,S/D,36,1.3
2022/09/02,20:00,S/D,0.0,S/D,71,0.8
2022/09/02,21:00,S/D,0.0,S/D,29,2.0
2022/09/02,22:00,S/D,0.0,S/D,25,1.3
2022/09/02,23:00,S/D,0.0,S/D,353,1.1
