Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/09/01,00:00,23.1,10.2,100,246,2.5
2020/09/01,01:00,23.0,5.1,100,264,1.1
2020/09/01,02:00,23.0,0.9,100,261,0.3
2020/09/01,03:00,23.0,0.0,100,252,0.1
2020/09/01,04:00,22.9,0.0,100,285,0.1
2020/09/01,05:00,23.0,0.0,100,241,1.2
2020/09/01,06:00,23.0,0.0,100,264,1.6
2020/09/01,07:00,23.7,0.0,100,264,3.0
2020/09/01,08:00,24.6,0.0,100,293,1.2
2020/09/01,09:00,25.7,0.0,98,263,2.4
2020/09/01,10:00,27.8,0.0,85,214,1.9
2020/09/01,11:00,26.7,0.0,91,234,2.1
2020/09/01,12:00,27.6,0.0,85,234,2.6
2020/09/01,13:00,28.7,0.0,87,310,0.8
2020/09/01,14:00,28.8,0.0,85,324,0.3
2020/09/01,15:00,28.3,0.0,89,312,0.4
2020/09/01,16:00,28.5,0.0,85,312,1.0
2020/09/01,17:00,27.5,0.0,87,306,0.9
2020/09/01,18:00,26.3,0.0,92,291,2.3
2020/09/01,19:00,25.8,0.0,95,271,2.1
2020/09/01,20:00,25.1,0.0,99,275,0.4
2020/09/01,21:00,21.7,8.1,100,330,0.3
2020/09/01,22:00,21.8,1.5,100,267,1.4
2020/09/01,23:00,21.6,0.6,100,239,1.4
2020/09/02,00:00,21.5,0.0,100,268,1.7
2020/09/02,01:00,21.3,0.0,100,172,1.4
2020/09/02,02:00,21.2,0.0,100,188,1.3
2020/09/02,03:00,21.2,0.0,100,139,1.2
2020/09/02,04:00,21.4,0.0,100,325,0.0
2020/09/02,05:00,21.4,0.0,100,241,1.5
2020/09/02,06:00,21.2,0.0,100,239,1.1
2020/09/02,07:00,22.3,0.0,100,253,0.1
2020/09/02,08:00,24.0,0.0,99,303,0.6
2020/09/02,09:00,25.5,0.0,87,7,1.7
2020/09/02,10:00,28.6,0.0,82,50,1.2
2020/09/02,11:00,28.7,0.0,72,150,2.7
2020/09/02,12:00,29.8,0.0,73,140,2.4
2020/09/02,13:00,31.4,0.0,68,46,1.4
2020/09/02,14:00,31.2,0.0,69,55,0.6
2020/09/02,15:00,31.9,0.0,65,28,1.3
2020/09/02,16:00,31.4,0.0,65,33,0.2
2020/09/02,17:00,32.8,0.0,64,334,0.3
2020/09/02,18:00,S/D,S/D,S/D,S/D,S/D
2020/09/02,19:00,27.2,0.0,90,85,1.5
2020/09/02,20:00,26.0,0.0,90,53,0.4
2020/09/02,21:00,25.1,0.0,94,198,0.2
2020/09/02,22:00,24.4,0.0,99,165,1.8
2020/09/02,23:00,24.3,0.0,100,229,0.9
2020/09/03,00:00,24.0,0.0,100,205,1.3
2020/09/03,01:00,23.9,0.0,100,245,1.1
2020/09/03,02:00,23.7,0.0,100,240,1.0
2020/09/03,03:00,23.7,0.0,100,233,1.5
