Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/07/01,00:00,22.6,0.0,100,273,0.0
2020/07/01,01:00,22.8,0.0,100,204,0.1
2020/07/01,02:00,22.8,0.0,100,164,1.5
2020/07/01,03:00,22.7,0.0,100,168,1.0
2020/07/01,04:00,22.9,0.0,100,15,0.5
2020/07/01,05:00,22.7,0.0,100,169,0.1
2020/07/01,06:00,23.0,0.0,100,41,0.0
2020/07/01,07:00,23.6,0.0,100,27,0.4
2020/07/01,08:00,25.5,0.0,100,63,0.9
2020/07/01,09:00,25.8,0.0,98,355,0.5
2020/07/01,10:00,27.0,0.0,90,346,0.9
2020/07/01,11:00,29.4,0.0,83,53,1.4
2020/07/01,12:00,29.8,0.0,75,58,2.3
2020/07/01,13:00,32.4,0.0,69,51,1.1
2020/07/01,14:00,28.2,0.0,83,297,1.0
2020/07/01,15:00,28.7,0.0,76,359,0.2
2020/07/01,16:00,29.0,0.0,80,144,0.7
2020/07/01,17:00,28.9,0.0,87,187,0.9
2020/07/01,18:00,24.9,0.6,100,156,0.0
2020/07/01,19:00,25.1,0.0,100,120,1.1
2020/07/01,20:00,25.0,0.0,100,118,1.8
2020/07/01,21:00,24.8,0.0,100,122,2.4
2020/07/01,22:00,24.0,0.3,100,200,0.6
2020/07/01,23:00,23.6,1.2,100,320,0.4
2020/07/02,00:00,23.6,0.3,100,165,0.6
2020/07/02,01:00,23.8,0.0,100,135,0.8
2020/07/02,02:00,23.9,0.0,100,107,1.0
2020/07/02,03:00,23.7,0.0,100,109,0.9
2020/07/02,04:00,23.6,0.0,100,160,0.0
2020/07/02,05:00,23.5,0.0,100,216,1.3
2020/07/02,06:00,23.3,0.0,100,219,0.8
2020/07/02,07:00,24.2,0.0,100,92,0.3
2020/07/02,08:00,25.6,0.0,100,62,1.3
2020/07/02,09:00,27.7,0.0,88,51,1.6
2020/07/02,10:00,29.4,0.0,78,76,0.9
2020/07/02,11:00,30.8,0.0,75,57,1.3
2020/07/02,12:00,31.6,0.0,70,46,1.5
2020/07/02,13:00,31.7,0.0,71,36,1.4
2020/07/02,14:00,31.0,0.0,75,47,0.5
2020/07/02,15:00,31.4,1.8,66,84,2.6
2020/07/02,16:00,28.4,0.0,84,302,0.5
2020/07/02,17:00,28.0,1.2,86,265,1.5
2020/07/02,18:00,26.3,0.0,96,63,0.2
2020/07/02,19:00,26.0,0.0,100,228,0.8
2020/07/02,20:00,25.2,0.0,100,272,0.0
2020/07/02,21:00,25.2,0.0,100,276,1.0
2020/07/02,22:00,23.6,16.2,100,320,2.0
2020/07/02,23:00,23.1,4.2,100,88,0.0
2020/07/03,00:00,23.3,0.0,100,228,0.9
2020/07/03,01:00,23.2,0.0,100,169,1.5
2020/07/03,02:00,22.7,0.0,100,147,1.4
2020/07/03,03:00,22.8,3.3,100,156,0.2
