Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/01/01,00:00,S/D,0.0,S/D,136,0.6
2023/01/01,01:00,S/D,0.0,S/D,144,1.4
2023/01/01,02:00,S/D,0.0,S/D,168,0.7
2023/01/01,03:00,S/D,0.0,S/D,172,0.9
2023/01/01,04:00,S/D,0.0,S/D,172,1.4
2023/01/01,05:00,S/D,0.0,S/D,183,0.1
2023/01/01,06:00,S/D,0.0,S/D,178,1.1
2023/01/01,07:00,S/D,0.0,S/D,237,0.5
2023/01/01,08:00,S/D,0.0,S/D,190,0.6
2023/01/01,09:00,S/D,0.0,S/D,168,1.3
2023/01/01,10:00,S/D,0.0,S/D,172,1.3
2023/01/01,11:00,S/D,0.0,S/D,343,0.7
2023/01/01,12:00,S/D,0.0,S/D,256,3.0
2023/01/01,13:00,S/D,0.0,S/D,206,1.8
2023/01/01,14:00,S/D,0.0,S/D,182,1.3
2023/01/01,15:00,S/D,0.0,S/D,212,1.9
2023/01/01,16:00,S/D,0.0,S/D,175,1.6
2023/01/01,17:00,S/D,0.3,S/D,175,0.6
2023/01/01,18:00,S/D,1.2,S/D,10,7.1
2023/01/01,19:00,S/D,5.1,S/D,62,0.8
2023/01/01,20:00,S/D,0.6,S/D,138,0.3
2023/01/01,21:00,S/D,0.6,S/D,189,1.2
2023/01/01,22:00,S/D,0.0,S/D,164,1.9
2023/01/01,23:00,S/D,0.0,S/D,180,0.9
2023/01/02,00:00,S/D,0.0,S/D,73,0.9
2023/01/02,01:00,S/D,0.0,S/D,126,0.6
2023/01/02,02:00,S/D,0.0,S/D,33,1.4
2023/01/02,03:00,S/D,0.0,S/D,7,2.4
2023/01/02,04:00,S/D,0.0,S/D,339,1.5
2023/01/02,05:00,S/D,0.0,S/D,314,0.4
2023/01/02,06:00,S/D,0.0,S/D,297,0.7
2023/01/02,07:00,S/D,0.0,S/D,14,1.1
2023/01/02,08:00,S/D,0.0,S/D,38,1.9
2023/01/02,09:00,S/D,0.0,S/D,20,1.0
2023/01/02,10:00,S/D,0.0,S/D,3,1.8
2023/01/02,11:00,S/D,0.0,S/D,0,2.0
2023/01/02,12:00,S/D,0.0,S/D,9,2.8
2023/01/02,13:00,S/D,0.0,S/D,340,2.6
2023/01/02,14:00,S/D,0.0,S/D,360,2.3
2023/01/02,15:00,S/D,0.0,S/D,335,2.0
2023/01/02,16:00,S/D,0.0,S/D,352,3.3
2023/01/02,17:00,S/D,0.0,S/D,352,3.0
2023/01/02,18:00,S/D,0.0,S/D,349,1.4
2023/01/02,19:00,S/D,0.0,S/D,3,0.0
2023/01/02,20:00,S/D,0.0,S/D,195,0.9
2023/01/02,21:00,S/D,0.0,S/D,189,1.0
2023/01/02,22:00,S/D,0.0,S/D,7,2.2
2023/01/02,23:00,S/D,0.0,S/D,174,0.4
