Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/12/01,00:00,-28.6,0.0,41,13,1.6
2021/12/01,01:00,-28.0,0.0,40,57,0.2
2021/12/01,02:00,-28.2,0.3,40,240,1.1
2021/12/01,03:00,-28.8,0.3,41,279,0.4
2021/12/01,04:00,-29.1,0.0,42,274,0.2
2021/12/01,05:00,S/D,0.0,37,348,0.8
2021/12/01,06:00,S/D,0.0,39,340,1.0
2021/12/01,07:00,S/D,0.0,42,22,0.5
2021/12/01,08:00,-28.8,0.0,52,354,1.2
2021/12/01,09:00,-9.6,0.0,67,357,1.8
2021/12/01,10:00,-2.2,0.0,79,27,1.5
2021/12/01,11:00,-1.8,0.0,82,356,2.3
2021/12/01,12:00,-2.1,0.0,75,355,4.0
2021/12/01,13:00,-1.0,0.0,81,292,2.3
2021/12/01,14:00,-17.9,6.0,58,154,2.0
2021/12/01,15:00,-9.5,1.8,71,209,3.0
2021/12/01,16:00,-27.5,0.0,59,328,4.4
2021/12/01,17:00,S/D,15.6,39,210,1.8
2021/12/01,18:00,S/D,0.0,36,67,0.1
2021/12/01,19:00,-30.8,0.0,32,168,3.5
2021/12/01,20:00,S/D,0.0,32,98,0.3
2021/12/01,21:00,-30.7,0.3,34,108,0.6
2021/12/01,22:00,-30.4,0.0,35,136,0.2
2021/12/01,23:00,S/D,0.0,35,111,2.1
2021/12/02,00:00,S/D,0.0,34,85,0.8
2021/12/02,01:00,-31.2,0.3,36,159,1.6
2021/12/02,02:00,S/D,0.0,35,134,1.1
2021/12/02,03:00,S/D,0.6,36,159,2.0
2021/12/02,04:00,S/D,0.3,37,140,0.7
2021/12/02,05:00,S/D,0.3,36,110,1.5
2021/12/02,06:00,S/D,0.0,38,66,1.4
2021/12/02,07:00,S/D,0.0,40,79,1.3
2021/12/02,08:00,-29.4,0.0,47,52,0.5
2021/12/02,09:00,-29.9,0.0,50,66,1.4
2021/12/02,10:00,-27.3,0.0,58,43,1.2
2021/12/02,11:00,-27.8,0.0,59,15,0.7
2021/12/02,12:00,-25.5,0.0,70,263,1.3
2021/12/02,13:00,S/D,24.6,35,252,0.6
2021/12/02,14:00,S/D,0.6,38,167,2.3
2021/12/02,15:00,S/D,0.0,40,217,2.7
2021/12/02,16:00,S/D,7.8,39,263,1.6
2021/12/02,17:00,-31.2,0.3,38,172,1.7
2021/12/02,18:00,-30.6,2.4,42,202,2.3
2021/12/02,19:00,-31.1,0.6,40,285,1.7
2021/12/02,20:00,-27.4,0.3,44,270,2.2
2021/12/02,21:00,-24.7,0.0,44,95,0.2
2021/12/02,22:00,-27.6,0.0,46,88,0.0
2021/12/02,23:00,-25.0,0.0,45,346,4.2
2021/12/03,00:00,-25.6,18.3,45,136,0.9
2021/12/03,01:00,-26.1,2.1,47,228,0.0
2021/12/03,02:00,-24.0,0.0,48,345,0.6
