Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/03/01,00:00,S/D,0.0,S/D,355,0.0
2024/03/01,01:00,S/D,0.0,S/D,244,1.6
2024/03/01,02:00,S/D,0.0,S/D,219,0.8
2024/03/01,03:00,S/D,0.0,S/D,284,0.2
2024/03/01,04:00,S/D,0.0,S/D,292,0.3
2024/03/01,05:00,S/D,0.0,S/D,176,0.4
2024/03/01,06:00,S/D,0.0,S/D,135,1.1
2024/03/01,07:00,S/D,0.0,S/D,95,0.9
2024/03/01,08:00,S/D,0.0,S/D,97,0.5
2024/03/01,09:00,S/D,0.0,S/D,161,1.3
2024/03/01,10:00,S/D,0.0,S/D,194,1.3
2024/03/01,11:00,S/D,0.0,S/D,146,0.7
2024/03/01,12:00,S/D,0.0,S/D,206,1.4
2024/03/01,13:00,S/D,0.0,S/D,223,1.6
2024/03/01,14:00,S/D,0.0,S/D,140,1.3
2024/03/01,15:00,S/D,2.4,S/D,102,1.6
2024/03/01,16:00,S/D,18.3,S/D,144,2.4
2024/03/01,17:00,S/D,0.3,S/D,152,0.2
2024/03/01,18:00,S/D,0.0,S/D,337,1.2
2024/03/01,19:00,S/D,0.0,S/D,177,0.2
2024/03/01,20:00,S/D,0.0,S/D,185,1.3
2024/03/01,21:00,S/D,0.0,S/D,182,1.4
2024/03/01,22:00,S/D,0.0,S/D,179,1.8
2024/03/01,23:00,S/D,0.0,S/D,243,0.1
2024/03/02,00:00,S/D,0.0,S/D,122,0.4
2024/03/02,01:00,S/D,0.0,S/D,168,0.4
2024/03/02,02:00,S/D,0.0,S/D,205,0.4
2024/03/02,03:00,S/D,0.0,S/D,158,0.5
2024/03/02,04:00,S/D,0.0,S/D,121,0.4
2024/03/02,05:00,S/D,0.0,S/D,110,0.6
2024/03/02,06:00,S/D,0.0,S/D,141,0.5
2024/03/02,07:00,S/D,0.0,S/D,137,0.2
2024/03/02,08:00,S/D,0.0,S/D,111,1.4
2024/03/02,09:00,S/D,0.0,S/D,142,0.4
2024/03/02,10:00,S/D,0.0,S/D,151,1.7
2024/03/02,11:00,S/D,0.0,S/D,152,1.3
2024/03/02,12:00,S/D,0.0,S/D,132,1.0
2024/03/02,13:00,S/D,0.0,S/D,44,1.1
2024/03/02,14:00,S/D,0.0,S/D,64,1.1
2024/03/02,15:00,S/D,0.0,S/D,180,1.9
2024/03/02,16:00,S/D,0.0,S/D,25,1.2
2024/03/02,17:00,S/D,0.0,S/D,171,0.8
2024/03/02,18:00,S/D,0.0,S/D,181,0.5
2024/03/02,19:00,S/D,0.0,S/D,113,2.0
2024/03/02,20:00,S/D,0.0,S/D,166,0.7
2024/03/02,21:00,S/D,0.0,S/D,207,1.3
2024/03/02,22:00,S/D,0.0,S/D,184,0.8
2024/03/02,23:00,S/D,0.0,S/D,163,1.8
