Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/06/01,00:00,23.5,0.0,100,216,1.4
2021/06/01,01:00,23.7,0.0,100,183,0.8
2021/06/01,02:00,23.8,0.0,100,209,0.7
2021/06/01,03:00,23.5,0.0,100,169,0.0
2021/06/01,04:00,23.3,0.0,100,231,0.5
2021/06/01,05:00,23.1,0.0,100,253,0.4
2021/06/01,06:00,23.3,0.0,100,191,0.1
2021/06/01,07:00,23.8,0.0,100,263,1.4
2021/06/01,08:00,24.9,0.0,100,286,0.6
2021/06/01,09:00,25.4,0.0,100,341,1.4
2021/06/01,10:00,27.3,0.0,100,212,2.3
2021/06/01,11:00,27.5,0.0,100,180,1.4
2021/06/01,12:00,28.1,0.0,100,357,0.5
2021/06/01,13:00,29.1,0.0,95,355,1.3
2021/06/01,14:00,26.8,1.2,100,191,1.3
2021/06/01,15:00,28.9,0.0,99,72,0.3
2021/06/01,16:00,28.0,0.0,100,57,0.4
2021/06/01,17:00,27.9,0.0,100,128,0.4
2021/06/01,18:00,25.8,0.0,100,184,0.6
2021/06/01,19:00,24.8,0.0,100,162,0.2
2021/06/01,20:00,24.5,0.0,100,204,1.9
2021/06/01,21:00,24.1,0.0,100,170,0.2
2021/06/01,22:00,23.8,0.0,100,166,1.1
2021/06/01,23:00,23.8,0.0,100,183,0.4
2021/06/02,00:00,23.7,0.0,100,183,0.9
2021/06/02,01:00,23.7,0.0,100,179,0.5
2021/06/02,02:00,23.6,0.0,100,212,0.7
2021/06/02,03:00,23.1,0.0,100,220,0.0
2021/06/02,04:00,22.9,0.0,100,176,0.8
2021/06/02,05:00,22.9,0.0,100,199,1.0
2021/06/02,06:00,23.2,0.0,100,198,0.7
2021/06/02,07:00,24.3,0.0,100,345,0.9
2021/06/02,08:00,25.7,0.0,100,77,1.1
2021/06/02,09:00,29.7,0.0,99,31,1.0
2021/06/02,10:00,33.2,0.0,87,44,0.3
2021/06/02,11:00,31.7,0.0,91,53,0.3
2021/06/02,12:00,30.5,0.0,92,323,1.0
2021/06/02,13:00,31.7,0.0,90,349,2.0
2021/06/02,14:00,33.1,0.0,82,316,1.7
2021/06/02,15:00,33.2,0.0,86,5,0.9
2021/06/02,16:00,31.7,0.0,91,306,1.4
2021/06/02,17:00,31.7,0.0,89,297,1.2
2021/06/02,18:00,28.6,0.0,100,218,0.8
2021/06/02,19:00,26.9,0.0,100,193,0.4
2021/06/02,20:00,26.6,0.3,100,140,0.7
2021/06/02,21:00,25.9,0.0,100,171,1.8
2021/06/02,22:00,25.8,0.0,100,114,0.9
2021/06/02,23:00,25.7,0.0,100,136,0.5
2021/06/03,00:00,25.1,4.8,100,238,2.3
2021/06/03,01:00,24.7,0.0,100,183,0.9
2021/06/03,02:00,24.6,0.0,100,257,1.4
2021/06/03,03:00,24.3,0.0,100,115,0.1
